book_nr,book_name,chapter_nr,verse_nr,genre,language
1,Genesis,7,21,prose,Hebrew
1,Genesis,7,22,prose,Hebrew
1,Genesis,7,23,prose,Hebrew
1,Genesis,7,24,prose,Hebrew
1,Genesis,8,1,prose,Hebrew
1,Genesis,8,2,prose,Hebrew
1,Genesis,8,3,prose,Hebrew
1,Genesis,8,4,prose,Hebrew
1,Genesis,8,5,prose,Hebrew
1,Genesis,8,6,prose,Hebrew
1,Genesis,8,7,prose,Hebrew
1,Genesis,8,8,prose,Hebrew
1,Genesis,8,9,prose,Hebrew
1,Genesis,8,10,prose,Hebrew
1,Genesis,8,11,prose,Hebrew
1,Genesis,8,12,prose,Hebrew
1,Genesis,8,13,prose,Hebrew
1,Genesis,8,14,prose,Hebrew
1,Genesis,8,15,prose,Hebrew
1,Genesis,8,16,prose,Hebrew
1,Genesis,8,17,prose,Hebrew
1,Genesis,8,18,prose,Hebrew
1,Genesis,8,19,prose,Hebrew
1,Genesis,8,20,prose,Hebrew
1,Genesis,8,21,prose,Hebrew
1,Genesis,8,22,prose,Hebrew
1,Genesis,9,1,prose,Hebrew
1,Genesis,9,2,prose,Hebrew
1,Genesis,9,3,prose,Hebrew
1,Genesis,9,4,prose,Hebrew
1,Genesis,9,5,prose,Hebrew
1,Genesis,9,6,prose,Hebrew
1,Genesis,9,7,prose,Hebrew
1,Genesis,9,8,prose,Hebrew
1,Genesis,9,9,prose,Hebrew
1,Genesis,9,10,prose,Hebrew
1,Genesis,9,11,prose,Hebrew
1,Genesis,9,12,prose,Hebrew
1,Genesis,9,13,prose,Hebrew
1,Genesis,9,14,prose,Hebrew
1,Genesis,9,15,prose,Hebrew
1,Genesis,9,16,prose,Hebrew
1,Genesis,9,17,prose,Hebrew
1,Genesis,9,18,prose,Hebrew
1,Genesis,9,19,prose,Hebrew
1,Genesis,9,20,prose,Hebrew
1,Genesis,9,21,prose,Hebrew
1,Genesis,9,22,prose,Hebrew
1,Genesis,9,23,prose,Hebrew
1,Genesis,9,24,prose,Hebrew
1,Genesis,9,25,prose,Hebrew
1,Genesis,9,26,prose,Hebrew
1,Genesis,9,27,prose,Hebrew
1,Genesis,9,28,prose,Hebrew
1,Genesis,9,29,prose,Hebrew
1,Genesis,10,1,list,Hebrew
1,Genesis,10,2,list,Hebrew
1,Genesis,10,3,list,Hebrew
1,Genesis,10,4,list,Hebrew
1,Genesis,10,5,list,Hebrew
1,Genesis,10,6,list,Hebrew
1,Genesis,10,7,list,Hebrew
1,Genesis,10,8,list,Hebrew
1,Genesis,10,9,list,Hebrew
1,Genesis,10,10,list,Hebrew
1,Genesis,10,11,list,Hebrew
1,Genesis,10,12,list,Hebrew
1,Genesis,10,13,list,Hebrew
1,Genesis,10,14,list,Hebrew
1,Genesis,10,15,list,Hebrew
1,Genesis,10,16,list,Hebrew
1,Genesis,10,17,list,Hebrew
1,Genesis,10,18,list,Hebrew
1,Genesis,10,19,list,Hebrew
1,Genesis,10,20,list,Hebrew
1,Genesis,10,21,list,Hebrew
1,Genesis,10,22,list,Hebrew
1,Genesis,10,23,list,Hebrew
1,Genesis,10,24,list,Hebrew
1,Genesis,10,25,list,Hebrew
1,Genesis,10,26,list,Hebrew
1,Genesis,10,27,list,Hebrew
1,Genesis,10,28,list,Hebrew
1,Genesis,10,29,list,Hebrew
1,Genesis,10,30,list,Hebrew
1,Genesis,10,31,list,Hebrew
1,Genesis,10,32,list,Hebrew
1,Genesis,11,1,prose,Hebrew
1,Genesis,11,2,prose,Hebrew
1,Genesis,11,3,prose,Hebrew
1,Genesis,11,4,prose,Hebrew
1,Genesis,11,5,prose,Hebrew
1,Genesis,11,6,prose,Hebrew
1,Genesis,11,7,prose,Hebrew
1,Genesis,11,8,prose,Hebrew
1,Genesis,11,9,prose,Hebrew
1,Genesis,11,10,prose,Hebrew
1,Genesis,11,11,prose,Hebrew
1,Genesis,11,12,prose,Hebrew
1,Genesis,11,13,prose,Hebrew
1,Genesis,11,14,prose,Hebrew
1,Genesis,11,15,prose,Hebrew
1,Genesis,11,16,prose,Hebrew
1,Genesis,11,17,prose,Hebrew
1,Genesis,11,18,prose,Hebrew
1,Genesis,11,19,prose,Hebrew
1,Genesis,11,20,prose,Hebrew
1,Genesis,11,21,prose,Hebrew
1,Genesis,11,22,prose,Hebrew
1,Genesis,11,23,prose,Hebrew
1,Genesis,11,24,prose,Hebrew
1,Genesis,11,25,prose,Hebrew
1,Genesis,11,26,prose,Hebrew
1,Genesis,11,27,prose,Hebrew
1,Genesis,11,28,prose,Hebrew
1,Genesis,11,29,prose,Hebrew
1,Genesis,11,30,prose,Hebrew
1,Genesis,11,31,prose,Hebrew
1,Genesis,11,32,prose,Hebrew
1,Genesis,12,1,prose,Hebrew
1,Genesis,12,2,prose,Hebrew
1,Genesis,12,3,prose,Hebrew
1,Genesis,12,4,prose,Hebrew
1,Genesis,12,5,prose,Hebrew
1,Genesis,12,6,prose,Hebrew
1,Genesis,12,7,prose,Hebrew
1,Genesis,12,8,prose,Hebrew
1,Genesis,12,9,prose,Hebrew
1,Genesis,12,10,prose,Hebrew
1,Genesis,12,11,prose,Hebrew
1,Genesis,12,12,prose,Hebrew
1,Genesis,12,13,prose,Hebrew
1,Genesis,12,14,prose,Hebrew
1,Genesis,12,15,prose,Hebrew
1,Genesis,12,16,prose,Hebrew
1,Genesis,12,17,prose,Hebrew
1,Genesis,12,18,prose,Hebrew
1,Genesis,12,19,prose,Hebrew
1,Genesis,12,20,prose,Hebrew
1,Genesis,13,1,prose,Hebrew
1,Genesis,13,2,prose,Hebrew
1,Genesis,13,3,prose,Hebrew
1,Genesis,13,4,prose,Hebrew
1,Genesis,13,5,prose,Hebrew
1,Genesis,13,6,prose,Hebrew
1,Genesis,13,7,prose,Hebrew
1,Genesis,13,8,prose,Hebrew
1,Genesis,13,9,prose,Hebrew
1,Genesis,13,10,prose,Hebrew
1,Genesis,13,11,prose,Hebrew
1,Genesis,13,12,prose,Hebrew
1,Genesis,13,13,prose,Hebrew
1,Genesis,13,14,prose,Hebrew
1,Genesis,13,15,prose,Hebrew
1,Genesis,13,16,prose,Hebrew
1,Genesis,13,17,prose,Hebrew
1,Genesis,13,18,prose,Hebrew
1,Genesis,14,1,prose,Hebrew
1,Genesis,14,2,prose,Hebrew
1,Genesis,14,3,prose,Hebrew
1,Genesis,14,4,prose,Hebrew
1,Genesis,14,5,prose,Hebrew
1,Genesis,14,6,prose,Hebrew
1,Genesis,14,7,prose,Hebrew
1,Genesis,14,8,prose,Hebrew
1,Genesis,14,9,prose,Hebrew
1,Genesis,14,10,prose,Hebrew
1,Genesis,14,11,prose,Hebrew
1,Genesis,14,12,prose,Hebrew
1,Genesis,14,13,prose,Hebrew
1,Genesis,14,14,prose,Hebrew
1,Genesis,14,15,prose,Hebrew
1,Genesis,14,16,prose,Hebrew
1,Genesis,14,17,prose,Hebrew
1,Genesis,14,18,prose,Hebrew
1,Genesis,14,19,prose,Hebrew
1,Genesis,14,20,prose,Hebrew
1,Genesis,14,21,prose,Hebrew
1,Genesis,14,22,prose,Hebrew
1,Genesis,14,23,prose,Hebrew
1,Genesis,14,24,prose,Hebrew
1,Genesis,15,1,prose,Hebrew
1,Genesis,15,2,prose,Hebrew
1,Genesis,15,3,prose,Hebrew
1,Genesis,15,4,prose,Hebrew
1,Genesis,15,5,prose,Hebrew
1,Genesis,15,6,prose,Hebrew
1,Genesis,15,7,prose,Hebrew
1,Genesis,15,8,prose,Hebrew
1,Genesis,15,9,prose,Hebrew
1,Genesis,15,10,prose,Hebrew
1,Genesis,15,11,prose,Hebrew
1,Genesis,15,12,prose,Hebrew
1,Genesis,15,13,prose,Hebrew
1,Genesis,15,14,prose,Hebrew
1,Genesis,15,15,prose,Hebrew
1,Genesis,15,16,prose,Hebrew
1,Genesis,15,17,prose,Hebrew
1,Genesis,15,18,prose,Hebrew
1,Genesis,15,19,prose,Hebrew
1,Genesis,15,20,prose,Hebrew
1,Genesis,15,21,prose,Hebrew
1,Genesis,16,1,prose,Hebrew
1,Genesis,16,2,prose,Hebrew
1,Genesis,16,3,prose,Hebrew
1,Genesis,16,4,prose,Hebrew
1,Genesis,16,5,prose,Hebrew
1,Genesis,16,6,prose,Hebrew
1,Genesis,16,7,prose,Hebrew
1,Genesis,16,8,prose,Hebrew
1,Genesis,16,9,prose,Hebrew
1,Genesis,16,10,prose,Hebrew
1,Genesis,16,11,prose,Hebrew
1,Genesis,16,12,prose,Hebrew
1,Genesis,16,13,prose,Hebrew
1,Genesis,16,14,prose,Hebrew
1,Genesis,16,15,prose,Hebrew
1,Genesis,16,16,prose,Hebrew
1,Genesis,17,1,prose,Hebrew
1,Genesis,17,2,prose,Hebrew
1,Genesis,17,3,prose,Hebrew
1,Genesis,17,4,prose,Hebrew
1,Genesis,17,5,prose,Hebrew
1,Genesis,17,6,prose,Hebrew
1,Genesis,17,7,prose,Hebrew
1,Genesis,17,8,prose,Hebrew
1,Genesis,17,9,prose,Hebrew
1,Genesis,17,10,prose,Hebrew
1,Genesis,17,11,prose,Hebrew
1,Genesis,17,12,prose,Hebrew
1,Genesis,17,13,prose,Hebrew
1,Genesis,17,14,prose,Hebrew
1,Genesis,17,15,prose,Hebrew
1,Genesis,17,16,prose,Hebrew
1,Genesis,17,17,prose,Hebrew
1,Genesis,17,18,prose,Hebrew
1,Genesis,17,19,prose,Hebrew
1,Genesis,17,20,prose,Hebrew
1,Genesis,17,21,prose,Hebrew
1,Genesis,17,22,prose,Hebrew
1,Genesis,17,23,prose,Hebrew
1,Genesis,17,24,prose,Hebrew
1,Genesis,17,25,prose,Hebrew
1,Genesis,17,26,prose,Hebrew
1,Genesis,17,27,prose,Hebrew
1,Genesis,18,1,prose,Hebrew
1,Genesis,18,2,prose,Hebrew
1,Genesis,18,3,prose,Hebrew
1,Genesis,18,4,prose,Hebrew
1,Genesis,18,5,prose,Hebrew
1,Genesis,18,6,prose,Hebrew
1,Genesis,18,7,prose,Hebrew
1,Genesis,18,8,prose,Hebrew
1,Genesis,18,9,prose,Hebrew
1,Genesis,18,10,prose,Hebrew
1,Genesis,18,11,prose,Hebrew
1,Genesis,18,12,prose,Hebrew
1,Genesis,18,13,prose,Hebrew
1,Genesis,18,14,prose,Hebrew
1,Genesis,18,15,prose,Hebrew
1,Genesis,18,16,prose,Hebrew
1,Genesis,18,17,prose,Hebrew
1,Genesis,18,18,prose,Hebrew
1,Genesis,18,19,prose,Hebrew
1,Genesis,18,20,prose,Hebrew
1,Genesis,18,21,prose,Hebrew
1,Genesis,18,22,prose,Hebrew
1,Genesis,18,23,prose,Hebrew
1,Genesis,18,24,prose,Hebrew
1,Genesis,18,25,prose,Hebrew
1,Genesis,18,26,prose,Hebrew
1,Genesis,18,27,prose,Hebrew
1,Genesis,18,28,prose,Hebrew
1,Genesis,18,29,prose,Hebrew
1,Genesis,18,30,prose,Hebrew
1,Genesis,18,31,prose,Hebrew
1,Genesis,18,32,prose,Hebrew
1,Genesis,18,33,prose,Hebrew
1,Genesis,19,1,prose,Hebrew
1,Genesis,19,2,prose,Hebrew
1,Genesis,19,3,prose,Hebrew
1,Genesis,19,4,prose,Hebrew
1,Genesis,19,5,prose,Hebrew
1,Genesis,19,6,prose,Hebrew
1,Genesis,19,7,prose,Hebrew
1,Genesis,19,8,prose,Hebrew
1,Genesis,19,9,prose,Hebrew
1,Genesis,19,10,prose,Hebrew
1,Genesis,19,11,prose,Hebrew
1,Genesis,19,12,prose,Hebrew
1,Genesis,19,13,prose,Hebrew
1,Genesis,19,14,prose,Hebrew
1,Genesis,19,15,prose,Hebrew
1,Genesis,19,16,prose,Hebrew
1,Genesis,19,17,prose,Hebrew
1,Genesis,19,18,prose,Hebrew
1,Genesis,19,19,prose,Hebrew
1,Genesis,19,20,prose,Hebrew
1,Genesis,19,21,prose,Hebrew
1,Genesis,19,22,prose,Hebrew
1,Genesis,19,23,prose,Hebrew
1,Genesis,19,24,prose,Hebrew
1,Genesis,19,25,prose,Hebrew
1,Genesis,19,26,prose,Hebrew
1,Genesis,19,27,prose,Hebrew
1,Genesis,19,28,prose,Hebrew
1,Genesis,19,29,prose,Hebrew
1,Genesis,19,30,prose,Hebrew
1,Genesis,19,31,prose,Hebrew
1,Genesis,19,32,prose,Hebrew
1,Genesis,19,33,prose,Hebrew
1,Genesis,19,34,prose,Hebrew
1,Genesis,19,35,prose,Hebrew
1,Genesis,19,36,prose,Hebrew
1,Genesis,19,37,prose,Hebrew
1,Genesis,19,38,prose,Hebrew
1,Genesis,20,1,prose,Hebrew
1,Genesis,20,2,prose,Hebrew
1,Genesis,20,3,prose,Hebrew
1,Genesis,20,4,prose,Hebrew
1,Genesis,20,5,prose,Hebrew
1,Genesis,20,6,prose,Hebrew
1,Genesis,20,7,prose,Hebrew
1,Genesis,20,8,prose,Hebrew
1,Genesis,20,9,prose,Hebrew
1,Genesis,20,10,prose,Hebrew
1,Genesis,20,11,prose,Hebrew
1,Genesis,20,12,prose,Hebrew
1,Genesis,20,13,prose,Hebrew
1,Genesis,20,14,prose,Hebrew
1,Genesis,20,15,prose,Hebrew
1,Genesis,20,16,prose,Hebrew
1,Genesis,20,17,prose,Hebrew
1,Genesis,20,18,prose,Hebrew
1,Genesis,21,1,prose,Hebrew
1,Genesis,21,2,prose,Hebrew
1,Genesis,21,3,prose,Hebrew
1,Genesis,21,4,prose,Hebrew
1,Genesis,21,5,prose,Hebrew
1,Genesis,21,6,prose,Hebrew
1,Genesis,21,7,prose,Hebrew
1,Genesis,21,8,prose,Hebrew
1,Genesis,21,9,prose,Hebrew
1,Genesis,21,10,prose,Hebrew
1,Genesis,21,11,prose,Hebrew
1,Genesis,21,12,prose,Hebrew
1,Genesis,21,13,prose,Hebrew
1,Genesis,21,14,prose,Hebrew
1,Genesis,21,15,prose,Hebrew
1,Genesis,21,16,prose,Hebrew
1,Genesis,21,17,prose,Hebrew
1,Genesis,21,18,prose,Hebrew
1,Genesis,21,19,prose,Hebrew
1,Genesis,21,20,prose,Hebrew
1,Genesis,21,21,prose,Hebrew
1,Genesis,21,22,prose,Hebrew
1,Genesis,21,23,prose,Hebrew
1,Genesis,21,24,prose,Hebrew
1,Genesis,21,25,prose,Hebrew
1,Genesis,21,26,prose,Hebrew
1,Genesis,21,27,prose,Hebrew
1,Genesis,21,28,prose,Hebrew
1,Genesis,21,29,prose,Hebrew
1,Genesis,21,30,prose,Hebrew
1,Genesis,21,31,prose,Hebrew
1,Genesis,21,32,prose,Hebrew
1,Genesis,21,33,prose,Hebrew
1,Genesis,21,34,prose,Hebrew
1,Genesis,22,1,prose,Hebrew
1,Genesis,22,2,prose,Hebrew
1,Genesis,22,3,prose,Hebrew
1,Genesis,22,4,prose,Hebrew
1,Genesis,22,5,prose,Hebrew
1,Genesis,22,6,prose,Hebrew
1,Genesis,22,7,prose,Hebrew
1,Genesis,22,8,prose,Hebrew
1,Genesis,22,9,prose,Hebrew
1,Genesis,22,10,prose,Hebrew
1,Genesis,22,11,prose,Hebrew
1,Genesis,22,12,prose,Hebrew
1,Genesis,22,13,prose,Hebrew
1,Genesis,22,14,prose,Hebrew
1,Genesis,22,15,prose,Hebrew
1,Genesis,22,16,prose,Hebrew
1,Genesis,22,17,prose,Hebrew
1,Genesis,22,18,prose,Hebrew
1,Genesis,22,19,prose,Hebrew
1,Genesis,22,20,prose,Hebrew
1,Genesis,22,21,prose,Hebrew
1,Genesis,22,22,prose,Hebrew
1,Genesis,22,23,prose,Hebrew
1,Genesis,22,24,prose,Hebrew
1,Genesis,23,1,prose,Hebrew
1,Genesis,23,2,prose,Hebrew
1,Genesis,23,3,prose,Hebrew
1,Genesis,23,4,prose,Hebrew
1,Genesis,23,5,prose,Hebrew
1,Genesis,23,6,prose,Hebrew
1,Genesis,23,7,prose,Hebrew
1,Genesis,23,8,prose,Hebrew
1,Genesis,23,9,prose,Hebrew
1,Genesis,23,10,prose,Hebrew
1,Genesis,23,11,prose,Hebrew
1,Genesis,23,12,prose,Hebrew
1,Genesis,23,13,prose,Hebrew
1,Genesis,23,14,prose,Hebrew
1,Genesis,23,15,prose,Hebrew
1,Genesis,23,16,prose,Hebrew
1,Genesis,23,17,prose,Hebrew
1,Genesis,23,18,prose,Hebrew
1,Genesis,23,19,prose,Hebrew
1,Genesis,23,20,prose,Hebrew
1,Genesis,24,1,prose,Hebrew
1,Genesis,24,2,prose,Hebrew
1,Genesis,24,3,prose,Hebrew
1,Genesis,24,4,prose,Hebrew
1,Genesis,24,5,prose,Hebrew
1,Genesis,24,6,prose,Hebrew
1,Genesis,24,7,prose,Hebrew
1,Genesis,24,8,prose,Hebrew
1,Genesis,24,9,prose,Hebrew
1,Genesis,24,10,prose,Hebrew
1,Genesis,24,11,prose,Hebrew
1,Genesis,24,12,prose,Hebrew
1,Genesis,24,13,prose,Hebrew
1,Genesis,24,14,prose,Hebrew
1,Genesis,24,15,prose,Hebrew
1,Genesis,24,16,prose,Hebrew
1,Genesis,24,17,prose,Hebrew
1,Genesis,24,18,prose,Hebrew
1,Genesis,24,19,prose,Hebrew
1,Genesis,24,20,prose,Hebrew
1,Genesis,24,21,prose,Hebrew
1,Genesis,24,22,prose,Hebrew
1,Genesis,24,23,prose,Hebrew
1,Genesis,24,24,prose,Hebrew
1,Genesis,24,25,prose,Hebrew
1,Genesis,24,26,prose,Hebrew
1,Genesis,24,27,prose,Hebrew
1,Genesis,24,28,prose,Hebrew
1,Genesis,24,29,prose,Hebrew
1,Genesis,24,30,prose,Hebrew
1,Genesis,24,31,prose,Hebrew
1,Genesis,24,32,prose,Hebrew
1,Genesis,24,33,prose,Hebrew
1,Genesis,24,34,prose,Hebrew
1,Genesis,24,35,prose,Hebrew
1,Genesis,24,36,prose,Hebrew
1,Genesis,24,37,prose,Hebrew
1,Genesis,24,38,prose,Hebrew
1,Genesis,24,39,prose,Hebrew
1,Genesis,24,40,prose,Hebrew
1,Genesis,24,41,prose,Hebrew
1,Genesis,24,42,prose,Hebrew
1,Genesis,24,43,prose,Hebrew
1,Genesis,24,44,prose,Hebrew
1,Genesis,24,45,prose,Hebrew
1,Genesis,24,46,prose,Hebrew
1,Genesis,24,47,prose,Hebrew
1,Genesis,24,48,prose,Hebrew
1,Genesis,24,49,prose,Hebrew
1,Genesis,24,50,prose,Hebrew
1,Genesis,24,51,prose,Hebrew
1,Genesis,24,52,prose,Hebrew
1,Genesis,24,53,prose,Hebrew
1,Genesis,24,54,prose,Hebrew
1,Genesis,24,55,prose,Hebrew
1,Genesis,24,56,prose,Hebrew
1,Genesis,24,57,prose,Hebrew
1,Genesis,24,58,prose,Hebrew
1,Genesis,24,59,prose,Hebrew
1,Genesis,24,60,prose,Hebrew
1,Genesis,24,61,prose,Hebrew
1,Genesis,24,62,prose,Hebrew
1,Genesis,24,63,prose,Hebrew
1,Genesis,24,64,prose,Hebrew
1,Genesis,24,65,prose,Hebrew
1,Genesis,24,66,prose,Hebrew
1,Genesis,24,67,prose,Hebrew
1,Genesis,25,1,list,Hebrew
1,Genesis,25,2,list,Hebrew
1,Genesis,25,3,list,Hebrew
1,Genesis,25,4,list,Hebrew
1,Genesis,25,5,list,Hebrew
1,Genesis,25,6,prose,Hebrew
1,Genesis,25,7,prose,Hebrew
1,Genesis,25,8,prose,Hebrew
1,Genesis,25,9,prose,Hebrew
1,Genesis,25,10,prose,Hebrew
1,Genesis,25,11,prose,Hebrew
1,Genesis,25,12,list,Hebrew
1,Genesis,25,13,list,Hebrew
1,Genesis,25,14,list,Hebrew
1,Genesis,25,15,list,Hebrew
1,Genesis,25,16,list,Hebrew
1,Genesis,25,17,prose,Hebrew
1,Genesis,25,18,prose,Hebrew
1,Genesis,25,19,prose,Hebrew
1,Genesis,25,20,prose,Hebrew
1,Genesis,25,21,prose,Hebrew
1,Genesis,25,22,prose,Hebrew
1,Genesis,25,23,prose,Hebrew
1,Genesis,25,24,prose,Hebrew
1,Genesis,25,25,prose,Hebrew
1,Genesis,25,26,prose,Hebrew
1,Genesis,25,27,prose,Hebrew
1,Genesis,25,28,prose,Hebrew
1,Genesis,25,29,prose,Hebrew
1,Genesis,25,30,prose,Hebrew
1,Genesis,25,31,prose,Hebrew
1,Genesis,25,32,prose,Hebrew
1,Genesis,25,33,prose,Hebrew
1,Genesis,25,34,prose,Hebrew
1,Genesis,26,1,prose,Hebrew
1,Genesis,26,2,prose,Hebrew
1,Genesis,26,3,prose,Hebrew
1,Genesis,26,4,prose,Hebrew
1,Genesis,26,5,prose,Hebrew
1,Genesis,26,6,prose,Hebrew
1,Genesis,26,7,prose,Hebrew
1,Genesis,26,8,prose,Hebrew
