verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,spatial_arg_type,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,comments,reconstructed_verse
176537,BW>[,MT,1_Kings,1,22,B>,W HNH <WDNH MDBRT <M H MLK W NTN H NBJ> B>,,qal,perf,W NTN H NBJ> B>,NTN H NBJ>,no complement,no complement,,,,,,,,,,,,,,,,,,
176550,BW>[,MT,1_Kings,1,23,JB>,W JGJDW L MLK L >MR HNH NTN H NBJ> W JB> L PNJ H MLK W JCTXW L MLK <L >PJW >RYH,,qal,wayq,W JB> L PNJ H MLK,,L PNJ H MLK,L PNH/ H MLK/,before / in front of the king,0,prep,pers,anim,det,subs,simple,factive,goal,L PNH/,,,,,,,
176580,JRD[,MT,1_Kings,1,25,JRD,KJ JRD H JWM W JZBX CWR W MRJ> W Y>N L RB W JQR> L KL BNJ H MLK W L FRJ H YB> W L >BJTR H KHN W HNM >KLJM W CTJM L PNJW W J>MRW JXJ H MLK >DNJHW,,qal,perf,KJ JRD H JWM,,no complement,no complement,,,,,,,,,,,,,,,,,,
176678,BW>[,MT,1_Kings,1,28,TB>,W J<N H MLK DWD W J>MR QR>W LJ L BT_CB< W TB> L PNJ H MLK W T<MD L PNJ H MLK,,qal,wayq,W TB> L PNJ H MLK,,L PNJ H MLK,L PNH/ H MLK/,before / in front of the king,0,prep,pers,anim,det,subs,simple,factive,goal,L PNH/,,,,,,,
2072684,BW>[,5Q2,1_Kings,1,28,TB>,W J<N H MLK DWD W J>MR QR>W LJ L BT CB< W TB> L PNJ H MLK W T<MD L PNJ H MLK,1 111 1 111 111 1 1111 1111 11 1 11 111 0 000 0 011 1 111 1 1111 1 111 1 111,qal,wayq,None,None,,,,,,,,,,,,,,,,,,,reconstructed,[W J<N H MLK DWD W J>MR QR>W LJ L BT CB<] W TB> L P[NJ H MLK W T<MD L PNJ H MLK]
176774,BW>[,MT,1_Kings,1,32,JB>W,W J>MR H MLK DWD QR>W LJ L YDWQ H KHN W L NTN H NBJ> W L BNJHW BN JHWJD< W JB>W L PNJ H MLK,,qal,wayq,W JB>W L PNJ H MLK,,L PNJ H MLK,L PNH/ H MLK/,before / in front of the king,0,prep,pers,anim,det,subs,simple,factive,goal,L PNH/,,,,,,,
2072784,BW>[,5Q2,1_Kings,1,32,JB>W,W J>MR H MLK DWD QR>W LJ L YDWQ H KHN W L NTN H NBJ> W L BNJHW BN JHWJD< W JB>W L PNJ H MLK,0 0001 0 000 000 0111 11 1 1111 1 111 1 1 111 1 1111 1 1 11111 11 111111 1 1111 1 111 1 111,qal,wayq,W JB>W L PNJ H MLK,,L PNJ H MLK,,before / in front of the king,0,prep,pers,anim,det,subs,simple,,,L,,,,,,reconstructed,W J>M[R] H MLK DWD Q[R>W LJ L YDWQ H KHN W L NTN H NBJ> W L BNJHW BN JHWJD< W JB>W L PNJ H MLK]
176800,JRD[,MT,1_Kings,1,33,HWRDTM,W J>MR H MLK LHM QXW <MKM >T <BDJ >DNJKM W HRKBTM >T CLMH BNJ <L H PRDH >CR LJ W HWRDTM >TW >L GXWN,,hif,perf,W HWRDTM >TW >L GXWN,,>L GXWN,>L GJXWN/,to Gihon,0,prep,topo,inanim,det,nmpr,simple,factive,goal,>L,,,,,,,
2072811,JRD[,5Q2,1_Kings,1,33,HWRDTM,W J>MR H MLK LHM QXW <MKM >T <BDJ >DNJKM W HRKBTM >T CLMH BNJ <L H PRDH >CR LJ W HWRDTM >TW >L GXWN,0 0000 0 000 000 000 1111 11 1111 111111 1 111111 11 1111 111 11 1 1111 111 00 0 000000 000 00 0010,hif,perf,W HWRDTM >TW >L GX[W]N,,>L GX[W]N,>L GJXWN/,to Gihon,0,prep,topo,inanim,det,nmpr,simple,factive,goal,>L,,,,,,,W J>MR H MLK LHM QXW [<MKM >T <BDJ >DNJKM W HRKBTM >T CLMH BNJ <L H PRDH >CR] LJ W HWRDTM >TW >L GX[W]N
176831,<LH[,MT,1_Kings,1,35,<LJTM,W <LJTM >XRJW W B> W JCB <L KS>J W HW> JMLK TXTJ W >TW YWJTJ L HJWT NGJD <L JFR>L W <L JHWDH,,qal,perf,W <LJTM >XRJW,,>XRJW,>XR/,after him,0,prep,prps,inanim,det,prsf,simple,factive,other,>XR/,,,,,,,
176834,BW>[,MT,1_Kings,1,35,B>,W <LJTM >XRJW W B> W JCB <L KS>J W HW> JMLK TXTJ W >TW YWJTJ L HJWT NGJD <L JFR>L W <L JHWDH,,qal,perf,W B>,,no complement,no complement,,,,,,,,,,,,,,,,,,
2072843,<LH[,5Q2,1_Kings,1,35,<LJTM,W <LJTM >XRJW W B> W JCB <L KS>J W HW> JMLK TXTJ W >TW YWJTJ L HJWT NGJD <L JFR>L W <L JHWDH,1 11111 11111 1 11 1 111 11 1111 1 111 0000 0000 0 000 00000 0 1111 1111 11 11111 1 11 11111,qal,perf,W <LJTM >XRJW,,>XRJW,>XR/,after him,0,prep,prps,inanim,det,prsf,simple,factive,other,>XR/,,,,,,reconstructed,[W <LJTM >XRJW W B> W JCB <L KS>J W HW>] JMLK TXTJ W >TW YWJTJ L [HJWT NGJD <L JFR>L W <L JHWDH]
176895,JRD[,MT,1_Kings,1,38,JRD,W JRD YDWQ H KHN W NTN H NBJ> W BNJHW BN JHWJD< W H KRTJ W H PLTJ W JRKBW >T CLMH <L PRDT H MLK DWD W JLKW >TW <L GXWN,,qal,wayq,W JRD YDWQ H KHN W NTN H NBJ> W BNJHW BN JHWJD< W H KRTJ W H PLTJ,YDWQ H KHN W NTN H NBJ> W BNJHW BN JHWJD< W H KRTJ W H PLTJ,no complement,no complement,,,,,,,,,,,,,,,,,,
176923,HLK[,MT,1_Kings,1,38,JLKW,W JRD YDWQ H KHN W NTN H NBJ> W BNJHW BN JHWJD< W H KRTJ W H PLTJ W JRKBW >T CLMH <L PRDT H MLK DWD W JLKW >TW <L GXWN,,hif,wayq,W JLKW >TW <L GXWN,,<L GXWN,<L GJXWN/,to Gihon,0,prep,topo,inanim,det,nmpr,simple,factive,goal,<L,,,,,,,
176958,<LH[,MT,1_Kings,1,40,J<LW,W J<LW KL H <M >XRJW W H <M MXLLJM B XLLJM W FMXJM FMXH GDWLH W TBQ< H >RY B QWLM,,qal,wayq,W J<LW KL H <M >XRJW,KL H <M,>XRJW,>XR/,after him,0,prep,prps,inanim,det,prsf,simple,factive,other,>XR/,,,,,,,
177016,BW>[,MT,1_Kings,1,42,B>,<WDNW MDBR W HNH JWNTN BN >BJTR H KHN B> W J>MR >DNJHW B> KJ >JC XJL >TH W VWB TBFR,,qal,perf,W HNH JWNTN BN >BJTR H KHN B>,JWNTN BN >BJTR H KHN,no complement,no complement,,,,,,,,,,,,,,,,,,
177020,BW>[,MT,1_Kings,1,42,B>,<WDNW MDBR W HNH JWNTN BN >BJTR H KHN B> W J>MR >DNJHW B> KJ >JC XJL >TH W VWB TBFR,,qal,impv,B>,,no complement,no complement,,,,,,,,,,,,,,,,,,
177112,BW>[,MT,1_Kings,1,47,B>W,W GM B>W <BDJ H MLK L BRK >T >DNJNW H MLK DWD L >MR JJVB >LHJK >T CM CLMH M CMK W JGDL >T KS>W M KS>K W JCTXW H MLK <L H MCKB,,qal,perf,W GM B>W <BDJ H MLK,<BDJ H MLK,no complement,no complement,,,,,,,,,,,,,,,,,,
177176,HLK[,MT,1_Kings,1,49,JLKW,W JXRDW W JQMW KL H QR>JM >CR L >DNJHW W JLKW >JC L DRKW,,qal,wayq,W JLKW,,no complement,no complement,,,,,,,,,,,,,,,,,,
177189,HLK[,MT,1_Kings,1,50,JLK,W >DNJHW JR> M PNJ CLMH W JQM W JLK W JXZQ B QRNWT H MZBX,,qal,wayq,W JLK,,no complement,no complement,,,,,,,,,,,,,,,,,,
177242,NPL[,MT,1_Kings,1,52,JPL,W J>MR CLMH >M JHJH L BN XJL L> JPL M F<RTW >RYH W >M R<H TMY> BW W MT,,qal,impf,L> JPL M F<RTW >RYH,M F<RTW,>RYH,>RY/,to the ground ,1,dir-he,place,inanim,det,subs,simple,vertical,goal,,,,,,,,
177259,JRD[,MT,1_Kings,1,53,JRDHW,W JCLX H MLK CLMH W JRDHW M <L H MZBX W JB> W JCTXW L MLK CLMH W J>MR LW CLMH LK L BJTK,,hif,wayq,W JRDHW M <L H MZBX,,M <L H MZBX,MN <L H MZBX/,,0,prep + prep,,,det,subs,simple,,,MN,<L,,,,,min excluded,
177265,BW>[,MT,1_Kings,1,53,JB>,W JCLX H MLK CLMH W JRDHW M <L H MZBX W JB> W JCTXW L MLK CLMH W J>MR LW CLMH LK L BJTK,,qal,wayq,W JB>,,no complement,no complement,,,,,,,,,,,,,,,,,,
177276,HLK[,MT,1_Kings,1,53,LK,W JCLX H MLK CLMH W JRDHW M <L H MZBX W JB> W JCTXW L MLK CLMH W J>MR LW CLMH LK L BJTK,,qal,impv,LK L BJTK,,L BJTK,L BJT/,to your house,0,prep,place,inanim,det,subs,complex,factive,goal,L,,,,,,,
177280,QRB[,MT,1_Kings,2,1,JQRBW,W JQRBW JMJ DWD L MWT W JYW >T CLMH BNW L >MR,,qal,wayq,W JQRBW JMJ DWD,JMJ DWD,no complement,no complement,,,,,,,,,,,,,,,,,,
177293,HLK[,MT,1_Kings,2,2,HLK,>NKJ HLK B DRK KL H >RY W XZQT W HJJT L >JC,,qal,ptca,>NKJ HLK B DRK KL H >RY,>NKJ,B DRK KL H >RY,B DRK/ KL/ H >RY/,on the way of all the earth,0,prep,place,inanim,det,subs,complex,factive,trajectory,B,,,,,,,
177312,HLK[,MT,1_Kings,2,3,LKT,W CMRT >T MCMRT JHWH >LHJK L LKT B DRKJW L CMR XQTJW MYWTJW W MCPVJW W <DWTJW K KTWB B TWRT MCH LM<N TFKJL >T KL >CR T<FH W >T KL >CR TPNH CM,,qal,infc,L LKT B DRKJW,,B DRKJW,B DRK/,in his ways,0,prep,abs,inanim,det,subs,complex,fictive,location,B,,,,,,,
177339,PNH[,MT,1_Kings,2,3,TPNH,W CMRT >T MCMRT JHWH >LHJK L LKT B DRKJW L CMR XQTJW MYWTJW W MCPVJW W <DWTJW K KTWB B TWRT MCH LM<N TFKJL >T KL >CR T<FH W >T KL >CR TPNH CM,,qal,impf,>CR TPNH CM,,CM,CM,there,0,dir-he,adv,inanim,det,adv,simple,posture/not motion,goal,,,,,,,,
177357,HLK[,MT,1_Kings,2,4,LKT,LM<N JQJM JHWH >T DBRW >CR DBR <LJ L >MR >M JCMRW BNJK >T DRKM L LKT L PNJ B >MT B KL LBBM W B KL NPCM L >MR L> JKRT LK >JC M <L KS> JFR>L,,qal,infc,L LKT L PNJ B >MT B KL LBBM W B KL NPCM,,L PNJ,L PNH/,before / in front of me,0,prep,prps,anim,det,prsf,simple,factive,other,L,,,,,,,
177435,JRD[,MT,1_Kings,2,6,TWRD,W <FJT K XKMTK W L> TWRD FJBTW B CLM C>L,,hif,impf,W L> TWRD FJBTW B CLM C>L,,C>L,C>WL/,to Sheol,0,vc,topo,inanim,det,nmpr,simple,factive,goal,,,,,,,,
177455,QRB[,MT,1_Kings,2,7,QRBW,W L BNJ BRZLJ H GL<DJ T<FH XSD W HJW B >KLJ CLXNK KJ KN QRBW >LJ B BRXJ M PNJ >BCLWM >XJK,,qal,perf,KJ KN QRBW >LJ,,>LJ,>L,to me,0,prep,prps,anim,det,prsf,simple,factive,goal,>L,,,,,,,
177481,HLK[,MT,1_Kings,2,8,LKTJ,W HNH <MK CM<J BN GR> BN H JMJNJ M BXRJM W HW> QLLNJ QLLH NMRYT B JWM LKTJ MXNJM W HW> JRD L QR>TJ H JRDN W >CB< LW B JHWH L >MR >M >MJTK B XRB,,qal,infc,LKTJ MXNJM,,MXNJM,MXNJM/,to Mahanaim,0,vc,topo,inanim,det,nmpr,simple,factive,goal,,,,,,,,
177485,JRD[,MT,1_Kings,2,8,JRD,W HNH <MK CM<J BN GR> BN H JMJNJ M BXRJM W HW> QLLNJ QLLH NMRYT B JWM LKTJ MXNJM W HW> JRD L QR>TJ H JRDN W >CB< LW B JHWH L >MR >M >MJTK B XRB,,qal,perf,W HW> JRD H JRDN,HW>,H JRDN,H JRDN/,to the Jordan,0,vc,topo,inanim,det,nmpr,simple,factive,goal,,,,,,,,
177517,JRD[,MT,1_Kings,2,9,HWRDT,W <TH >L TNQHW KJ >JC XKM >TH W JD<T >T >CR T<FH LW W HWRDT >T FJBTW B DM C>WL,,hif,perf,W HWRDT >T FJBTW B DM C>WL,,C>WL,C>WL/,to Sheol,0,vc,place,inanim,det,subs,simple,fictive,goal,,,,,,,you may bring his gray hair with blood to Sheol for kill him,
177568,BW>[,MT,1_Kings,2,13,JB>,W JB> >DNJHW BN XGJT >L BT_CB< >M CLMH W T>MR H CLWM B>K W J>MR CLWM,,qal,wayq,W JB> >DNJHW BN XGJT >L BT_CB< >M CLMH,>DNJHW BN XGJT,>L BT_CB< >M CLMH,>L BT_CB</ >M/ CLMH=/,to Bathsheba the mother of Solomon,0,prep,pers,anim,det,nmpr,complex,factive,goal,>L,,,,,,,
177580,BW>[,MT,1_Kings,2,13,B>K,W JB> >DNJHW BN XGJT >L BT_CB< >M CLMH W T>MR H CLWM B>K W J>MR CLWM,,qal,infc,B>K,,no complement,no complement,,,,,,,,,,,,,,,,,,
177610,SBB[,MT,1_Kings,2,15,TSB,W J>MR >T JD<T KJ LJ HJTH H MLWKH W <LJ FMW KL JFR>L PNJHM L MLK W TSB H MLWKH W THJ L >XJ KJ M JHWH HJTH LW,,qal,wayq,W TSB H MLWKH,H MLWKH,no complement,no complement,,,,,,,,,,,,,,,,,,
177631,CWB[,MT,1_Kings,2,16,TCBJ,W <TH C>LH >XT >NKJ C>L M >TK >L TCBJ >T PNJ W T>MR >LJW DBR,,hif,impf,>L TCBJ >T PNJ,,no complement,no complement,,,,,,,,,,,,,,,,,,
177648,CWB[,MT,1_Kings,2,17,JCJB,W J>MR >MRJ N> L CLMH H MLK KJ L> JCJB >T PNJK W JTN LJ >T >BJCG H CWNMJT L >CH,,hif,impf,KJ L> JCJB >T PNJK,,no complement,no complement,,,,,,,,,,,,,,,,,,
177671,BW>[,MT,1_Kings,2,19,TB>,W TB> BT_CB< >L H MLK CLMH L DBR LW <L >DNJHW W JQM H MLK L QR>TH W JCTXW LH W JCB <L KS>W W JFM KS> L >M H MLK W TCB L JMJNW,,qal,wayq,W TB> BT_CB< >L H MLK CLMH,BT_CB<,>L H MLK CLMH,>L H MLK/ CLMH=/,to the king Solomon,0,prep,pers,anim,det,subs,complex,factive,goal,>L,,,,,,,
177716,CWB[,MT,1_Kings,2,20,TCB,W T>MR C>LH >XT QVNH >NKJ C>LT M >TK >L TCB >T PNJ W J>MR LH H MLK C>LJ >MJ KJ L> >CJB >T PNJK,,hif,impf,>L TCB >T PNJ,,no complement,no complement,,,,,,,,,,,,,,,,,,
177728,CWB[,MT,1_Kings,2,20,>CJB,W T>MR C>LH >XT QVNH >NKJ C>LT M >TK >L TCB >T PNJ W J>MR LH H MLK C>LJ >MJ KJ L> >CJB >T PNJK,,hif,impf,KJ L> >CJB >T PNJK,,no complement,no complement,,,,,,,,,,,,,,,,,,
177861,HLK[,MT,1_Kings,2,26,LK,W L >BJTR H KHN >MR H MLK <NTT LK <L FDJK KJ >JC MWT >TH W B JWM H ZH L> >MJTK KJ NF>T >T >RWN >DNJ JHWH L PNJ DWD >BJ W KJ HT<NJT B KL >CR HT<NH >BJ,,qal,impv,<NTT LK <L FDJK,,<NTT <L FDJK,<NTWT/ <L FDH/,to Anathoth to your own fields,0,vc,topo,inanim,det,nmpr,complex,factive,goal,<L,,,,,,,
177919,BW>[,MT,1_Kings,2,28,B>H,W H CM<H B>H <D JW>B KJ JW>B NVH >XRJ >DNJH W >XRJ >BCLWM L> NVH W JNS JW>B >L >HL JHWH W JXZQ B QRNWT H MZBX,,qal,perf,W H CM<H B>H <D JW>B,H CM<H,<D JW>B,<D JW>B/,to Joab,0,prep,pers,anim,det,nmpr,simple,fictive,goal,<D,,,,,,a report came to Joab,
177933,NWS[,MT,1_Kings,2,28,JNS,W H CM<H B>H <D JW>B KJ JW>B NVH >XRJ >DNJH W >XRJ >BCLWM L> NVH W JNS JW>B >L >HL JHWH W JXZQ B QRNWT H MZBX,,qal,wayq,W JNS JW>B >L >HL JHWH,JW>B,>L >HL JHWH,>L >HL/ JHWH/,to the tabernacle of Yahweh,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,
177951,NWS[,MT,1_Kings,2,29,NS,W JGD L MLK CLMH KJ NS JW>B >L >HL JHWH W HNH >YL H MZBX W JCLX CLMH >T BNJHW BN JHWJD< L >MR LK PG< BW,,qal,perf,KJ NS JW>B >L >HL JHWH,JW>B,>L >HL JHWH,>L >HL/ JHWH/,to the tabernacle of Yahweh,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,
177970,HLK[,MT,1_Kings,2,29,LK,W JGD L MLK CLMH KJ NS JW>B >L >HL JHWH W HNH >YL H MZBX W JCLX CLMH >T BNJHW BN JHWJD< L >MR LK PG< BW,,qal,impv,LK,,no complement,no complement,,,,,,,,,,,,,,,,,,
177974,BW>[,MT,1_Kings,2,30,JB>,W JB> BNJHW >L >HL JHWH W J>MR >LJW KH >MR H MLK Y> W J>MR L> KJ PH >MWT W JCB BNJHW >T H MLK DBR L >MR KH DBR JW>B W KH <NNJ,,qal,wayq,W JB> BNJHW >L >HL JHWH,BNJHW,>L >HL JHWH,>L >HL/ JHWH/,to the tabernacle of Yahweh,0,prep,place,inanim,det,subs,complex,factive,goal,>L,,,,,,,
177986,JY>[,MT,1_Kings,2,30,Y>,W JB> BNJHW >L >HL JHWH W J>MR >LJW KH >MR H MLK Y> W J>MR L> KJ PH >MWT W JCB BNJHW >T H MLK DBR L >MR KH DBR JW>B W KH <NNJ,,qal,impv,Y>,,no complement,no complement,,,,,,,,,,,,,,,,,,
177994,CWB[,MT,1_Kings,2,30,JCB,W JB> BNJHW >L >HL JHWH W J>MR >LJW KH >MR H MLK Y> W J>MR L> KJ PH >MWT W JCB BNJHW >T H MLK DBR L >MR KH DBR JW>B W KH <NNJ,,hif,wayq,W JCB BNJHW >T H MLK DBR,BNJHW,no complement,no complement,,,,,,,,,,,,,,,,,,
178023,SWR[,MT,1_Kings,2,31,HSJRT,W J>MR LW H MLK <FH K >CR DBR W PG< BW W QBRTW W HSJRT DMJ XNM >CR CPK JW>B M <LJ W M <L BJT >BJ,,hif,perf,W HSJRT DMJ XNM M <LJ W M <L BJT >BJ,,M <LJ W M <L BJT >BJ,MN <L W MN <L BJT/ >B/,,0,prep + prep + prep + prep,,,det,subs,complex,,,MN,<L,MN,<L,,,min excluded,
178037,CWB[,MT,1_Kings,2,32,HCJB,W HCJB JHWH >T DMW <L R>CW >CR PG< B CNJ >NCJM YDQJM W VBJM MMNW W JHRGM B XRB W >BJ DWD L> JD< >T >BNR BN NR FR YB> JFR>L W >T <MF> BN JTR FR YB> JHWDH,,hif,perf,W HCJB JHWH >T DMW <L R>CW,JHWH,<L R>CW,<L R>C/,upon his head,0,prep,bopa,inanim,det,subs,complex,fictive,goal,<L,,,,,,god shall return the blood (which he shed) to his (own) head,
178078,CWB[,MT,1_Kings,2,33,CBW,W CBW DMJHM B R>C JW>B W B R>C ZR<W L <LM W L DWD W L ZR<W W L BJTW W L KS>W JHJH CLWM <D <WLM M <M JHWH,,qal,perf,W CBW DMJHM B R>C JW>B W B R>C ZR<W L <LM,DMJHM,B R>C JW>B W B R>C ZR<W,B R>C/ JW>B/ W B R>C/ ZR</,upon the head of Joab and upon the head of his descendants,0,prep,bopa,inanim,det,subs,complex,fictive,goal,B,B,,,,,the blood (which they shed) shall return to their heads,
178109,<LH[,MT,1_Kings,2,34,J<L,W J<L BNJHW BN JHWJD< W JPG< BW W JMTHW W JQBR B BJTW B MDBR,,qal,wayq,W J<L BNJHW BN JHWJD<,BNJHW BN JHWJD<,no complement,no complement,,,,,,,,,,,,,,,,,,
178168,JY>[,MT,1_Kings,2,36,TY>,W JCLX H MLK W JQR> L CM<J W J>MR LW BNH LK BJT B JRWCLM W JCBT CM W L> TY> M CM >NH W >NH,,qal,impf,W L> TY> M CM >NH W >NH,,>NH W >NH,>N W >N,to any place,0,vc,adv,inanim,und,adv,complex,factive,goal,,,,,,,,
178178,JY>[,MT,1_Kings,2,37,Y>TK,W HJH B JWM Y>TK W <BRT >T NXL QDRWN JD< TD< KJ MWT TMWT DMK JHJH B R>CK,,qal,infc,Y>TK,,no complement,no complement,,,,,,,,,,,,,,,,,,
178180,<BR[,MT,1_Kings,2,37,<BRT,W HJH B JWM Y>TK W <BRT >T NXL QDRWN JD< TD< KJ MWT TMWT DMK JHJH B R>CK,,qal,perf,W <BRT >T NXL QDRWN,,no complement,no complement,,,,,,,,,,,,,,,,,,
178225,BRX[,MT,1_Kings,2,39,JBRXW,W JHJ M QY CLC CNJM W JBRXW CNJ <BDJM L CM<J >L >KJC BN M<KH MLK GT W JGJDW L CM<J L >MR HNH <BDJK B GT,,qal,wayq,W JBRXW CNJ <BDJM L CM<J >L >KJC BN M<KH MLK GT,CNJ <BDJM L CM<J,>L >KJC BN M<KH MLK GT,>L >KJC/ BN/ M<KH/ MLK/ GT=/,"to Achish son of Maacah, king of Gath",0,prep,pers,anim,det,nmpr,complex,factive,goal,>L,,,,,,,
178254,HLK[,MT,1_Kings,2,40,JLK,W JQM CM<J W JXBC >T XMRW W JLK GTH >L >KJC L BQC >T <BDJW W JLK CM<J W JB> >T <BDJW M GT,,qal,wayq,W JLK GTH >L >KJC,,GTH >L >KJC,GT=/ >L >KJC/,"to Gath, to Achish",1,dir-he,topo,inanim,det,nmpr,complex,factive,goal,,,,,,,>L >KJC/ specifier,
178263,HLK[,MT,1_Kings,2,40,JLK,W JQM CM<J W JXBC >T XMRW W JLK GTH >L >KJC L BQC >T <BDJW W JLK CM<J W JB> >T <BDJW M GT,,qal,wayq,W JLK CM<J,CM<J,no complement,no complement,,,,,,,,,,,,,,,,,,
178276,HLK[,MT,1_Kings,2,41,HLK,W JGD L CLMH KJ HLK CM<J M JRWCLM GT W JCB,,qal,perf,KJ HLK CM<J M JRWCLM GT,CM<J,GT,GT=/,to Gath,0,vc,topo,inanim,det,nmpr,simple,factive,goal,,,,,,,,
178282,CWB[,MT,1_Kings,2,41,JCB,W JGD L CLMH KJ HLK CM<J M JRWCLM GT W JCB,,qal,wayq,W JCB,,no complement,no complement,,,,,,,,,,,,,,,,,,
178306,JY>[,MT,1_Kings,2,42,Y>TK,W JCLX H MLK W JQR> L CM<J W J>MR >LJW H LW> HCB<TJK B JHWH W ><D BK L >MR B JWM Y>TK W HLKT >NH W >NH JD< TD< KJ MWT TMWT W T>MR >LJ VWB H DBR CM<TJ,,qal,infc,Y>TK,,no complement,no complement,,,,,,,,,,,,,,,,,,
178308,HLK[,MT,1_Kings,2,42,HLKT,W JCLX H MLK W JQR> L CM<J W J>MR >LJW H LW> HCB<TJK B JHWH W ><D BK L >MR B JWM Y>TK W HLKT >NH W >NH JD< TD< KJ MWT TMWT W T>MR >LJ VWB H DBR CM<TJ,,qal,perf,W HLKT >NH W >NH,,>NH W >NH,>N W >N,to any place,0,vc,adv,inanim,und,adv,complex,factive,goal,,,,,,,,
178359,CWB[,MT,1_Kings,2,44,HCJB,W J>MR H MLK >L CM<J >TH JD<T >T KL H R<H >CR JD< LBBK >CR <FJT L DWD >BJ W HCJB JHWH >T R<TK B R>CK,,hif,perf,W HCJB JHWH >T R<TK B R>CK,JHWH,B R>CK,B R>C/,upon your head,0,prep,bopa,inanim,det,subs,complex,fictive,goal,B,,,,,,Yawheh will return your evil upon your head,
178389,JY>[,MT,1_Kings,2,46,JY>,W JYW H MLK >T BNJHW BN JHWJD< W JY> W JPG< BW W JMT W H MMLKH NKWNH B JD CLMH,,qal,wayq,W JY>,,no complement,no complement,,,,,,,,,,,,,,,,,,
