verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,dir_he_dss,sign_info,stem,tense,motion_type,comments,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7
302354,<BR[,MT,Habakkuk,1,11,J<BR,>Z XLP RWX W J<BR W >CM ZW KXW L >LHW,W J<BR,,no complement,no complement,,,,,,,,,,,qal,wayq,,,,,,,,,
302415,<LH[,MT,Habakkuk,1,15,H<LH,KLH B XKH H<LH JGRHW B XRMW W J>SPHW B MKMRTW <L KN JFMX W JGJL,KLH B XKH H<LH,,no complement,no complement,,,,,,,,,,,hif,perf,,,,,,,,,
302473,CWB[,MT,Habakkuk,2,1,>CJB,<L MCMRTJ ><MDH W >TJYBH <L MYWR W >YPH L R>WT MH JDBR BJ W MH >CJB <L TWKXTJ,W MH >CJB <L TWKXTJ,,<L TWKXTJ,<L TWKXT/,,0,prep,,,det,subs,complex,,,hif,impf,,,<L,,,,,,
2097487,RWY[,Mur88,Habakkuk,2,2,JRWY,W J<NNJ JHWH W J>MR KTWB XZWN W B>R <L H LXWT LM<N JRWY QWR> BW,None,None,,,,,,,,,,,0,,qal,impf,,,,,,,,,
302489,RWY[,MT,Habakkuk,2,2,JRWY,W J<NNJ JHWH W J>MR KTWB XZWN W B>R <L H LXWT LM<N JRWY QWR> BW,LM<N JRWY,,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,
2097508,BW>[,Mur88,Habakkuk,2,3,B>,KJ <WD XZWN L MW<D W JPX L QY W L> JKZB >M JTMHMH XKH LW KJ B> JB> L> J>XR,None,None,,,,,,,,,,,0,,qal,infa,,,,,,,,,
2097509,BW>[,Mur88,Habakkuk,2,3,JB>,KJ <WD XZWN L MW<D W JPX L QY W L> JKZB >M JTMHMH XKH LW KJ B> JB> L> J>XR,None,None,,,,,,,,,,,0,,qal,impf,,,,,,,,,
302512,BW>[,MT,Habakkuk,2,3,JB>,KJ <WD XZWN L MW<D W JPX L QY W L> JKZB >M JTMHMH XKH LW KJ B> JB> L> J>XR,KJ B> JB>,,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,
302721,SBB[,MT,Habakkuk,2,16,TSWB,FB<T QLWN M KBWD CTH GM >TH W H<RL TSWB <LJK KWS JMJN JHWH W QJQLWN <L KBWDK,TSWB <LJK KWS JMJN JHWH,KWS JMJN JHWH,<LJK,<L,,0,prep,prsf,,det,prsf,simple,,,qal,impf,,,<L,,,,,,
302862,HLK[,MT,Habakkuk,3,5,JLK,L PNJW JLK DBR W JY> RCP L RGLJW,L PNJW JLK DBR,DBR,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,
302865,JY>[,MT,Habakkuk,3,5,JY>,L PNJW JLK DBR W JY> RCP L RGLJW,W JY> RCP L RGLJW,RCP,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,
302932,<BR[,MT,Habakkuk,3,10,<BR,R>WK JXJLW HRJM ZRM MJM <BR NTN THWM QWLW RWM JDJHW NF>,ZRM MJM <BR,ZRM MJM,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
302946,HLK[,MT,Habakkuk,3,11,JHLKW,CMC JRX <MD ZBLH L >WR XYJK JHLKW L NGH BRQ XNJTK,L >WR XYJK JHLKW,,no complement,no complement,,,,,,,,,,,piel,impf,,,,,,,,,
302953,Y<D[,MT,Habakkuk,3,12,TY<D,B Z<M TY<D >RY B >P TDWC GWJM,B Z<M TY<D >RY,,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,
2097880,JY>[,Mur88,Habakkuk,3,13,JY>T,JY>T L JC< <MK L JC< >T MCJXK MXYT R>C M BJT RC< <RWT JSWD <D YW>R SLH,JY>T L JC< <MK,,L JC< <MK,,,0,,,,,,,0,,qal,perf,,,L,,,,,,
302959,JY>[,MT,Habakkuk,3,13,JY>T,JY>T L JC< <MK L JC< >T MCJXK MXYT R>C M BJT RC< <RWT JSWD <D YW>R SLH,JY>T L JC< <MK,,L JC< <MK,L JC</ <M/,,0,prep,,,det,subs,complex,,,qal,perf,,,L,,,,,,
2097931,BW>[,Mur88,Habakkuk,3,16,JBW>,CM<TJ W TRGZ BVNJ L QWL YLLW FPTJ JBW> RQB B <YMJ W TXTJ >RGZ >CR >NWX L JWM YRH L <LWT L <M JGWDNW,JBW> RQB B <YMJ,RQB,B <YMJ,,,0,,,,,,,0,,qal,impf,,,B,,,,,,
303009,BW>[,MT,Habakkuk,3,16,JBW>,CM<TJ W TRGZ BVNJ L QWL YLLW FPTJ JBW> RQB B <YMJ W TXTJ >RGZ >CR >NWX L JWM YRH L <LWT L <M JGWDNW,JBW> RQB B <YMJ,RQB,B <YMJ,B <YM/,,0,prep,,,det,subs,complex,,,qal,impf,,,B,,,,,,
303022,<LH[,MT,Habakkuk,3,16,<LWT,CM<TJ W TRGZ BVNJ L QWL YLLW FPTJ JBW> RQB B <YMJ W TXTJ >RGZ >CR >NWX L JWM YRH L <LWT L <M JGWDNW,L <LWT L <M,,no complement,no complement,,,,,,,,,,,qal,infc,,,,,,,,,
