verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,dir_he_dss,sign_info,stem,tense,motion_type,comments,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7
366438,BW>[,MT,Esther,2,15,BW>,W B HGJ< TR >STR BT >BJXJL DD MRDKJ >CR LQX LW L BT L BW> >L H MLK L> BQCH DBR KJ >M >T >CR J>MR HGJ SRJS H MLK CMR H NCJM W THJ >STR NF>T XN B <JNJ KL R>JH,L BW> >L H MLK,,>L H MLK,>L H MLK/,,0,prep,,,det,subs,simple,,,qal,infc,,,>L,,,,,,
366825,NPL[,MT,Esther,3,7,HPJL,B XDC H R>CWN HW> XDC NJSN B CNT CTJM <FRH L MLK >XCWRWC HPJL PWR HW> H GWRL L PNJ HMN M JWM L JWM W M XDC L XDC CNJM <FR HW> XDC >DR,B XDC H R>CWN B CNT CTJM <FRH L MLK >XCWRWC HPJL PWR L PNJ HMN M JWM L JWM W M XDC L XDC CNJM <FR,,L PNJ HMN,L PNH/ HMN=/,,0,prep,pers,anim,det,subs,complex,,,hif,perf,,,L,,,,,,
366887,NWX[,MT,Esther,3,8,HNJXM,W J>MR HMN L MLK >XCWRWC JCNW <M >XD MPZR W MPRD BJN H <MJM B KL MDJNWT MLKWTK W DTJHM CNWT M KL <M W >T DTJ H MLK >JNM <FJM W L MLK >JN CWH L HNJXM,L HNJXM,,no complement,no complement,,,,,,,,,,,hif,infc,,,,,,,,,
366908,BW>[,MT,Esther,3,9,HBJ>,>M <L H MLK VWB JKTB L >BDM W <FRT >LPJM KKR KSP >CQWL <L JDJ <FJ H ML>KH L HBJ> >L GNZJ H MLK,L HBJ> >L GNZJ H MLK,,>L GNZJ H MLK,>L GNZ/ H MLK/,,0,prep,,,det,subs,complex,,,hif,infc,,,>L,,,,,,
366914,SWR[,MT,Esther,3,10,JSR,W JSR H MLK >T VB<TW M <L JDW W JTNH L HMN BN HMDT> H >GGJ YRR H JHWDJM,W JSR H MLK >T VB<TW M <L JDW,H MLK,M <L JDW,MN <L JD/,,0,prep + prep,,,det,subs,complex,,,hif,wayq,,,MN,<L,,,,,
367092,JY>[,MT,Esther,3,15,JY>W,H RYJM JY>W DXWPJM B DBR H MLK W H DT NTNH B CWCN H BJRH W H MLK W HMN JCBW L CTWT W H <JR CWCN NBWKH,H RYJM JY>W,H RYJM,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
367137,JY>[,MT,Esther,4,1,JY>,W MRDKJ JD< >T KL >CR N<FH W JQR< MRDKJ >T BGDJW W JLBC FQ W >PR W JY> B TWK H <JR W JZ<Q Z<QH GDLH W MRH,W JY> B TWK H <JR,,B TWK H <JR,B TWK/ H <JR/,,0,prep,,,det,subs,complex,,,qal,wayq,,,B,,,,,,
367149,BW>[,MT,Esther,4,2,JBW>,W JBW> <D L PNJ C<R H MLK KJ >JN L BW> >L C<R H MLK B LBWC FQ,W JBW> <D L PNJ C<R H MLK,,<D L PNJ C<R H MLK,<D L PNH/ C<R/ H MLK/,,0,prep + prep,,,det,subs,complex,,,qal,wayq,,,<D,L,,,,,
367159,BW>[,MT,Esther,4,2,BW>,W JBW> <D L PNJ C<R H MLK KJ >JN L BW> >L C<R H MLK B LBWC FQ,L BW> >L C<R H MLK B LBWC FQ,,>L C<R H MLK,>L C<R/ H MLK/,,0,prep,,,det,subs,complex,,,qal,infc,,,>L,,,,,,
367200,BW>[,MT,Esther,4,4,TBW>JNH,W TBW>JNH N<RWT >STR W SRJSJH W JGJDW LH W TTXLXL H MLKH M>D W TCLX BGDJM L HLBJC >T MRDKJ W L HSJR FQW M <LJW W L> QBL,W TBW>JNH N<RWT >STR W SRJSJH,N<RWT >STR W SRJSJH,no complement,no complement,,,,,,,,,,,qal,wayq,,,,,,,,,
367222,SWR[,MT,Esther,4,4,HSJR,W TBW>JNH N<RWT >STR W SRJSJH W JGJDW LH W TTXLXL H MLKH M>D W TCLX BGDJM L HLBJC >T MRDKJ W L HSJR FQW M <LJW W L> QBL,W L HSJR FQW M <LJW,,M <LJW,MN <L,,0,prep + prep,,,det,,simple,,,hif,infc,,,MN,<L,,,,,
367255,JY>[,MT,Esther,4,6,JY>,W JY> HTK >L MRDKJ >L RXWB H <JR >CR L PNJ C<R H MLK,W JY> HTK >L MRDKJ >L RXWB H <JR,HTK,>L MRDKJ,>L MRDKJ/,,0,prep,pers,anim,det,nmpr,simple,,,qal,wayq,,,>L,,,,,,
367323,BW>[,MT,Esther,4,8,BW>,W >T PTCGN KTB H DT >CR NTN B CWCN L HCMJDM NTN LW L HR>WT >T >STR W L HGJD LH W L YWWT <LJH L BW> >L H MLK L HTXNN LW W L BQC M L PNJW <L <MH,L BW> >L H MLK,,>L H MLK,>L H MLK/,,0,prep,,,det,subs,simple,,,qal,infc,,,>L,,,,,,
367339,BW>[,MT,Esther,4,9,JBW>,W JBW> HTK W JGD L >STR >T DBRJ MRDKJ,W JBW> HTK,HTK,no complement,no complement,,,,,,,,,,,qal,wayq,,,,,,,,,
367373,BW>[,MT,Esther,4,11,JBW>,KL <BDJ H MLK W <M MDJNWT H MLK JWD<JM >CR KL >JC W >CH >CR JBW> >L H MLK >L H XYR H PNJMJT >CR L> JQR> >XT DTW L HMJT L BD M >CR JWCJV LW H MLK >T CRBJV H ZHB W XJH W >NJ L> NQR>TJ L BW> >L H MLK ZH CLWCJM JWM,>CR JBW> >L H MLK >L H XYR H PNJMJT,,>L H MLK,>L H MLK/,,0,prep,,,det,subs,simple,,,qal,impf,,,>L,,,,,,
367408,BW>[,MT,Esther,4,11,BW>,KL <BDJ H MLK W <M MDJNWT H MLK JWD<JM >CR KL >JC W >CH >CR JBW> >L H MLK >L H XYR H PNJMJT >CR L> JQR> >XT DTW L HMJT L BD M >CR JWCJV LW H MLK >T CRBJV H ZHB W XJH W >NJ L> NQR>TJ L BW> >L H MLK ZH CLWCJM JWM,L BW> >L H MLK,,>L H MLK,>L H MLK/,,0,prep,,,det,subs,simple,,,qal,infc,,,>L,,,,,,
367426,CWB[,MT,Esther,4,13,HCJB,W J>MR MRDKJ L HCJB >L >STR >L TDMJ B NPCK L HMLV BJT H MLK M KL H JHWDJM,L HCJB >L >STR,,>L >STR,>L >STR/,,0,prep,pers,anim,det,nmpr,simple,,,hif,infc,,,>L,,,,,,
367483,CWB[,MT,Esther,4,15,HCJB,W T>MR >STR L HCJB >L MRDKJ,L HCJB >L MRDKJ,,>L MRDKJ,>L MRDKJ/,,0,prep,pers,anim,det,nmpr,simple,,,hif,infc,,,>L,,,,,,
367486,HLK[,MT,Esther,4,16,LK,LK KNWS >T KL H JHWDJM H NMY>JM B CWCN W YWMW <LJ W >L T>KLW W >L TCTW CLCT JMJM LJLH W JWM GM >NJ W N<RTJ >YWM KN W B KN >BW> >L H MLK >CR L> K DT W K >CR >BDTJ >BDTJ,LK,,no complement,no complement,,,,,,,,,,,qal,impv,,,,,,,,,
367519,BW>[,MT,Esther,4,16,>BW>,LK KNWS >T KL H JHWDJM H NMY>JM B CWCN W YWMW <LJ W >L T>KLW W >L TCTW CLCT JMJM LJLH W JWM GM >NJ W N<RTJ >YWM KN W B KN >BW> >L H MLK >CR L> K DT W K >CR >BDTJ >BDTJ,W B KN >BW> >L H MLK,,>L H MLK,>L H MLK/,,0,prep,,,det,subs,simple,,,qal,impf,,,>L,,,,,,
367534,<BR[,MT,Esther,4,17,J<BR,W J<BR MRDKJ W J<F K KL >CR YWTH <LJW >STR,W J<BR MRDKJ,MRDKJ,no complement,no complement,,,,,,,,,,,qal,wayq,,,,,,,,,
367615,QRB[,MT,Esther,5,2,TQRB,W JHJ K R>WT H MLK >T >STR H MLKH <MDT B XYR NF>H XN B <JNJW W JWCV H MLK L >STR >T CRBJV H ZHB >CR B JDW W TQRB >STR W TG< B R>C H CRBJV,W TQRB >STR,>STR,no complement,no complement,,,,,,,,,,,qal,wayq,,,,,,,,,
367651,BW>[,MT,Esther,5,4,JBW>,W T>MR >STR >M <L H MLK VWB JBW> H MLK W HMN H JWM >L H MCTH >CR <FJTJ LW,JBW> H MLK W HMN H JWM >L H MCTH,H MLK W HMN,>L H MCTH,>L H MCTH/,,0,prep,,,det,subs,simple,,,qal,impf,,,>L,,,,,,
367668,MHR[,MT,Esther,5,5,MHRW,W J>MR H MLK MHRW >T HMN L <FWT >T DBR >STR W JB> H MLK W HMN >L H MCTH >CR <FTH >STR,MHRW >T HMN,,no complement,no complement,,,,,,,,,,,piel,impv,,,,,,,,,
367677,BW>[,MT,Esther,5,5,JB>,W J>MR H MLK MHRW >T HMN L <FWT >T DBR >STR W JB> H MLK W HMN >L H MCTH >CR <FTH >STR,W JB> H MLK W HMN >L H MCTH,H MLK W HMN,>L H MCTH,>L H MCTH/,,0,prep,,,det,subs,simple,,,qal,wayq,,,>L,,,,,,
367742,BW>[,MT,Esther,5,8,JBW>,>M MY>TJ XN B <JNJ H MLK W >M <L H MLK VWB L TT >T C>LTJ W L <FWT >T BQCTJ JBW> H MLK W HMN >L H MCTH >CR ><FH LHM W MXR ><FH K DBR H MLK,JBW> H MLK W HMN >L H MCTH,H MLK W HMN,>L H MCTH,>L H MCTH/,,0,prep,,,det,subs,simple,,,qal,impf,,,>L,,,,,,
367761,JY>[,MT,Esther,5,9,JY>,W JY> HMN B JWM H HW> FMX W VWB LB W K R>WT HMN >T MRDKJ B C<R H MLK W L> QM W L> Z< MMNW W JML> HMN <L MRDKJ XMH,W JY> HMN B JWM H HW> FMX W VWB LB,HMN,no complement,no complement,,,,,,,,,,,qal,wayq,,,,,,,,,
367799,BW>[,MT,Esther,5,10,JBW>,W JT>PQ HMN W JBW> >L BJTW W JCLX W JB> >T >HBJW W >T ZRC >CTW,W JBW> >L BJTW,,>L BJTW,>L BJT/,,0,prep,,,det,subs,complex,,,qal,wayq,,,>L,,,,,,
367805,BW>[,MT,Esther,5,10,JB>,W JT>PQ HMN W JBW> >L BJTW W JCLX W JB> >T >HBJW W >T ZRC >CTW,W JB> >T >HBJW W >T ZRC >CTW,,no complement,no complement,,,,,,,,,,,hif,wayq,,,,,,,,,
367845,BW>[,MT,Esther,5,12,HBJ>H,W J>MR HMN >P L> HBJ>H >STR H MLKH <M H MLK >L H MCTH >CR <FTH KJ >M >WTJ W GM L MXR >NJ QRW> LH <M H MLK,>P L> HBJ>H >STR H MLKH <M H MLK >L H MCTH,>STR H MLKH,<M H MLK,<M H MLK/,,0,prep,,,det,subs,simple,,,hif,perf,,,<M,,,,,,
367918,BW>[,MT,Esther,5,14,B>,W T>MR LW ZRC >CTW W KL >HBJW J<FW <Y GBH XMCJM >MH W B BQR >MR L MLK W JTLW >T MRDKJ <LJW W B> <M H MLK >L H MCTH FMX W JJVB H DBR L PNJ HMN W J<F H <Y,W B> <M H MLK >L H MCTH FMX,,>L H MCTH,>L H MCTH/,,0,prep,,,det,subs,simple,,,qal,impv,,,>L,,,,,,
367949,BW>[,MT,Esther,6,1,HBJ>,B LJLH H HW> NDDH CNT H MLK W J>MR L HBJ> >T SPR H ZKRNWT DBRJ H JMJM W JHJW NQR>JM L PNJ H MLK,L HBJ> >T SPR H ZKRNWT DBRJ H JMJM,,no complement,no complement,,,,,,,,,,,hif,infc,,,,,,,,,
368024,BW>[,MT,Esther,6,4,B>,W J>MR H MLK MJ B XYR W HMN B> L XYR BJT H MLK H XJYWNH L >MR L MLK L TLWT >T MRDKJ <L H <Y >CR HKJN LW,W HMN B> L XYR BJT H MLK H XJYWNH,HMN,L XYR BJT H MLK H XJYWNH,L XYR/ BJT/ H MLK/ H XJYWN/,,0,prep,,,det,subs,complex,,,qal,perf,,,L,,,,,,
368063,BW>[,MT,Esther,6,5,JBW>,W J>MRW N<RJ H MLK >LJW HNH HMN <MD B XYR W J>MR H MLK JBW>,JBW>,,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,
368065,BW>[,MT,Esther,6,6,JBW>,W JBW> HMN W J>MR LW H MLK MH L <FWT B >JC >CR H MLK XPY B JQRW W J>MR HMN B LBW L MJ JXPY H MLK L <FWT JQR JWTR MMNJ,W JBW> HMN,HMN,no complement,no complement,,,,,,,,,,,qal,wayq,,,,,,,,,
368112,BW>[,MT,Esther,6,8,JBJ>W,JBJ>W LBWC MLKWT >CR LBC BW H MLK W SWS >CR RKB <LJW H MLK W >CR NTN KTR MLKWT B R>CW,JBJ>W LBWC MLKWT W SWS,,no complement,no complement,,,,,,,,,,,hif,impf,,,,,,,,,
368191,MHR[,MT,Esther,6,10,MHR,W J>MR H MLK L HMN MHR QX >T H LBWC W >T H SWS K >CR DBRT W <FH KN L MRDKJ H JHWDJ H JWCB B C<R H MLK >L TPL DBR M KL >CR DBRT,MHR,,no complement,no complement,,,,,,,,,,,piel,impv,,,,,,,,,
368259,CWB[,MT,Esther,6,12,JCB,W JCB MRDKJ >L C<R H MLK W HMN NDXP >L BJTW >BL W XPWJ R>C,W JCB MRDKJ >L C<R H MLK,MRDKJ,>L C<R H MLK,>L C<R/ H MLK/,,0,prep,,,det,subs,complex,,,qal,wayq,,,>L,,,,,,
368267,DXP[,MT,Esther,6,12,NDXP,W JCB MRDKJ >L C<R H MLK W HMN NDXP >L BJTW >BL W XPWJ R>C,W HMN NDXP >L BJTW >BL W XPWJ R>C,HMN,>L BJTW,>L BJT/,,0,prep,,,det,subs,complex,,,nif,perf,,,>L,,,,,,
368304,NPL[,MT,Esther,6,13,NPL,W JSPR HMN L ZRC >CTW W L KL >HBJW >T KL >CR QRHW W J>MRW LW XKMJW W ZRC >CTW >M M ZR< H JHWDJM MRDKJ >CR HXLWT L NPL L PNJW L> TWKL LW KJ NPWL TPWL L PNJW,L NPL L PNJW,,L PNJW,L PNH/,,0,prep,,,det,subs,complex,,,qal,infc,,,L,,,,,,
368312,NPL[,MT,Esther,6,13,TPWL,W JSPR HMN L ZRC >CTW W L KL >HBJW >T KL >CR QRHW W J>MRW LW XKMJW W ZRC >CTW >M M ZR< H JHWDJM MRDKJ >CR HXLWT L NPL L PNJW L> TWKL LW KJ NPWL TPWL L PNJW,KJ NPWL TPWL L PNJW,,L PNJW,L PNH/,,0,prep,,,det,subs,complex,,,qal,impf,,,L,,,,,,
368326,BW>[,MT,Esther,6,14,HBJ>,<WDM MDBRJM <MW W SRJSJ H MLK HGJ<W W JBHLW L HBJ> >T HMN >L H MCTH >CR <FTH >STR,L HBJ> >T HMN >L H MCTH,,>L H MCTH,>L H MCTH/,,0,prep,,,det,subs,simple,,,hif,infc,,,>L,,,,,,
368336,BW>[,MT,Esther,7,1,JB>,W JB> H MLK W HMN L CTWT <M >STR H MLKH,W JB> H MLK W HMN,H MLK W HMN,no complement,no complement,,,,,,,,,,,qal,wayq,,,,,,,,,
368525,CWB[,MT,Esther,7,8,CB,W H MLK CB M GNT H BJTN >L BJT MCTH H JJN W HMN NPL <L H MVH >CR >STR <LJH W J>MR H MLK H GM L KBWC >T H MLKH <MJ B BJT H DBR JY> M PJ H MLK W PNJ HMN XPW,W H MLK CB M GNT H BJTN >L BJT MCTH H JJN,H MLK,>L BJT MCTH H JJN,>L BJT/ MCTH/ H JJN/,,0,prep,,,det,subs,complex,,,qal,perf,,,>L,,,,,,
368646,BW>[,MT,Esther,8,1,B>,B JWM H HW> NTN H MLK >XCWRWC L >STR H MLKH >T BJT HMN YRR H JHWDJJM W MRDKJ B> L PNJ H MLK KJ HGJDH >STR MH HW> LH,W MRDKJ B> L PNJ H MLK,MRDKJ,L PNJ H MLK,L PNH/ H MLK/,,0,prep,,,det,subs,complex,,,qal,perf,,,L,,,,,,
368658,SWR[,MT,Esther,8,2,JSR,W JSR H MLK >T VB<TW >CR H<BJR M HMN W JTNH L MRDKJ W TFM >STR >T MRDKJ <L BJT HMN,W JSR H MLK >T VB<TW,H MLK,no complement,no complement,,,,,,,,,,,hif,wayq,,,,,,,,,
368689,NPL[,MT,Esther,8,3,TPL,W TWSP >STR W TDBR L PNJ H MLK W TPL L PNJ RGLJW W TBK W TTXNN LW L H<BJR >T R<T HMN H >GGJ W >T MXCBTW >CR XCB <L H JHWDJM,W TPL L PNJ RGLJW,,L PNJ RGLJW,L PNH/ RGL/,,0,prep,,,det,subs,complex,,,qal,wayq,,,L,,,,,,
368699,<BR[,MT,Esther,8,3,H<BJR,W TWSP >STR W TDBR L PNJ H MLK W TPL L PNJ RGLJW W TBK W TTXNN LW L H<BJR >T R<T HMN H >GGJ W >T MXCBTW >CR XCB <L H JHWDJM,L H<BJR >T R<T HMN H >GGJ W >T MXCBTW,,no complement,no complement,,,,,,,,,,,hif,infc,,,,,,,,,
368760,CWB[,MT,Esther,8,5,HCJB,W T>MR >M <L H MLK VWB W >M MY>TJ XN L PNJW W KCR H DBR L PNJ H MLK W VWBH >NJ B <JNJW JKTB L HCJB >T H SPRJM MXCBT HMN BN HMDT> H >GGJ >CR KTB L >BD >T H JHWDJM >CR B KL MDJNWT H MLK,L HCJB >T H SPRJM MXCBT HMN BN HMDT> H >GGJ,,no complement,no complement,,,,,,,,,,,hif,infc,,,,,,,,,
368873,CWB[,MT,Esther,8,8,HCJB,W >TM KTBW <L H JHWDJM K VWB B <JNJKM B CM H MLK W XTMW B VB<T H MLK KJ KTB >CR NKTB B CM H MLK W NXTWM B VB<T H MLK >JN L HCJB,L HCJB,,no complement,no complement,,,,,,,,,,,hif,infc,,,,,,,,,
368995,QHL[,MT,Esther,8,11,HQHL,>CR NTN H MLK L JHWDJM >CR B KL <JR W <JR L HQHL W L <MD <L NPCM L HCMJD W L HRG W L >BD >T KL XJL <M W MDJNH H YRJM >TM VP W NCJM W CLLM L BWZ,L HQHL,,no complement,no complement,,,,,,,,,,,nif,infc,,,,,,,,,
369082,JY>[,MT,Esther,8,14,JY>W,H RYJM RKBJ H RKC H >XCTRNJM JY>W MBHLJM W DXWPJM B DBR H MLK W H DT NTNH B CWCN H BJRH,H RYJM RKBJ H RKC H >XCTRNJM JY>W,H RYJM RKBJ H RKC H >XCTRNJM,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
369100,JY>[,MT,Esther,8,15,JY>,W MRDKJ JY> M L PNJ H MLK B LBWC MLKWT TKLT W XWR W <VRT ZHB GDWLH W TKRJK BWY W >RGMN W H <JR CWCN YHLH W FMXH,W MRDKJ JY> M L PNJ H MLK B LBWC MLKWT TKLT W XWR W <VRT ZHB GDWLH W TKRJK BWY W >RGMN,MRDKJ,M L PNJ H MLK,MN L PNH/ H MLK/,,0,prep + prep,,,det,subs,complex,,,qal,perf,,,MN,L,,,,,
369177,NPL[,MT,Esther,8,17,NPL,W B KL MDJNH W MDJNH W B KL <JR W <JR MQWM >CR DBR H MLK W DTW MGJ< FMXH W FFWN L JHWDJM MCTH W JWM VWB W RBJM M <MJ H >RY MTJHDJM KJ NPL PXD H JHWDJM <LJHM,KJ NPL PXD H JHWDJM <LJHM,PXD H JHWDJM,<LJHM,<L,,0,prep,prsf,,det,prsf,simple,,,qal,perf,,,<L,,,,,,
369225,QHL[,MT,Esther,9,2,NQHLW,NQHLW H JHWDJM B <RJHM B KL MDJNWT H MLK >XCWRWC L CLX JD B MBQCJ R<TM W >JC L> <MD L PNJHM KJ NPL PXDM <L KL H <MJM,W B CNJM <FR XDC B CLWCH <FR JWM BW B JWM NQHLW H JHWDJM B <RJHM B KL MDJNWT H MLK >XCWRWC,H JHWDJM,B <RJHM B KL MDJNWT H MLK >XCWRWC,B <JR/ B KL/ MDJNH/ H MLK/ >XCWRWC/,,0,prep + prep,pers,anim,det,subs,complex,,,nif,perf,,,B,B,,,,,
369249,NPL[,MT,Esther,9,2,NPL,NQHLW H JHWDJM B <RJHM B KL MDJNWT H MLK >XCWRWC L CLX JD B MBQCJ R<TM W >JC L> <MD L PNJHM KJ NPL PXDM <L KL H <MJM,KJ NPL PXDM <L KL H <MJM,PXDM,<L KL H <MJM,<L KL/ H <M/,,0,prep,,,det,subs,complex,,,qal,perf,,,<L,,,,,,
369279,NPL[,MT,Esther,9,3,NPL,W KL FRJ H MDJNWT W H >XCDRPNJM W H PXWT W <FJ H ML>KH >CR L MLK MNF>JM >T H JHWDJM KJ NPL PXD MRDKJ <LJHM,KJ NPL PXD MRDKJ <LJHM,PXD MRDKJ,<LJHM,<L,,0,prep,prsf,,det,prsf,simple,,,qal,perf,,,<L,,,,,,
369388,BW>[,MT,Esther,9,11,B>,B JWM H HW> B> MSPR H HRWGJM B CWCN H BJRH L PNJ H MLK,B JWM H HW> B> MSPR H HRWGJM B CWCN H BJRH L PNJ H MLK,MSPR H HRWGJM B CWCN H BJRH,L PNJ H MLK,L PNH/ H MLK/,,0,prep,,,det,subs,complex,,,qal,perf,,,L,,,,,,
369495,QHL[,MT,Esther,9,15,JQHLW,W JQHLW H JHWDJJM >CR B CWCN GM B JWM >RB<H <FR L XDC >DR W JHRGW B CWCN CLC M>WT >JC W B BZH L> CLXW >T JDM,W JQHLW H JHWDJJM GM B JWM >RB<H <FR L XDC >DR,H JHWDJJM,no complement,no complement,,,,,,,,,,,nif,wayq,,,,,,,,,
369533,QHL[,MT,Esther,9,16,NQHLW,W C>R H JHWDJM >CR B MDJNWT H MLK NQHLW W <MD <L NPCM W NWX M >JBJHM W HRG B FN>JHM XMCH W CB<JM >LP W B BZH L> CLXW >T JDM,W C>R H JHWDJM NQHLW,C>R H JHWDJM,no complement,no complement,,,,,,,,,,,nif,perf,,,,,,,,,
369566,NWX[,MT,Esther,9,17,NWX,B JWM CLCH <FR L XDC >DR W NWX B >RB<H <FR BW W <FH >TW JWM MCTH W FMXH,W NWX B >RB<H <FR BW,,no complement,no complement,,,,,,,,,,,qal,infa,,,,,,,,,
369584,QHL[,MT,Esther,9,18,NQHLW,W H JHWDJJM >CR B CWCN NQHLW B CLCH <FR BW W B >RB<H <FR BW W NWX B XMCH <FR BW W <FH >TW JWM MCTH W FMXH,W H JHWDJJM NQHLW B CLCH <FR BW W B >RB<H <FR BW,H JHWDJJM,no complement,no complement,,,,,,,,,,,nif,perf,,,,,,,,,
369595,NWX[,MT,Esther,9,18,NWX,W H JHWDJJM >CR B CWCN NQHLW B CLCH <FR BW W B >RB<H <FR BW W NWX B XMCH <FR BW W <FH >TW JWM MCTH W FMXH,W NWX B XMCH <FR BW,,no complement,no complement,,,,,,,,,,,qal,infa,,,,,,,,,
