verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,dir_he_dss,sign_info,stem,tense,motion_type,comments,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7
377078,BW>[,MT,Daniel,11,7,JB>,W <MD M NYR CRCJH KNW W JB> >L H XJL W JB> B M<WZ MLK H YPWN W <FH BHM W HXZJQ,W JB> >L H XJL,,>L H XJL,>L H XJL/,,0,prep,,,det,subs,simple,,,qal,impf,,,>L,,,,,,
377083,BW>[,MT,Daniel,11,7,JB>,W <MD M NYR CRCJH KNW W JB> >L H XJL W JB> B M<WZ MLK H YPWN W <FH BHM W HXZJQ,W JB> B M<WZ MLK H YPWN,,B M<WZ MLK H YPWN,B M<WZ/ MLK/ H YPWN/,,0,prep,,,det,subs,complex,,,qal,impf,,,B,,,,,,
377108,BW>[,MT,Daniel,11,8,JB>,W GM >LHJHM <M NSKJHM <M KLJ XMDTM KSP W ZHB B CBJ JB> MYRJM W HW> CNJM J<MD M MLK H YPWN,W GM >LHJHM <M NSKJHM <M KLJ XMDTM KSP W ZHB B CBJ JB> MYRJM,,MYRJM,MYRJM/,,0,vc,topo,inanim,det,nmpr,simple,,,hif,impf,,,,,,,,,
377119,BW>[,MT,Daniel,11,9,B>,W B> B MLKWT MLK H NGB W CB >L >DMTW,W B> B MLKWT MLK H NGB,MLK H NGB,B MLKWT,B MLKWT/,,0,prep,,,und,subs,simple,,,qal,perf,,,B,,,,,,
377126,CWB[,MT,Daniel,11,9,CB,W B> B MLKWT MLK H NGB W CB >L >DMTW,W CB >L >DMTW,,>L >DMTW,>L >DMH/,,0,prep,,,det,subs,complex,,,qal,perf,,,>L,,,,,,
377138,BW>[,MT,Daniel,11,10,B>,W BNW JTGRW W >SPW HMWN XJLJM RBJM W B> BW> W CVP W <BR W JCB W JTGRW <D M<ZH,W B> BW>,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
377141,CVP[,MT,Daniel,11,10,CVP,W BNW JTGRW W >SPW HMWN XJLJM RBJM W B> BW> W CVP W <BR W JCB W JTGRW <D M<ZH,W CVP,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
377143,<BR[,MT,Daniel,11,10,<BR,W BNW JTGRW W >SPW HMWN XJLJM RBJM W B> BW> W CVP W <BR W JCB W JTGRW <D M<ZH,W <BR,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
377145,CWB[,MT,Daniel,11,10,JCB,W BNW JTGRW W >SPW HMWN XJLJM RBJM W B> BW> W CVP W <BR W JCB W JTGRW <D M<ZH,W JCB,,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,
377156,JY>[,MT,Daniel,11,11,JY>,W JTMRMR MLK H NGB W JY> W NLXM <MW <M MLK H YPWN W H<MJD HMWN RB W NTN H HMWN B JDW,W JY>,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
377182,NPL[,MT,Daniel,11,12,HPJL,W NF> H HMWN J RWM LBBW W HPJL RB>WT W L> J<WZ,W HPJL RB>WT,,no complement,no complement,,,,,,,,,,,hif,perf,,,,,,,,,
377188,CWB[,MT,Daniel,11,13,CB,W CB MLK H YPWN W H<MJD HMWN RB MN H R>CWN W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB,W CB MLK H YPWN,MLK H YPWN,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
377205,BW>[,MT,Daniel,11,13,JBW>,W CB MLK H YPWN W H<MJD HMWN RB MN H R>CWN W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB,W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB,,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,
2059577,CWB[,4Q112,Daniel,11,13,CB,W CB MLK H YPWN W H<MJD HMWN RB MN H R>CWN W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB,None,None,,,,,,,,,,,0,,qal,perf,,,,,,,,,
2059594,BW>[,4Q112,Daniel,11,13,JBW>,W CB MLK H YPWN W H<MJD HMWN RB MN H R>CWN W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB,None,None,,,,,,,,,,,0,,qal,impf,,,,,,,,,
2059595,BW>[,4Q112,Daniel,11,13,BW>,W CB MLK H YPWN W H<MJD HMWN RB MN H R>CWN W L QY H <TJM CNJM JBW> BW> B XJL GDWL W B RKWC RB,None,None,,,,,,,,,,,0,,qal,infa,,,,,,,,,
377237,BW>[,MT,Daniel,11,15,JB>,W JB> MLK H YPWN W JCPK SWLLH W LKD <JR MBYRWT W ZR<WT H NGB L> J<MDW W <M MBXRJW W >JN KX L <MD,W JB> MLK H YPWN,MLK H YPWN,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,
2061371,BW>[,4Q114,Daniel,11,16,M>,W J<F H M> >LJW K RYNW W >JN <MD L PNJW W J<MD B >RY H YBJ W KLH B <ZW,None,None,,,,,,,,,,,0,,qal,ptca,,,,,,,,,
2059656,BW>[,4Q112,Daniel,11,16,B>,W J<F H B> >LJW K RYWNW,None,None,,,,,,,,,,,0,,qal,ptca,,,,,,,,,
377288,BW>[,MT,Daniel,11,17,BW>,W JFM PNJW L BW> B TQP KL MLKWTW W JCRJM <MW W <FH W BT H NCJM JTN LW L HCXJTH W L> T<MD W L> LW THJH,L BW> B TQP KL MLKWTW,,B TQP KL MLKWTW,B TQP/ KL/ MLKWT/,,0,prep,,,det,subs,complex,,,qal,infc,,,B,,,,,,
2061396,BW>[,4Q114,Daniel,11,17,B>,W JFM >T BJNW L B> B TQP K< MK W JCRJM <MW J<FH W BT >NCJM JTN LW L HCXJTW W L> T<MD W L> LW,None,None,,,,,,,,,,,0,,qal,infc,,,,,,,,,
377328,CWB[,MT,Daniel,11,18,JCJB,W JCB PNJW L >JJM W LKD RBJM W HCBJT QYJN XRPTW LW BLTJ XRPTW JCJB LW,BLTJ XRPTW JCJB LW,,LW,L,,0,prep,prsf,,det,prsf,simple,,,hif,impf,,,L,,,,,,
377331,CWB[,MT,Daniel,11,19,JCB,W JCB PNJW L M<WZJ >RYW W NKCL W NPL W L> JMY>,W JCB PNJW L M<WZJ >RYW,,L M<WZJ >RYW,L M<WZ/ >RY/,,0,prep,,,det,subs,complex,,,hif,impf,,,L,,,,,,
377339,NPL[,MT,Daniel,11,19,NPL,W JCB PNJW L M<WZJ >RYW W NKCL W NPL W L> JMY>,W NPL,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
377376,BW>[,MT,Daniel,11,21,B>,W <MD <L KNW NBZH W L> NTNW <LJW HWD MLKWT W B> B CLWH W HXZJQ MLKWT B XLQLQWT,W B> B CLWH,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
377388,CVP[,MT,Daniel,11,22,JCVPW,W ZR<WT H CVP JCVPW M L PNJW W JCBRW W GM NGJD BRJT,W ZR<WT H CVP JCVPW M L PNJW,ZR<WT H CVP,M L PNJW,MN L PNH/,,0,prep + prep,,,det,subs,complex,,,nif,impf,,,MN,L,,,,,
377405,<LH[,MT,Daniel,11,23,<LH,W MN HTXBRWT >LJW J<FH MRMH W <LH W <YM B M<V GWJ,W <LH,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
377417,BW>[,MT,Daniel,11,24,JBW>,B CLWH W B MCMNJ MDJNH JBW> W <FH >CR L> <FW >BTJW W >BWT >BTJW BZH W CLL W RKWC LHM JBZWR W <L MBYRJM JXCB MXCBTJW W <D <T,W B MCMNJ MDJNH JBW>,,B MCMNJ MDJNH,B MCMN/ MDJNH/,,0,prep,,,und,subs,complex,,,qal,impf,,,B,,,,,,
377482,CVP[,MT,Daniel,11,26,JCVWP,W >KLJ PT_BGW JCBRWHW W XJLW JCVWP W NPLW XLLJM RBJM,W XJLW JCVWP,XJLW,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,
377484,NPL[,MT,Daniel,11,26,NPLW,W >KLJ PT_BGW JCBRWHW W XJLW JCVWP W NPLW XLLJM RBJM,W NPLW XLLJM RBJM,XLLJM RBJM,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
2061431,CVP[,4Q114,Daniel,11,26,JCVP,W >KLJ PT BGW JCBRWHW W XJLW JCVP W NPLW XLLJM RBJM,None,None,,,,,,,,,,,0,,qal,impf,,,,,,,,,
2061433,NPL[,4Q114,Daniel,11,26,NPLW,W >KLJ PT BGW JCBRWHW W XJLW JCVP W NPLW XLLJM RBJM,None,None,,,,,,,,,,,0,,qal,perf,,,,,,,,,
377510,CWB[,MT,Daniel,11,28,JCB,W JCB >RYW B RKWC GDWL W LBBW <L BRJT QDC W <FH W CB L >RYW,W JCB >RYW B RKWC GDWL,,>RYW,>RY/,,0,vc,,,det,subs,complex,,,qal,impf,,,,,,,,,
377523,CWB[,MT,Daniel,11,28,CB,W JCB >RYW B RKWC GDWL W LBBW <L BRJT QDC W <FH W CB L >RYW,W CB L >RYW,,L >RYW,L >RY/,,0,prep,,,det,subs,complex,,,qal,perf,,,L,,,,,,
2061460,CWB[,4Q114,Daniel,11,28,JCB,W JCB >RYW B RKWC GDWL W LBBW <L BRJT QDC W <FH W CB L >RYW,None,None,,,,,,,,,,,0,,qal,impf,,,,,,,,,
2061473,CWB[,4Q114,Daniel,11,28,CB,W JCB >RYW B RKWC GDWL W LBBW <L BRJT QDC W <FH W CB L >RYW,None,None,,,,,,,,,,,0,,qal,perf,,,,,,,,,
377529,CWB[,MT,Daniel,11,29,JCWB,L MW<D JCWB W B> B NGB W L> THJH K R>CNH W K >XRNH,L MW<D JCWB,,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,
377531,BW>[,MT,Daniel,11,29,B>,L MW<D JCWB W B> B NGB W L> THJH K R>CNH W K >XRNH,W B> B NGB,,B NGB,B H NGB/,,0,prep,,,det,subs,simple,,,qal,perf,,,B,,,,,,
2061479,CWB[,4Q114,Daniel,11,29,JCWB,L MW<D JCWB W B> B NGB W L> THJH K R>CNH W K >XRNH,None,None,,,,,,,,,,,0,,qal,impf,,,,,,,,,
2061481,BW>[,4Q114,Daniel,11,29,B>,L MW<D JCWB W B> B NGB W L> THJH K R>CNH W K >XRNH,None,None,,,,,,,,,,,0,,qal,perf,,,,,,,,,
377546,BW>[,MT,Daniel,11,30,B>W,W B>W BW YJJM KTJM W NK>H W CB W Z<M <L BRJT QWDC W <FH W CB W JBN <L <ZBJ BRJT QDC,W B>W BW YJJM KTJM,YJJM KTJM,BW,B,,0,prep,prsf,,det,prsf,simple,,,qal,perf,,,B,,,,,,
377553,CWB[,MT,Daniel,11,30,CB,W B>W BW YJJM KTJM W NK>H W CB W Z<M <L BRJT QWDC W <FH W CB W JBN <L <ZBJ BRJT QDC,W CB,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
377562,CWB[,MT,Daniel,11,30,CB,W B>W BW YJJM KTJM W NK>H W CB W Z<M <L BRJT QWDC W <FH W CB W JBN <L <ZBJ BRJT QDC,W CB,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
377580,SWR[,MT,Daniel,11,31,HSJRW,W ZR<JM MMNW J<MDW W XLLW H MQDC H M<WZ W HSJRW H TMJD W NTNW H CQWY MCWMM,W HSJRW H TMJD,,no complement,no complement,,,,,,,,,,,hif,perf,,,,,,,,,
377776,BW>[,MT,Daniel,11,40,B>,W B <T QY JTNGX <MW MLK H NGB W JFT<R <LJW MLK H YPWN B RKB W B PRCJM W B >NJWT RBWT W B> B >RYWT W CVP W <BR,W B> B >RYWT,,B >RYWT,B >RY/,,0,prep,,,und,subs,simple,,,qal,perf,,,B,,,,,,
377780,CVP[,MT,Daniel,11,40,CVP,W B <T QY JTNGX <MW MLK H NGB W JFT<R <LJW MLK H YPWN B RKB W B PRCJM W B >NJWT RBWT W B> B >RYWT W CVP W <BR,W CVP,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
377782,<BR[,MT,Daniel,11,40,<BR,W B <T QY JTNGX <MW MLK H NGB W JFT<R <LJW MLK H YPWN B RKB W B PRCJM W B >NJWT RBWT W B> B >RYWT W CVP W <BR,W <BR,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
377784,BW>[,MT,Daniel,11,41,B>,W B> B >RY H YBJ W RBWT JKCLW W >LH JMLVW M JDW >DWM W MW>B W R>CJT BNJ <MWN,W B> B >RY H YBJ,,B >RY H YBJ,B >RY/ H YBJ/,,0,prep,,,det,subs,complex,,,qal,perf,,,B,,,,,,
377845,JY>[,MT,Daniel,11,44,JY>,W CM<WT JBHLHW M MZRX W M YPWN W JY> B XM> GDLH L HCMJD W L HXRJM RBJM,W JY> B XM> GDLH,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,
377866,BW>[,MT,Daniel,11,45,B>,W JV< >HLJ >PDNW BJN JMJM L HR YBJ QDC W B> <D QYW W >JN <WZR LW,W B> <D QYW,,<D QYW,<D QY/,,0,prep,,,det,subs,complex,,,qal,perf,,,<D,,,,,,
378077,HLK[,MT,Daniel,12,9,LK,W J>MR LK DNJ>L KJ STMJM W XTMJM H DBRJM <D <T QY,LK,,no complement,no complement,,,,,,,,,,,qal,impv,,,,,,,,,
378109,SWR[,MT,Daniel,12,11,HWSR,W M <T HWSR H TMJD W L TT CQWY CMM JMJM >LP M>TJM W TC<JM,HWSR H TMJD,H TMJD,no complement,no complement,,,,,,,,,,,hof,perf,,,,,,,,,
378137,HLK[,MT,Daniel,12,13,LK,W >TH LK L QY W TNWX W T<MD L GRLK L QY H JMJN,W >TH LK L QY,>TH,L QY,L H QY/,,0,prep,,,det,subs,simple,,,qal,impv,,,L,,,,,,
378142,NWX[,MT,Daniel,12,13,TNWX,W >TH LK L QY W TNWX W T<MD L GRLK L QY H JMJN,W TNWX,,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,
370580,BW>[,MT,Daniel,2,2,JB>W,W J>MR H MLK L QR> L XRVMJM W L >CPJM W L MKCPJM W L KFDJM L HGJD L MLK XLMTJW W JB>W W J<MDW L PNJ H MLK,W JB>W,,no complement,no complement,,,,,,,,,,,qal,wayq,,,,,,,,,
1929516,BW>[,1Q71,Daniel,2,2,JB>W,KFDJJM L HGJD L MLK XLMTJW W JB>W W J<MDW L PNJ H MLK,None,None,,,,,,,,,,,0,,qal,wayq,,,,,,,,,
370916,GLH[,MT,Daniel,2,19,GLJ,>DJN L DNJ>L B XZW> DJ LJLJ> RZH GLJ >DJN DNJ>L BRK L >LH CMJ>,>DJN L DNJ>L B XZW> DJ LJLJ> RZH GLJ,RZH,L DNJ>L,L DNJ>L/,,0,prep,pers,anim,det,nmpr,simple,,,peil,perf,,,L,,,,,,
2058079,GLH[,4Q112,Daniel,2,22,GL>,HW> GL> <MJQT > W MSTRT > W JD< MH B XCWK > W NHJR > <MH CR>,None,None,,,,,,,,,,,0,,peal,ptca,,,,,,,,,
2058246,GLH[,4Q112,Daniel,2,28,GL>,BRM >JTJ >LH B CMJ > GL> RZJN W MHWD< L MLK > NBWKDNYR MH DJ LHW> B >XRJT JWMJ > MLK > L <LMJN XJJ XLMK <L MCKBK DNH HW>,None,None,,,,,,,,,,,0,,peal,ptca,,,,,,,,,
371130,SLQ[,MT,Daniel,2,29,SLQW,>NTH MLK> R<JWNK <L MCKBK SLQW MH DJ LHW> >XRJ DNH W GL> RZJ> HWD<K MH DJ LHW>,R<JWNK <L MCKBK SLQW,R<JWNK <L MCKBK,no complement,no complement,,,,,,,,,,,peal,perf,,,,,,,,,
2058278,SLQ[,4Q112,Daniel,2,29,SLQW,>NT MLK > R<JWNJK <L MCKBK SLQW MH DJ LHW> >XRJ DNH W GL> RZJ > HWD<K MH DJ LHW>,None,None,,,,,,,,,,,0,,peal,perf,,,,,,,,,
2058285,GLH[,4Q112,Daniel,2,29,GL>,>NT MLK > R<JWNJK <L MCKBK SLQW MH DJ LHW> >XRJ DNH W GL> RZJ > HWD<K MH DJ LHW>,None,None,,,,,,,,,,,0,,peal,ptca,,,,,,,,,
371156,GLH[,MT,Daniel,2,30,GLJ,W >NH L> B XKMH DJ >JTJ BJ MN KL XJJ> RZ> DNH GLJ LJ LHN <L DBRT DJ PCR> L MLK> JHWD<WN W R<JWNJ LBBK TND<,L> B XKMH RZ> DNH GLJ LJ,RZ> DNH,LJ,L,,0,prep,prsf,,det,prsf,simple,,,peil,perf,,,L,,,,,,
2058309,GLH[,4Q112,Daniel,2,30,LJ,W >NH L> B XKMH DJ >JTJ BJ JTJR> MN KL XJJ > RZ > DNH LJ GLJ LHN <L DBRT DJ PCR > L MLK > JHWD<WN W R<JNJ LBBK TND<,None,None,,,,,,,,,,,0,,,,,,,,,,,,
371526,NPL[,MT,Daniel,2,46,NPL,B >DJN MLK> NBWKDNYR NPL <L >NPWHJ W L DNJ>L SGD W MNXH W NJXXJN >MR L NSKH LH,B >DJN MLK> NBWKDNYR NPL <L >NPWHJ,MLK> NBWKDNYR,<L >NPWHJ,<L >NP/,,0,prep,,,det,subs,complex,,,peal,perf,,,<L,,,,,,
2058750,NPL[,4Q112,Daniel,2,46,NPL,>DJN MLK > NBWKDNYR NPL <L >NPWHJ W L DNJ>L SGD,None,None,,,,,,,,,,,0,,peal,perf,,,,,,,,,
371563,GLH[,MT,Daniel,2,47,MGL>,<NH MLK> L DNJ>L W >MR MN QCV DJ >LHKWN HW> >LH >LHJN W MR> MLKJN W GLH RZJN DJ JKLT L MGL> RZH DNH,L MGL> RZH DNH,,no complement,no complement,,,,,,,,,,,peal,infc,,,,,,,,,
2058777,GLH[,4Q112,Daniel,2,47,GLH,<NH MLK > L DNJ>L W >MR MN QCV DJ >LHKWN HW> >LH >LHJN W MR> MLKJN W GLH RZJN DJ JKLT L MGL> RZ > DNH,None,None,,,,,,,,,,,0,,peal,ptca,,,,,,,,,
2058782,GLH[,4Q112,Daniel,2,47,MGL>,<NH MLK > L DNJ>L W >MR MN QCV DJ >LHKWN HW> >LH >LHJN W MR> MLKJN W GLH RZJN DJ JKLT L MGL> RZ > DNH,None,None,,,,,,,,,,,0,,peal,infc,,,,,,,,,
371651,>TH[,MT,Daniel,3,2,MT>,W NBWKDNYR MLK> CLX L MKNC L >XCDRPNJ> SGNJ> W PXWT> >DRGZRJ> GDBRJ> DTBRJ> TPTJ> W KL CLVNJ MDJNT> L MT> L XNKT YLM> DJ HQJM NBWKDNYR MLK>,L MT> L XNKT YLM>,,L XNKT YLM>,L XNKH/ YLM/,,0,prep,,,det,subs,complex,,,peal,infc,,,L,,,,,,
371715,NPL[,MT,Daniel,3,5,TPLWN,B <DN> DJ TCM<WN QL QRN> MCRWQJT> QJTRWS SBK> PSNTRJN SWMPNJH W KL ZNJ ZMR> TPLWN W TSGDWN L YLM DHB> DJ HQJM NBWKDNYR MLK>,B <DN> TPLWN,,no complement,no complement,,,,,,,,,,,peal,impf,,,,,,,,,
371729,NPL[,MT,Daniel,3,6,JPL,W MN DJ L> JPL W JSGD BH C<T> JTRM> L GW> >TWN NWR> JQDT>,DJ L> JPL,,no complement,no complement,,,,,,,,,,,peal,impf,,,,,,,,,
371781,QRB[,MT,Daniel,3,8,QRBW,K L QBL DNH BH ZMN> QRBW GBRJN KFD>JN W >KLW QRYJHWN DJ JHWDJ>,K L QBL DNH BH ZMN> QRBW GBRJN KFD>JN,GBRJN KFD>JN,no complement,no complement,,,,,,,,,,,peal,perf,,,,,,,,,
371820,NPL[,MT,Daniel,3,10,JPL,>NTH MLK> FMT V<M DJ KL >NC DJ JCM< QL QRN> MCRQJT> QJTRS FBK> PSNTRJN W SJPNJH W KL ZNJ ZMR> JPL W JSGD L YLM DHB>,DJ KL >NC JPL,KL >NC,no complement,no complement,,,,,,,,,,,peal,impf,,,,,,,,,
371830,NPL[,MT,Daniel,3,11,JPL,W MN DJ L> JPL W JSGD JTRM> L GW> >TWN NWR> JQDT>,DJ L> JPL,,no complement,no complement,,,,,,,,,,,peal,impf,,,,,,,,,
