verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7,cmpl_translation,cmpl_complex,motion_type,comments
302314,XWC[,MT,Habakkuk,1,8,XC,W QLW M NMRJM SWSJW W XDW M Z>BJ <RB W PCW PRCJW W PRCJW M RXWQ JB>W J<PW K NCR XC L >KWL,XC,,no complement,no complement,,,,,,,,,qal,ptca,,,,,,,,,,,
2097355,BW>[,Mur88,Habakkuk,1,9,JBW>,KLH L XMS JBW> MGMT PNJHM QDJMH W J>SP K XWL CBJ,None,None,,,,,,,,,1,000 0 000 0000 0000 00000 00000 0 0000 0 000 000,qal,impf,,,,,,,,,,,
302320,BW>[,MT,Habakkuk,1,9,JBW>,KLH L XMS JBW> MGMT PNJHM QDJMH W J>SP K XWL CBJ,KLH L XMS JBW>,KLH,no complement,no complement,,,,,,,,,qal,impf,,,,,,,,,,,
302351,XLP[,MT,Habakkuk,1,11,XLP,>Z XLP RWX W J<BR W >CM ZW KXW L >LHW,>Z XLP RWX,,no complement,no complement,,,,,,,,,qal,perf,,,,,,,,,,,
302354,<BR[,MT,Habakkuk,1,11,J<BR,>Z XLP RWX W J<BR W >CM ZW KXW L >LHW,W J<BR,,no complement,no complement,,,,,,,,,qal,wayq,,,,,,,,,,,
302415,<LH[,MT,Habakkuk,1,15,H<LH,KLH B XKH H<LH JGRHW B XRMW W J>SPHW B MKMRTW <L KN JFMX W JGJL,KLH B XKH H<LH,,no complement,no complement,,,,,,,,,hif,perf,,,,,,,,,,,
302473,CWB[,MT,Habakkuk,2,1,>CJB,<L MCMRTJ ><MDH W >TJYBH <L MYWR W >YPH L R>WT MH JDBR BJ W MH >CJB <L TWKXTJ,W MH >CJB <L TWKXTJ,,<L TWKXTJ,<L TWKXT/,0,prep,,,det,subs,,,hif,impf,<L,,,,,,,,,,
2097487,RWY[,Mur88,Habakkuk,2,2,JRWY,W J<NNJ JHWH W J>MR KTWB XZWN W B>R <L H LXWT LM<N JRWY QWR> BW,None,None,,,,,,,,,0,1 0 00000 0000 0 0000 0000 0000 0 000 00 0 0000 0000 0000 0000 00,qal,impf,,,,,,,,,,,
302489,RWY[,MT,Habakkuk,2,2,JRWY,W J<NNJ JHWH W J>MR KTWB XZWN W B>R <L H LXWT LM<N JRWY QWR> BW,LM<N JRWY,,no complement,no complement,,,,,,,,,qal,impf,,,,,,,,,,,
2097508,BW>[,Mur88,Habakkuk,2,3,B>,KJ <WD XZWN L MW<D W JPX L QY W L> JKZB >M JTMHMH XKH LW KJ B> JB> L> J>XR,None,None,,,,,,,,,0,00 000 0000 0 0000 0 000 0 00 0 00 0000 00 000000 000 00 00 00 000 00 0000,qal,infa,,,,,,,,,,,
2097509,BW>[,Mur88,Habakkuk,2,3,JB>,KJ <WD XZWN L MW<D W JPX L QY W L> JKZB >M JTMHMH XKH LW KJ B> JB> L> J>XR,None,None,,,,,,,,,0,00 000 0000 0 0000 0 000 0 00 0 00 0000 00 000000 000 00 00 00 000 00 0000,qal,impf,,,,,,,,,,,
302511,BW>[,MT,Habakkuk,2,3,B>,KJ <WD XZWN L MW<D W JPX L QY W L> JKZB >M JTMHMH XKH LW KJ B> JB> L> J>XR,KJ B> JB>,,no complement,no complement,,,,,,,,,qal,infa,,,,,,,,,,,
302512,BW>[,MT,Habakkuk,2,3,JB>,KJ <WD XZWN L MW<D W JPX L QY W L> JKZB >M JTMHMH XKH LW KJ B> JB> L> J>XR,KJ B> JB>,,no complement,no complement,,,,,,,,,qal,impf,,,,,,,,,,,
302721,SBB[,MT,Habakkuk,2,16,TSWB,FB<T QLWN M KBWD CTH GM >TH W H<RL TSWB <LJK KWS JMJN JHWH W QJQLWN <L KBWDK,TSWB <LJK KWS JMJN JHWH,KWS JMJN JHWH,<LJK,<L,0,prep,,,det,,,,qal,impf,<LJK,,,,,,,,,,
2097745,BW>[,Mur88,Habakkuk,3,3,JBW>,>LWH M TJMN JBW> W QDWC M HR P>RN SLH KSH CMJM HWDW W THLTW ML>H H >RY,>LWH M TJMN JBW>,>LWH,M TJMN,,0,,,,,,0,0000 0 0000 0000 0 0000 0 00 0000 000 000 0000 0000 0 00000 0000 0 000,qal,impf,M,,,,,,,,,,
302831,BW>[,MT,Habakkuk,3,3,JBW>,>LWH M TJMN JBW> W QDWC M HR P>RN SLH KSH CMJM HWDW W THLTW ML>H H >RY,>LWH M TJMN JBW>,>LWH,M TJMN,MN TJMN=/,0,prep,topo,inanim,det,nmpr,,,qal,impf,M,,,,,,,,,,
302862,HLK[,MT,Habakkuk,3,5,JLK,L PNJW JLK DBR W JY> RCP L RGLJW,L PNJW JLK DBR,DBR,no complement,no complement,,,,,,,,,qal,impf,,,,,,,,,,,
302865,JY>[,MT,Habakkuk,3,5,JY>,L PNJW JLK DBR W JY> RCP L RGLJW,W JY> RCP L RGLJW,RCP,no complement,no complement,,,,,,,,,qal,impf,,,,,,,,,,,
302932,<BR[,MT,Habakkuk,3,10,<BR,R>WK JXJLW HRJM ZRM MJM <BR NTN THWM QWLW RWM JDJHW NF>,ZRM MJM <BR,ZRM MJM,no complement,no complement,,,,,,,,,qal,perf,,,,,,,,,,,
302946,HLK[,MT,Habakkuk,3,11,JHLKW,CMC JRX <MD ZBLH L >WR XYJK JHLKW L NGH BRQ XNJTK,L >WR XYJK JHLKW,,no complement,no complement,,,,,,,,,piel,impf,,,,,,,,,,,
302953,Y<D[,MT,Habakkuk,3,12,TY<D,B Z<M TY<D >RY B >P TDWC GWJM,B Z<M TY<D >RY,,no complement,no complement,,,,,,,,,qal,impf,,,,,,,,,,,
2097880,JY>[,Mur88,Habakkuk,3,13,JY>T,JY>T L JC< <MK L JC< >T MCJXK MXYT R>C M BJT RC< <RWT JSWD <D YW>R SLH,JY>T L JC< <MK,,L JC< <MK,,0,,,,,,0,0000 0 000 000 0 000 00 00000 0000 000 0 000 000 0000 0000 00 0000 000,qal,perf,L,,,,,,,,,,
302959,JY>[,MT,Habakkuk,3,13,JY>T,JY>T L JC< <MK L JC< >T MCJXK MXYT R>C M BJT RC< <RWT JSWD <D YW>R SLH,JY>T L JC< <MK,,L JC< <MK,L JC</ <M/,0,prep,,,det,subs subs,,,qal,perf,L,,,,,,,,,,
2097931,BW>[,Mur88,Habakkuk,3,16,JBW>,CM<TJ W TRGZ BVNJ L QWL YLLW FPTJ JBW> RQB B <YMJ W TXTJ >RGZ >CR >NWX L JWM YRH L <LWT L <M JGWDNW,JBW> RQB B <YMJ,RQB,B <YMJ,,0,,,,,,0,00000 0 0000 0000 0 000 0000 0000 0000 000 0 0000 0 0000 0000 000 0000 0 000 000 0 0000 0 00 000000,qal,impf,B,,,,,,,,,,
303009,BW>[,MT,Habakkuk,3,16,JBW>,CM<TJ W TRGZ BVNJ L QWL YLLW FPTJ JBW> RQB B <YMJ W TXTJ >RGZ >CR >NWX L JWM YRH L <LWT L <M JGWDNW,JBW> RQB B <YMJ,RQB,B <YMJ,B <YM/,0,prep,,,det,subs,,,qal,impf,B,,,,,,,,,,
303022,<LH[,MT,Habakkuk,3,16,<LWT,CM<TJ W TRGZ BVNJ L QWL YLLW FPTJ JBW> RQB B <YMJ W TXTJ >RGZ >CR >NWX L JWM YRH L <LWT L <M JGWDNW,L <LWT L <M,,no complement,no complement,,,,,,,,,qal,infc,,,,,,,,,,,
