verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,dir_he_dss,sign_info,stem,tense,motion_type,comments,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7,reconstructed_verse,spatial_arg_type
2040071,<BR[,4Q78,Zephaniah,2,15,<WBR,Z>T H <JR H <LJZH H JWCBT L BVX H >WMRH B LBBH >NJ W >PSJ <WD >JK HJTH L CMH MRBY L XJH KL <WBR <LJH JCRWQ JNJ< >T JDW,None,None,,,,,,,,,,,0.0,111 1 111 1 11111 1 11111 1 111 1 11111 1 1000 001 1 1111 111 111 1111 1 111 1111 1 111 11 1111 1111 10000 0000 00 001,qal,ptca,,,,,,,,,,[Z>T H <JR H <LJZH H JWCBT L BVX H >WMRH B L]BBH >N[J W >PSJ <WD >JK HJTH L CMH MRBY L XJH KL <WBR <LJH J]CRWQ JNJ< >T JD[W],
2037670,<BR[,4Q77,Zephaniah,2,15,<WBR,Z>T H <JR H <LJZH H JWCBT L BVX H >MRH B LBBH >NJ W >PSJ <WD >JK HJTH L CMH MRBY L XJH KL <WBR <LJH JCRQ JNJ< JDW,None,None,,,,,,,,,,,0.0,001 1 111 1 11111 1 11111 1 111 0 0000 1 0111 111 1 1111 111 111 1111 1 111 0010 1 111 11 1111 1111 1111 1111 111,qal,ptca,,,,,,,,,,Z>[T H <JR H <LJZH H JWCBT L BVX] H >MRH [B] L[BBH >NJ W >PSJ <WD >JK HJTH L CMH] MR[B]Y [L XJH KL <WBR <LJH JCRQ JNJ< JDW],
303776,QRB[,MT,Zephaniah,3,2,QRBH,L> CM<H B QWL L> LQXH MWSR B JHWH L> BVXH >L >LHJH L> QRBH,>L >LHJH L> QRBH,,>L >LHJH,>L >LHJM/,,0.0,prep,,,det,subs,complex,,,qal,perf,,,>L,,,,,,,,
2098519,QRB[,Mur88,Zephaniah,3,2,QRBH,L> CM<H B QWL L> LQXH MWSR B JHWH L> BVXH >L >LHJH L> QRBH,>L >LHJH L> QRBH,,>L >LHJH,,,0.0,,,,,,,0.0,00 0011 0 000 01 1110 0000 1 1110 00 0000 00 00000 00 0000,qal,perf,,,>L,,,,,,,L> CM[<H] B QWL L[> LQX]H MWSR [B JHW]H L> BVXH >L >LHJH L> QRBH,
2040101,QRB[,4Q78,Zephaniah,3,2,QRBH,L> CM<H B QWL L> LQXH MWSR B JHWH LW> BVXH >L >LHJH L> QRBH,>L >LHJH L> QRBH,,>L >LHJH,,,0.0,,,,,,,0.0,11 1111 1 111 11 1111 1111 0 0000 000 0011 11 11111 11 1111,qal,perf,,,>L,,,,,,,[L> CM<H B QWL L> LQXH MWSR] B JHWH LW> BV[XH >L >LHJH L> QRBH],
2098664,SWR[,Mur88,Zephaniah,3,11,>SJR,B JWM H HW> L> TBWCJ M KL <LJLWTJK >CR PC<T BJ KJ >Z >SJR M QRBK <LJZJ G>WTK W L> TWSPJ L GBHH <WD B HR QDCJ,None,None,,,,,,,,,,,0.0,1 111 1 111 00 00000 0 10 00000000 000 0000 00 00 00 1111 1 1111 11111 11100 0 00 00000 0 0000 000 0 00 0000,hif,impf,,,,,,,,,,[B JWM H HW>] L> TBWCJ M [K]L <LJLWTJK >CR PC<T BJ KJ >Z [>SJR M QRBK <LJZJ G>W]TK W L> TWSPJ L GBHH <WD B HR QDCJ,
303958,XSH[,MT,Zephaniah,3,12,XSW,W HC>RTJ B QRBK <M <NJ W DL W XSW B CM JHWH,W XSW B CM JHWH,,B CM JHWH,B CM/ JHWH/,,0.0,prep,pers,anim,det,subs,complex,,,qal,perf,,,B,,,,,,,,
2098688,XSH[,Mur88,Zephaniah,3,12,XSW,W HC>RTJ B QRBK <M <NJ W DL W XSW B CM JHWH,W XSW B CM JHWH,,B CM JHWH,,,0.0,,,,,,,0.0,1 111111 1 1111 11 100 0 00 0 000 0 00 0000,qal,perf,,,B,,,,,,,[W HC>RTJ B QRBK <M <]NJ W DL W XSW B CM JHWH,
303999,SWR[,MT,Zephaniah,3,15,HSJR,HSJR JHWH MCPVJK PNH >JBK MLK JFR>L JHWH B QRBK L> TJR>J R< <WD,HSJR JHWH MCPVJK,JHWH,no complement,no complement,,,,,,,,,,,hif,perf,,,,,,,,,,,
304002,PNH[,MT,Zephaniah,3,15,PNH,HSJR JHWH MCPVJK PNH >JBK MLK JFR>L JHWH B QRBK L> TJR>J R< <WD,PNH >JBK,>JBK,no complement,no complement,,,,,,,,,,,piel,perf,,,,,,,,,,,
304089,BW>[,MT,Zephaniah,3,20,>BJ>,B <T H HJ> >BJ> >TKM W B <T QBYJ >TKM KJ >TN >TKM L CM W L THLH B KL <MJ H >RY B CWBJ >T CBWTJKM L <JNJKM >MR JHWH,B <T H HJ> >BJ> >TKM,,B <T H HJ>,B H <T/ H HJ>,,0.0,prep,ppde,,det,subs,complex,,,hif,impf,,,B,,,,,,,,
2098824,BW>[,Mur88,Zephaniah,3,20,>BJ>,B <T H HJ> >BJ> >TKM W B <T QBYJ >TKM KJ >TN >TKM L CM W L THLH B KL <MJ H >RY B CWBJ >T CBWTJKM L <JNJKM >MR JHWH,None,None,,,,,,,,,,,0.0,0 00 0 000 0000 0000 0 0 00 0000 0000 00 000 1100 0 00 0 0 0000 0 00 000 0 000 0 0110 00 0000000 0 000000 000 0000,hif,impf,,,,,,,,,,B <T H HJ> >BJ> >TKM W B <T QBYJ >TKM KJ >TN [>T]KM L CM W L THLH B KL <MJ H >RY B C[WB]J >T CBWTJKM L <JNJKM >MR JHWH,
2037711,BW>[,4Q77,Zephaniah,3,20,>BJ>,B <T H HJ> >BJ> >TKM W B <T QBYJ >TKM KJ >TN >TKM L CM W L THLH B KL <MJ H >RY B CWBJ >T CBWTJKM L <JNJKM >MR JHWH,None,None,,,,,,,,,,,0.0,1 11 1 111 1111 1110 0 0 00 0000 0000 00 000 0111 1 11 1 1 1111 1 11 111 1 111 0 0000 00 0000000 0 000000 111 1111,hif,impf,,,,,,,,,,[B <T H HJ> >BJ> >TK]M W B <T QBYJ >TKM KJ >TN >[TKM L CM W L THLH B KL <MJ H >RY] B CWBJ >T CBWTJKM L <JNJKM [>MR JHWH],
