verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,preposition_1,preposition_2,preposition_3,preposition_4,comments
33944,JY>[,MT,Exodus,10,6,JY>,W ML>W BTJK W BTJ KL <BDJK W BTJ KL MYRJM >CR L> R>W >BTJK W >BWT >BTJK M JWM HJWTM <L H >DMH <D H JWM H ZH W JPN W JY> M <M PR<H,,qal,wayq,W JY> M <M PR<H,,M <M PR<H,MN <M PR<H/,from (with) Pharaoh,0,prep + prep,pers,anim,det,subs,simple,factive,MN,<M,,,
1954019,JY>[,4Q22,Exodus,10,6,JY>,W ML>W BTJK W BTJ KL <BDJK W BTJ KL MYRJM >CR L> R>W >BTJK W >BWT >BTJK M JWM HJWTM <L H >DMH <D H JWM H ZH W JPN W JY> M <M PR<H,0 0000 0000 0 000 00 00000 0 000 00 00000 000 00 000 00000 0 0000 00000 0 000 00000 00 0 0000 00 0 000 0 00 0 000 0 000 0 00 0000,qal,wayq,W JY> M <M PR<H,,M <M PR<H,MN <M PR<H/,from (with) Pharaoh,0,prep + prep,pers,anim,det,subs,simple,factive,MN,<M,,,
1948575,JY>[,4Q14,Exodus,10,6,JY>,W ML>W BTJK W BTJ KL <BDJK W BTJ KL MYRJM >CR L> R>W >BTJK W >BWT >BTJK M JWM HJWTM <L H >DMH <D H JWM H ZH W JPN W JY> M <M PR<H,0 0000 0000 0 000 00 00000 0 000 00 00000 000 00 000 00000 0 0000 00000 0 000 00000 00 0 0000 00 0 000 0 00 0 000 0 000 0 00 0000,qal,wayq,W JY> M <M PR<H,,M <M PR<H,MN <M PR<H/,from (with) Pharaoh,0,prep + prep,pers,anim,det,subs,simple,factive,MN,<M,,,
33976,CWB[,MT,Exodus,10,8,JWCB,W JWCB >T MCH W >T >HRN >L PR<H W J>MR >LHM LKW <BDW >T JHWH >LHJKM MJ W MJ H HLKJM,,hof,wayq,W JWCB >T MCH W >T >HRN >L PR<H,>T MCH W >T >HRN,>L PR<H,>L PR<H/,to Pharaoh,0,prep,pers,anim,det,subs,simple,factive,>L,,,,
33987,HLK[,MT,Exodus,10,8,LKW,W JWCB >T MCH W >T >HRN >L PR<H W J>MR >LHM LKW <BDW >T JHWH >LHJKM MJ W MJ H HLKJM,,qal,impv,LKW,,no complement,no complement,,,,,,,,,,,,,,
33996,HLK[,MT,Exodus,10,8,HLKJM,W JWCB >T MCH W >T >HRN >L PR<H W J>MR >LHM LKW <BDW >T JHWH >LHJKM MJ W MJ H HLKJM,,qal,ptca,H HLKJM,,no complement,no complement,,,,,,,,,,,,,,
1954053,CWB[,4Q22,Exodus,10,8,JWCB,W JWCB >T MCH W >T >HRWN >L PR<H W J>MR >LHM LKW <BDW >T JHWH >LHJKM MJ W MJ H HWLKJM,0 0000 00 000 0 00 00000 00 0000 0 0000 0000 000 0000 00 0000 000000 00 0 00 0 000000,hof,wayq,W JWCB >T MCH W >T >HRWN >L PR<H,>T MCH W >T >HRWN,>L PR<H,>L PR<H/,to Pharaoh,0,prep,pers,anim,det,subs,simple,factive,>L,,,,
1954064,HLK[,4Q22,Exodus,10,8,LKW,W JWCB >T MCH W >T >HRWN >L PR<H W J>MR >LHM LKW <BDW >T JHWH >LHJKM MJ W MJ H HWLKJM,0 0000 00 000 0 00 00000 00 0000 0 0000 0000 000 0000 00 0000 000000 00 0 00 0 000000,qal,impv,LKW,,no complement,no complement,,,,,,,,,,,,,,
1954073,HLK[,4Q22,Exodus,10,8,HWLKJM,W JWCB >T MCH W >T >HRWN >L PR<H W J>MR >LHM LKW <BDW >T JHWH >LHJKM MJ W MJ H HWLKJM,0 0000 00 000 0 00 00000 00 0000 0 0000 0000 000 0000 00 0000 000000 00 0 00 0 000000,qal,ptca,H HWLKJM,,no complement,no complement,,,,,,,,,,,,,,
1948609,CWB[,4Q14,Exodus,10,8,JWCB,W JWCB >T MCH W >T >HRN >L PR<H W J>MR >LHM LKW <BDW >T JHWH >LHJKM MJ W MJ H HWLKJM,0 0000 00 000 0 00 0000 00 0000 0 0000 0000 000 0000 00 0000 000000 00 0 00 0 000000,hof,wayq,W JWCB >T MCH W >T >HRN >L PR<H,>T MCH W >T >HRN,>L PR<H,>L PR<H/,to Pharaoh,0,prep,pers,anim,det,subs,simple,factive,>L,,,,
1948620,HLK[,4Q14,Exodus,10,8,LKW,W JWCB >T MCH W >T >HRN >L PR<H W J>MR >LHM LKW <BDW >T JHWH >LHJKM MJ W MJ H HWLKJM,0 0000 00 000 0 00 0000 00 0000 0 0000 0000 000 0000 00 0000 000000 00 0 00 0 000000,qal,impv,LKW,,no complement,no complement,,,,,,,,,,,,,,
1948629,HLK[,4Q14,Exodus,10,8,HWLKJM,W JWCB >T MCH W >T >HRN >L PR<H W J>MR >LHM LKW <BDW >T JHWH >LHJKM MJ W MJ H HWLKJM,0 0000 00 000 0 00 0000 00 0000 0 0000 0000 000 0000 00 0000 000000 00 0 00 0 000000,qal,ptca,H HWLKJM,,no complement,no complement,,,,,,,,,,,,,,
34005,HLK[,MT,Exodus,10,9,NLK,W J>MR MCH B N<RJNW W B ZQNJNW NLK B BNJNW W B BNWTNW B Y>NNW W B BQRNW NLK KJ XG JHWH LNW,,qal,impf,B N<RJNW W B ZQNJNW NLK,,no complement,no complement,,,,,,,,,,,,,,
34016,HLK[,MT,Exodus,10,9,NLK,W J>MR MCH B N<RJNW W B ZQNJNW NLK B BNJNW W B BNWTNW B Y>NNW W B BQRNW NLK KJ XG JHWH LNW,,qal,impf,B BNJNW W B BNWTNW B Y>NNW W B BQRNW NLK,,no complement,no complement,,,,,,,,,,,,,,
1954083,HLK[,4Q22,Exodus,10,9,NLK,W J>MR MCH B N<RJNW W B ZQNJNW NLK B BNJNW W B BNWTJNW B Y>NNW W B BQRNW NLK KJ XG JHWH LNW,0 0000 000 0 000000 0 0 000000 000 0 00000 0 0 0000000 0 00000 0 0 00000 000 00 00 0000 000,qal,impf,B N<RJNW W B ZQNJNW NLK,,no complement,no complement,,,,,,,,,,,,,,
1954094,HLK[,4Q22,Exodus,10,9,NLK,W J>MR MCH B N<RJNW W B ZQNJNW NLK B BNJNW W B BNWTJNW B Y>NNW W B BQRNW NLK KJ XG JHWH LNW,0 0000 000 0 000000 0 0 000000 000 0 00000 0 0 0000000 0 00000 0 0 00000 000 00 00 0000 000,qal,impf,B BNJNW W B BNWTJNW B Y>NNW W B BQRNW NLK,,no complement,no complement,,,,,,,,,,,,,,
1948639,HLK[,4Q14,Exodus,10,9,NLK,W J>MR MCH B N<RJNW W B ZQNJNW NLK B BNJNW W B BNWTNW B Y>NNW W B BQRNW NLK KJ XG JHWH LNW,0 0000 000 0 000000 0 0 000000 000 0 00000 0 0 000000 0 00000 0 0 00000 000 00 00 0000 000,qal,impf,B N<RJNW W B ZQNJNW NLK,,no complement,no complement,,,,,,,,,,,,,,
1948650,HLK[,4Q14,Exodus,10,9,NLK,W J>MR MCH B N<RJNW W B ZQNJNW NLK B BNJNW W B BNWTNW B Y>NNW W B BQRNW NLK KJ XG JHWH LNW,0 0000 000 0 000000 0 0 000000 000 0 00000 0 0 000000 0 00000 0 0 00000 000 00 00 0000 000,qal,impf,B BNJNW W B BNWTNW B Y>NNW W B BQRNW NLK,,no complement,no complement,,,,,,,,,,,,,,
34042,HLK[,MT,Exodus,10,11,LKW,L> KN LKW N> H GBRJM W <BDW >T JHWH KJ >TH >TM MBQCJM W JGRC >TM M >T PNJ PR<H,,qal,impv,LKW N>,,no complement,no complement,,,,,,,,,,,,,,
34075,<LH[,MT,Exodus,10,12,J<L,W J>MR JHWH >L MCH NVH JDK <L >RY MYRJM B >RBH W J<L <L >RY MYRJM W J>KL >T KL <FB H >RY >T KL >CR HC>JR H BRD,,qal,impf,W J<L <L >RY MYRJM,,<L >RY MYRJM,<L >RY/ MYRJM/,over the land of Egypt,0,prep,topo,inanim,det,subs,complex,factive fictive,<L,,,,
1954156,<LH[,4Q22,Exodus,10,12,J<L,W J>WMR JHWH >L MCH NVH JDK <L >RY MYRJM B >RBH W J<L <L >RY MYRJM W J>KL >T KL <FB H >RY >T KL >CR HC>JR H BRD,0 00000 0000 00 000 000 000 00 000 00000 0 0000 0 000 00 000 00000 0 0000 00 00 000 0 000 00 00 000 00000 0 000,qal,impf,W J<L <L >RY MYRJM,,<L >RY MYRJM,<L >RY/ MYRJM/,over the land of Egypt,0,prep,topo,inanim,det,subs,complex,factive fictive,<L,,,,
1948711,<LH[,4Q14,Exodus,10,12,J<L,W J>MR JHWH >L MCH NVH JDK <L >RY MYRJM B >RBH W J<L <L >RY MYRJM W J>KL >T KL <FB H >RY >T KL >CR HC>JR H BRD,0 0000 0000 00 000 000 000 00 000 00000 0 0000 0 000 00 000 00000 0 0000 00 00 000 0 000 00 00 000 00000 0 000,qal,impf,W J<L <L >RY MYRJM,,<L >RY MYRJM,<L >RY/ MYRJM/,over the land of Egypt,0,prep,topo,inanim,det,subs,complex,factive fictive,<L,,,,
34129,<LH[,MT,Exodus,10,14,J<L,W J<L H >RBH <L KL >RY MYRJM W JNX B KL GBWL MYRJM KBD M>D L PNJW L> HJH KN >RBH KMHW W >XRJW L> JHJH KN,,qal,wayq,W J<L H >RBH <L KL >RY MYRJM,H >RBH,<L KL >RY MYRJM,<L KL/ >RY/ MYRJM/,over all the land of Egypt,0,prep,topo,inanim,det,subs,complex,factive fictive,<L,,,,
34137,NWX[,MT,Exodus,10,14,JNX,W J<L H >RBH <L KL >RY MYRJM W JNX B KL GBWL MYRJM KBD M>D L PNJW L> HJH KN >RBH KMHW W >XRJW L> JHJH KN,,qal,wayq,W JNX B KL GBWL MYRJM,,B KL GBWL MYRJM,B KL/ GBWL/ MYRJM/,in all the country of Egypt,0,prep,topo,inanim,det,subs,complex,factive fictive,B,,,,B KL GBWL MYRJM is annotated as LOCATIVE in the database
1948766,<LH[,4Q14,Exodus,10,14,J<L,W J<L H >RBH <L KL >RY MYRJM W JNX B KL GBWL MYRJM KBD M>D L PNJW L> HJH KN >RBH KMHW W >XRJW L> JHJH KN,0 000 0 0000 00 00 000 00000 0 000 0 00 0000 00000 000 000 0 0000 00 000 00 0000 0000 0 00000 00 0000 00,qal,wayq,W J<L H >RBH <L KL >RY MYRJM,H >RBH,<L KL >RY MYRJM,<L KL/ >RY/ MYRJM/,over all the land of Egypt,0,prep,topo,inanim,det,subs,complex,factive fictive,<L,,,,
34202,MHR[,MT,Exodus,10,16,JMHR,W JMHR PR<H L QR> L MCH W L >HRN W J>MR XV>TJ L JHWH >LHJKM W LKM,,piel,wayq,W JMHR PR<H,PR<H,no complement,no complement,,,,,,,,,,,,,,
34233,SWR[,MT,Exodus,10,17,JSR,W <TH F> N> XV>TJ >K H P<M W H<TJRW L JHWH >LHJKM W JSR M <LJ RQ >T H MWT H ZH,,hif,impf,W JSR M <LJ RQ >T H MWT H ZH,,M <LJ,MN <L,from over me (Pharaoh),0,prep + prep,prps,anim,det,prsf,simple,factive fictive,MN,<L,,,
1948872,SWR[,4Q14,Exodus,10,17,JSR,W <TH F>W N> XV>TJ >K H P<M W H<TJRW L JHWH >LHJKM W JSR M <LJ RQ >T H MWT H ZH,0 000 000 00 00000 00 0 000 0 000000 0 0000 000000 0 000 0 000 00 00 0 000 0 00,hif,impf,W JSR M <LJ RQ >T H MWT H ZH,,M <LJ,MN <L,from over me (Pharaoh),0,prep + prep,prps,anim,det,prsf,simple,factive fictive,MN,<L,,,
34243,JY>[,MT,Exodus,10,18,JY>,W JY> M <M PR<H W J<TR >L JHWH,,qal,wayq,W JY> M <M PR<H,,M <M PR<H,MN <M PR<H/,from (with) Pharaoh,0,prep + prep,pers,anim,det,subs,simple,factive,MN,<M,,,
34353,HLK[,MT,Exodus,10,24,LKW,W JQR> PR<H >L MCH W J>MR LKW <BDW >T JHWH RQ Y>NKM W BQRKM JYG GM VPKM JLK <MKM,,qal,impv,LKW,,no complement,no complement,,,,,,,,,,,,,,
34364,HLK[,MT,Exodus,10,24,JLK,W JQR> PR<H >L MCH W J>MR LKW <BDW >T JHWH RQ Y>NKM W BQRKM JYG GM VPKM JLK <MKM,,qal,impf,GM VPKM JLK <MKM,GM VPKM,<MKM,<M,with you,0,prep,prps,anim,det,prsf,simple,factive fictive,<M,,,,not really a complement?? - needs further checking
1954265,HLK[,4Q22,Exodus,10,24,LKW,W JQR> PR<H L MCH W L >HRWN W J>MRW LKW <BDW >T JHWH RQ Y>NKM W B QRKM JYG GM VPKM JLK <MKM,0 0000 0000 0 000 0 0 00000 0 00000 000 0000 00 0000 00 00000 0 0 0000 000 00 0000 000 0000,qal,impv,LKW,,no complement,no complement,,,,,,,,,,,,,,
1954277,HLK[,4Q22,Exodus,10,24,JLK,W JQR> PR<H L MCH W L >HRWN W J>MRW LKW <BDW >T JHWH RQ Y>NKM W B QRKM JYG GM VPKM JLK <MKM,0 0000 0000 0 000 0 0 00000 0 00000 000 0000 00 0000 00 00000 0 0 0000 000 00 0000 000 0000,qal,impf,GM VPKM JLK <MKM,GM VPKM,<MKM,<M,with you,0,prep,prps,anim,det,prsf,simple,factive fictive,<M,,,,not really a complement?? - needs further checking
1948997,HLK[,4Q14,Exodus,10,24,LKW,W JQR> PR<H >L MCH W J>MR LKW <BDW >T JHWH RQ Y>NKM W BQRKM JYG GM VPKM JLK <MKM,0 0000 0000 00 000 0 0000 000 0000 00 0000 00 00000 0 00000 000 00 0000 000 0000,qal,impv,LKW,,no complement,no complement,,,,,,,,,,,,,,
1949008,HLK[,4Q14,Exodus,10,24,JLK,W JQR> PR<H >L MCH W J>MR LKW <BDW >T JHWH RQ Y>NKM W BQRKM JYG GM VPKM JLK <MKM,0 0000 0000 00 000 0 0000 000 0000 00 0000 00 00000 0 00000 000 00 0000 000 0000,qal,impf,GM VPKM JLK <MKM,GM VPKM,<MKM,<M,with you,0,prep,prps,anim,det,prsf,simple,factive fictive,<M,,,,not really a complement?? - needs further checking
34385,HLK[,MT,Exodus,10,26,JLK,W GM MQNNW JLK <MNW L> TC>R PRSH KJ MMNW NQX L <BD >T JHWH >LHJNW W >NXNW L> ND< MH N<BD >T JHWH <D B>NW CMH,,qal,impf,W GM MQNNW JLK <MNW,GM MQNNW,<MNW,<M,with us,0,prep,prps,anim,det,prsf,simple,factive fictive,<M,,,,is it a complement? or adjunct? 
34407,BW>[,MT,Exodus,10,26,B>NW,W GM MQNNW JLK <MNW L> TC>R PRSH KJ MMNW NQX L <BD >T JHWH >LHJNW W >NXNW L> ND< MH N<BD >T JHWH <D B>NW CMH,,qal,infc,<D B>NW CMH,,CMH,CM,there,1,dir_he,adv,inanim,det,adv,simple,factive,,,,,
1954292,HLK[,4Q22,Exodus,10,26,JLK,W GM MQNNW JLK <MNW L> NC>R PRSH KJ MMNW NQX L <BD >T JHWH >LHJNW W >NXNW L> ND< MH N<BWD >T JHWH <D B>NW CMH,0 00 00000 000 0000 00 0000 0000 00 0000 000 0 000 00 0000 000000 0 00000 00 000 00 00000 00 0000 00 0000 000,qal,impf,W GM MQNNW JLK <MNW,GM MQNNW,<MNW,<M,with us,0,prep,prps,anim,det,prsf,simple,factive fictive,<M,,,,is it a complement? or adjunct? 
1954314,BW>[,4Q22,Exodus,10,26,B>NW,W GM MQNNW JLK <MNW L> NC>R PRSH KJ MMNW NQX L <BD >T JHWH >LHJNW W >NXNW L> ND< MH N<BWD >T JHWH <D B>NW CMH,0 00 00000 000 0000 00 0000 0000 00 0000 000 0 000 00 0000 000000 0 00000 00 000 00 00000 00 0000 00 0000 000,qal,infc,<D B>NW CMH,,CMH,CM,there,1,dir_he,adv,inanim,det,adv,simple,factive,,,,,
34424,HLK[,MT,Exodus,10,28,LK,W J>MR LW PR<H LK M <LJ HCMR LK >L TSP R>WT PNJ KJ B JWM R>TK PNJ TMWT,,qal,impv,LK M <LJ,,M <LJ,MN <L,away from me (Pharaoh),0,prep + prep,prps,anim,det,prsf,simple,factive,MN,<L,,,
1954333,HLK[,4Q22,Exodus,10,28,LK,W J>MR LW PR<H LK M <LJ HCMR LK,0 0000 00 0000 00 0 000 0000 00 1 11 1,qal,impv,LK M <LJ,,M <LJ,MN <L,away from me (Pharaoh),0,prep + prep,prps,anim,det,prsf,simple,factive,MN,<L,,,
34457,BW>[,MT,Exodus,11,1,>BJ>,W J>MR JHWH >L MCH <WD NG< >XD >BJ> <L PR<H W <L MYRJM >XRJ KN JCLX >TKM M ZH K CLXW KLH GRC JGRC >TKM M ZH,,hif,impf,<WD NG< >XD >BJ> <L PR<H W <L MYRJM,,<L PR<H W <L MYRJM,<L PR<H/ W <L MYRJM/,upon Pharaoh and upon Egypt,0,prep + prep,other,anim inanim,det,subs,complex,factive fictive,<L,<L,,,
34538,JY>[,MT,Exodus,11,4,JWY>,W J>MR MCH KH >MR JHWH K XYT H LJLH >NJ JWY> B TWK MYRJM,,qal,ptca,K XYT H LJLH >NJ JWY> B TWK MYRJM,>NJ,B TWK MYRJM,B TWK/ MYRJM/,in the midst of Egypt,0,prep,topo,inanim,det,subs,complex,factive,B,,,,LOCATIVE in database
1930253,JY>[,2Q2,Exodus,11,4,JWY>,W JW>MR MWCH >L PR<H KH >MR JHWH K XYWT H LJLH >NJ JWY> B TWK MYRJM,0 00000 0000 00 0000 00 000 0000 0 0000 0 0000 000 0000 0 000 00000,qal,ptca,K XYWT H LJLH >NJ JWY> B TWK MYRJM,>NJ,B TWK MYRJM,B TWK/ MYRJM/,in the midst of Egypt,0,prep,topo,inanim,det,subs,complex,factive,B,,,,LOCATIVE in database
34610,JRD[,MT,Exodus,11,8,JRDW,W JRDW KL <BDJK >LH >LJ W HCTXWW LJ L >MR Y> >TH W KL H <M >CR B RGLJK W >XRJ KN >Y> W JY> M <M PR<H B XRJ >P,,qal,perf,W JRDW KL <BDJK >LH >LJ,KL <BDJK >LH,>LJ,>L,to me (God),0,prep,prps,anim,det,prsf,simple,factive,>L,,,,
34620,JY>[,MT,Exodus,11,8,Y>,W JRDW KL <BDJK >LH >LJ W HCTXWW LJ L >MR Y> >TH W KL H <M >CR B RGLJK W >XRJ KN >Y> W JY> M <M PR<H B XRJ >P,,qal,impv,Y> >TH W KL H <M,>TH W KL H <M,no complement,no complement,,,,,,,,,,,,,,
34632,JY>[,MT,Exodus,11,8,>Y>,W JRDW KL <BDJK >LH >LJ W HCTXWW LJ L >MR Y> >TH W KL H <M >CR B RGLJK W >XRJ KN >Y> W JY> M <M PR<H B XRJ >P,,qal,impf,W >XRJ KN >Y>,,no complement,no complement,,,,,,,,,,,,,,
34634,JY>[,MT,Exodus,11,8,JY>,W JRDW KL <BDJK >LH >LJ W HCTXWW LJ L >MR Y> >TH W KL H <M >CR B RGLJK W >XRJ KN >Y> W JY> M <M PR<H B XRJ >P,,qal,wayq,W JY> M <M PR<H B XRJ >P,,M <M PR<H,MN <M PR<H/,from with Pharaoh,0,prep + prep,pers,anim,det,subs,simple,factive,MN,<M,,,
