Verb_ID,Questions
212575,The verse is: וְֽהָלְכ֞וּ עַמִּ֣ים רַבִּ֗ים וְאָמְרוּ֙ לְכ֣וּ׀ וְנַעֲלֶ֣ה אֶל־הַר־יְהוָ֗ה אֶל־בֵּית֙ אֱלֹהֵ֣י יַעֲקֹ֔ב וְיֹרֵ֨נוּ֙ מִדְּרָכָ֔יו וְנֵלְכָ֖ה בְּאֹרְחֹתָ֑יו כִּ֤י מִצִּיֹּון֙ תֵּצֵ֣א תֹורָ֔ה וּדְבַר־יְהוָ֖ה מִירוּשָׁלִָֽם׃ . The motion verb is: לְכ֣וּ׀ .
212577,The verse is: וְֽהָלְכ֞וּ עַמִּ֣ים רַבִּ֗ים וְאָמְרוּ֙ לְכ֣וּ׀ וְנַעֲלֶ֣ה אֶל־הַר־יְהוָ֗ה אֶל־בֵּית֙ אֱלֹהֵ֣י יַעֲקֹ֔ב וְיֹרֵ֨נוּ֙ מִדְּרָכָ֔יו וְנֵלְכָ֖ה בְּאֹרְחֹתָ֑יו כִּ֤י מִצִּיֹּון֙ תֵּצֵ֣א תֹורָ֔ה וּדְבַר־יְהוָ֖ה מִירוּשָׁלִָֽם׃ . The motion verb is: נַעֲלֶ֣ה .
212590,The verse is: וְֽהָלְכ֞וּ עַמִּ֣ים רַבִּ֗ים וְאָמְרוּ֙ לְכ֣וּ׀ וְנַעֲלֶ֣ה אֶל־הַר־יְהוָ֗ה אֶל־בֵּית֙ אֱלֹהֵ֣י יַעֲקֹ֔ב וְיֹרֵ֨נוּ֙ מִדְּרָכָ֔יו וְנֵלְכָ֖ה בְּאֹרְחֹתָ֑יו כִּ֤י מִצִּיֹּון֙ תֵּצֵ֣א תֹורָ֔ה וּדְבַר־יְהוָ֖ה מִירוּשָׁלִָֽם׃ . The motion verb is: נֵלְכָ֖ה .
212596,The verse is: וְֽהָלְכ֞וּ עַמִּ֣ים רַבִּ֗ים וְאָמְרוּ֙ לְכ֣וּ׀ וְנַעֲלֶ֣ה אֶל־הַר־יְהוָ֗ה אֶל־בֵּית֙ אֱלֹהֵ֣י יַעֲקֹ֔ב וְיֹרֵ֨נוּ֙ מִדְּרָכָ֔יו וְנֵלְכָ֖ה בְּאֹרְחֹתָ֑יו כִּ֤י מִצִּיֹּון֙ תֵּצֵ֣א תֹורָ֔ה וּדְבַר־יְהוָ֖ה מִירוּשָׁלִָֽם׃ . The motion verb is: תֵּצֵ֣א .
212635,The verse is: בֵּ֖ית יַעֲקֹ֑ב לְכ֥וּ וְנֵלְכָ֖ה בְּאֹ֥ור יְהוָֽה׃ . The motion verb is: לְכ֥וּ .
212637,The verse is: בֵּ֖ית יַעֲקֹ֑ב לְכ֥וּ וְנֵלְכָ֖ה בְּאֹ֥ור יְהוָֽה׃ . The motion verb is: נֵלְכָ֖ה .
212702,The verse is: בֹּ֣וא בַצּ֔וּר וְהִטָּמֵ֖ן בֶּֽעָפָ֑ר מִפְּנֵי֙ פַּ֣חַד יְהוָ֔ה וּמֵהֲדַ֖ר גְּאֹנֹֽו׃ . The motion verb is: בֹּ֣וא .
212830,The verse is: וּבָ֨אוּ֙ בִּמְעָרֹ֣ות צֻרִ֔ים וּבִמְחִלֹּ֖ות עָפָ֑ר מִפְּנֵ֞י פַּ֤חַד יְהוָה֙ וּמֵהֲדַ֣ר גְּאֹונֹ֔ו בְּקוּמֹ֖ו לַעֲרֹ֥ץ הָאָֽרֶץ׃ . The motion verb is: בָ֨אוּ֙ .
212857,The verse is: בַּיֹּ֤ום הַהוּא֙ יַשְׁלִ֣יךְ הָאָדָ֔ם אֵ֚ת אֱלִילֵ֣י כַסְפֹּ֔ו וְאֵ֖ת אֱלִילֵ֣י זְהָבֹ֑ו אֲשֶׁ֤ר עָֽשׂוּ־לֹו֙ לְהִֽשְׁתַּחֲוֹ֔ת לַחְפֹּ֥ר פֵּרֹ֖ות וְלָעֲטַלֵּפִֽים׃ . The motion verb is: יַשְׁלִ֣יךְ .
212880,The verse is: לָבֹוא֙ בְּנִקְרֹ֣ות הַצֻּרִ֔ים וּבִסְעִפֵ֖י הַסְּלָעִ֑ים מִפְּנֵ֞י פַּ֤חַד יְהוָה֙ וּמֵהֲדַ֣ר גְּאֹונֹ֔ו בְּקוּמֹ֖ו לַעֲרֹ֥ץ הָאָֽרֶץ׃ . The motion verb is: בֹוא֙ .
212924,The verse is: כִּי֩ הִנֵּ֨ה הָאָדֹ֜ון יְהוָ֣ה צְבָאֹ֗ות מֵסִ֤יר מִירוּשָׁלִַ֨ם֙ וּמִ֣יהוּדָ֔ה מַשְׁעֵ֖ן וּמַשְׁעֵנָ֑ה כֹּ֚ל מִשְׁעַן־לֶ֔חֶם וְכֹ֖ל מִשְׁעַן־מָֽיִם׃ . The motion verb is: מֵסִ֤יר .
213042,The verse is: כִּ֤י כָשְׁלָה֙ יְר֣וּשָׁלִַ֔ם וִיהוּדָ֖ה נָפָ֑ל כִּֽי־לְשֹׁונָ֤ם וּמַֽעַלְלֵיהֶם֙ אֶל־יְהוָ֔ה לַמְרֹ֖ות עֵנֵ֥י כְבֹודֹֽו׃ . The motion verb is: נָפָ֑ל .
213114,The verse is: יְהוָה֙ בְּמִשְׁפָּ֣ט יָבֹ֔וא עִם־זִקְנֵ֥י עַמֹּ֖ו וְשָׂרָ֑יו וְאַתֶּם֙ בִּֽעַרְתֶּ֣ם הַכֶּ֔רֶם גְּזֵלַ֥ת הֶֽעָנִ֖י בְּבָתֵּיכֶֽם׃ . The motion verb is: יָבֹ֔וא .
213151,The verse is: וַיֹּ֣אמֶר יְהוָ֗ה יַ֚עַן כִּ֤י גָֽבְהוּ֙ בְּנֹ֣ות צִיֹּ֔ון וַתֵּלַ֨כְנָה֙ נְטוּיֹ֣ות גָּרֹ֔ון וּֽמְשַׂקְּרֹ֖ות עֵינָ֑יִם הָלֹ֤וךְ וְטָפֹף֙ תֵּלַ֔כְנָה וּבְרַגְלֵיהֶ֖ם תְּעַכַּֽסְנָה׃ . The motion verb is: תֵּלַ֨כְנָה֙ .
213157,The verse is: וַיֹּ֣אמֶר יְהוָ֗ה יַ֚עַן כִּ֤י גָֽבְהוּ֙ בְּנֹ֣ות צִיֹּ֔ון וַתֵּלַ֨כְנָה֙ נְטוּיֹ֣ות גָּרֹ֔ון וּֽמְשַׂקְּרֹ֖ות עֵינָ֑יִם הָלֹ֤וךְ וְטָפֹף֙ תֵּלַ֔כְנָה וּבְרַגְלֵיהֶ֖ם תְּעַכַּֽסְנָה׃ . The motion verb is: הָלֹ֤וךְ .
213160,The verse is: וַיֹּ֣אמֶר יְהוָ֗ה יַ֚עַן כִּ֤י גָֽבְהוּ֙ בְּנֹ֣ות צִיֹּ֔ון וַתֵּלַ֨כְנָה֙ נְטוּיֹ֣ות גָּרֹ֔ון וּֽמְשַׂקְּרֹ֖ות עֵינָ֑יִם הָלֹ֤וךְ וְטָפֹף֙ תֵּלַ֔כְנָה וּבְרַגְלֵיהֶ֖ם תְּעַכַּֽסְנָה׃ . The motion verb is: תֵּלַ֔כְנָה .
213180,The verse is: בַּיֹּ֨ום הַה֜וּא יָסִ֣יר אֲדֹנָ֗י אֵ֣ת תִּפְאֶ֧רֶת הָעֲכָסִ֛ים וְהַשְּׁבִיסִ֖ים וְהַשַּׂהֲרֹנִֽים׃ . The motion verb is: יָסִ֣יר .
213271,The verse is: מְתַ֖יִךְ בַּחֶ֣רֶב יִפֹּ֑לוּ וּגְבוּרָתֵ֖ךְ בַּמִּלְחָמָֽה׃ . The motion verb is: יִפֹּ֑לוּ .
213311,The verse is: וְהֶחֱזִיקוּ֩ שֶׁ֨בַע נָשִׁ֜ים בְּאִ֣ישׁ אֶחָ֗ד בַּיֹּ֤ום הַהוּא֙ לֵאמֹ֔ר לַחְמֵ֣נוּ נֹאכֵ֔ל וְשִׂמְלָתֵ֖נוּ נִלְבָּ֑שׁ רַ֗ק יִקָּרֵ֤א שִׁמְךָ֙ עָלֵ֔ינוּ אֱסֹ֖ף חֶרְפָּתֵֽנוּ׃ ס . The motion verb is: אֱסֹ֖ף .
213508,The verse is: וְעַתָּה֙ אֹודִֽיעָה־נָּ֣א אֶתְכֶ֔ם אֵ֛ת אֲשֶׁר־אֲנִ֥י עֹשֶׂ֖ה לְכַרְמִ֑י הָסֵ֤ר מְשׂוּכָּתֹו֙ וְהָיָ֣ה לְבָעֵ֔ר פָּרֹ֥ץ גְּדֵרֹ֖ו וְהָיָ֥ה לְמִרְמָֽס׃ . The motion verb is: הָסֵ֤ר .
213529,The verse is: וַאֲשִׁיתֵ֣הוּ בָתָ֗ה לֹ֤א יִזָּמֵר֙ וְלֹ֣א יֵעָדֵ֔ר וְעָלָ֥ה שָׁמִ֖יר וָשָׁ֑יִת וְעַ֤ל הֶעָבִים֙ אֲצַוֶּ֔ה מֵהַמְטִ֥יר עָלָ֖יו מָטָֽר׃ . The motion verb is: עָלָ֥ה .
213573,The verse is: הֹ֗וי מַגִּיעֵ֥י בַ֨יִת֙ בְּבַ֔יִת שָׂדֶ֥ה בְשָׂדֶ֖ה יַקְרִ֑יבוּ עַ֚ד אֶ֣פֶס מָקֹ֔ום וְהֽוּשַׁבְתֶּ֥ם לְבַדְּכֶ֖ם בְּקֶ֥רֶב הָאָֽרֶץ׃ . The motion verb is: יַקְרִ֑יבוּ .
213650,The verse is: לָכֵ֛ן גָּלָ֥ה עַמִּ֖י מִבְּלִי־דָ֑עַת וּכְבֹודֹו֙ מְתֵ֣י רָעָ֔ב וַהֲמֹונֹ֖ו צִחֵ֥ה צָמָֽא׃ . The motion verb is: גָּלָ֥ה .
213674,The verse is: לָכֵ֗ן הִרְחִ֤יבָה שְּׁאֹול֙ נַפְשָׁ֔הּ וּפָעֲרָ֥ה פִ֖יהָ לִבְלִי־חֹ֑ק וְיָרַ֨ד הֲדָרָ֧הּ וַהֲמֹונָ֛הּ וּשְׁאֹונָ֖הּ וְעָלֵ֥ז בָּֽהּ׃ . The motion verb is: יָרַ֨ד .
213740,The verse is: הָאֹמְרִ֗ים יְמַהֵ֧ר׀ יָחִ֛ישָׁה מַעֲשֵׂ֖הוּ לְמַ֣עַן נִרְאֶ֑ה וְתִקְרַ֣ב וְתָבֹ֗ואָה עֲצַ֛ת קְדֹ֥ושׁ יִשְׂרָאֵ֖ל וְנֵדָֽעָה׃ ס . The motion verb is: תִקְרַ֣ב .
213742,The verse is: הָאֹמְרִ֗ים יְמַהֵ֧ר׀ יָחִ֛ישָׁה מַעֲשֵׂ֖הוּ לְמַ֣עַן נִרְאֶ֑ה וְתִקְרַ֣ב וְתָבֹ֗ואָה עֲצַ֛ת קְדֹ֥ושׁ יִשְׂרָאֵ֖ל וְנֵדָֽעָה׃ ס . The motion verb is: תָבֹ֗ואָה .
213802,The verse is: מַצְדִּיקֵ֥י רָשָׁ֖ע עֵ֣קֶב שֹׁ֑חַד וְצִדְקַ֥ת צַדִּיקִ֖ים יָסִ֥ירוּ מִמֶּֽנּוּ׃ ס . The motion verb is: יָסִ֥ירוּ .
213824,The verse is: לָכֵן֩ כֶּאֱכֹ֨ל קַ֜שׁ לְשֹׁ֣ון אֵ֗שׁ וַחֲשַׁ֤שׁ לֶֽהָבָה֙ יִרְפֶּ֔ה שָׁרְשָׁם֙ כַּמָּ֣ק יִֽהְיֶ֔ה וּפִרְחָ֖ם כָּאָבָ֣ק יַעֲלֶ֑ה כִּ֣י מָאֲס֗וּ אֵ֚ת תֹּורַת֙ יְהוָ֣ה צְבָאֹ֔ות וְאֵ֛ת אִמְרַ֥ת קְדֹֽושׁ־יִשְׂרָאֵ֖ל נִאֵֽצוּ׃ . The motion verb is: יַעֲלֶ֑ה .
213867,The verse is: עַל־כֵּ֡ן חָרָה֩ אַף־יְהוָ֨ה בְּעַמֹּ֜ו וַיֵּ֣ט יָדֹ֧ו עָלָ֣יו וַיַּכֵּ֗הוּ וַֽיִּרְגְּזוּ֙ הֶֽהָרִ֔ים וַתְּהִ֧י נִבְלָתָ֛ם כַּסּוּחָ֖ה בְּקֶ֣רֶב חוּצֹ֑ות בְּכָל־זֹאת֙ לֹא־שָׁ֣ב אַפֹּ֔ו וְעֹ֖וד יָדֹ֥ו נְטוּיָֽה׃ . The motion verb is: שָׁ֣ב .
213892,The verse is: וְנָֽשָׂא־נֵ֤ס לַגֹּויִם֙ מֵרָחֹ֔וק וְשָׁ֥רַק לֹ֖ו מִקְצֵ֣ה הָאָ֑רֶץ וְהִנֵּ֥ה מְהֵרָ֖ה קַ֥ל יָבֹֽוא׃ . The motion verb is: יָבֹֽוא׃ .
214093,The verse is: וַיָּ֣עָף אֵלַ֗י אֶחָד֙ מִן־הַשְּׂרָפִ֔ים וּבְיָדֹ֖ו רִצְפָּ֑ה בְּמֶ֨לְקַחַ֔יִם לָקַ֖ח מֵעַ֥ל הַמִּזְבֵּֽחַ׃ . The motion verb is: לָקַ֖ח .
214110,The verse is: וַיַּגַּ֣ע עַל־פִּ֔י וַיֹּ֕אמֶר הִנֵּ֛ה נָגַ֥ע זֶ֖ה עַל־שְׂפָתֶ֑יךָ וְסָ֣ר עֲוֹנֶ֔ךָ וְחַטָּאתְךָ֖ תְּכֻפָּֽר׃ . The motion verb is: סָ֣ר .
214123,The verse is: וָאֶשְׁמַ֞ע אֶת־קֹ֤ול אֲדֹנָי֙ אֹמֵ֔ר אֶת־מִ֥י אֶשְׁלַ֖ח וּמִ֣י יֵֽלֶךְ־לָ֑נוּ וָאֹמַ֖ר הִנְנִ֥י שְׁלָחֵֽנִי׃ . The motion verb is: אֶשְׁלַ֖ח .
214126,The verse is: וָאֶשְׁמַ֞ע אֶת־קֹ֤ול אֲדֹנָי֙ אֹמֵ֔ר אֶת־מִ֥י אֶשְׁלַ֖ח וּמִ֣י יֵֽלֶךְ־לָ֑נוּ וָאֹמַ֖ר הִנְנִ֥י שְׁלָחֵֽנִי׃ . The motion verb is: יֵֽלֶךְ־.
214131,The verse is: וָאֶשְׁמַ֞ע אֶת־קֹ֤ול אֲדֹנָי֙ אֹמֵ֔ר אֶת־מִ֥י אֶשְׁלַ֖ח וּמִ֣י יֵֽלֶךְ־לָ֑נוּ וָאֹמַ֖ר הִנְנִ֥י שְׁלָחֵֽנִי׃ . The motion verb is: שְׁלָחֵֽנִי׃ .
214134,The verse is: וַיֹּ֕אמֶר לֵ֥ךְ וְאָמַרְתָּ֖ לָעָ֣ם הַזֶּ֑ה שִׁמְע֤וּ שָׁמֹ֨ועַ֙ וְאַל־תָּבִ֔ינוּ וּרְא֥וּ רָאֹ֖ו וְאַל־תֵּדָֽעוּ׃ . The motion verb is: לֵ֥ךְ .
214177,The verse is: הַשְׁמֵן֙ לֵב־הָעָ֣ם הַזֶּ֔ה וְאָזְנָ֥יו הַכְבֵּ֖ד וְעֵינָ֣יו הָשַׁ֑ע פֶּן־יִרְאֶ֨ה בְעֵינָ֜יו וּבְאָזְנָ֣יו יִשְׁמָ֗ע וּלְבָבֹ֥ו יָבִ֛ין וָשָׁ֖ב וְרָ֥פָא לֹֽו׃ . The motion verb is: שָׁ֖ב .
214225,The verse is: וְעֹ֥וד בָּהּ֙ עֲשִׂ֣רִיָּ֔ה וְשָׁ֖בָה וְהָיְתָ֣ה לְבָעֵ֑ר כָּאֵלָ֣ה וְכָאַלֹּ֗ון אֲשֶׁ֤ר בְּשַׁלֶּ֨כֶת֙ מַצֶּ֣בֶת בָּ֔ם זֶ֥רַע קֹ֖דֶשׁ מַצַּבְתָּֽהּ׃ פ . The motion verb is: שָׁ֖בָה .
214256,The verse is: וַיְהִ֡י בִּימֵ֣י אָ֠חָז בֶּן־יֹותָ֨ם בֶּן־עֻזִּיָּ֜הוּ מֶ֣לֶךְ יְהוּדָ֗ה עָלָ֣ה רְצִ֣ין מֶֽלֶךְ־אֲ֠רָם וּפֶ֨קַח בֶּן־רְמַלְיָ֤הוּ מֶֽלֶךְ־יִשְׂרָאֵל֙ יְר֣וּשָׁלִַ֔ם לַמִּלְחָמָ֖ה עָלֶ֑יהָ וְלֹ֥א יָכֹ֖ל לְהִלָּחֵ֥ם עָלֶֽיהָ׃ . The motion verb is: עָלָ֣ה .
214306,The verse is: וַיֹּ֣אמֶר יְהוָה֮ אֶֽל־יְשַׁעְיָהוּ֒ צֵא־נָא֙ לִקְרַ֣את אָחָ֔ז אַתָּ֕ה וּשְׁאָ֖ר יָשׁ֣וּב בְּנֶ֑ךָ אֶל־קְצֵ֗ה תְּעָלַת֙ הַבְּרֵכָ֣ה הָעֶלְיֹונָ֔ה אֶל־מְסִלַּ֖ת שְׂדֵ֥ה כֹובֵֽס׃ . The motion verb is: צֵא־.
214368,The verse is: נַעֲלֶ֤ה בִֽיהוּדָה֙ וּנְקִיצֶ֔נָּה וְנַבְקִעֶ֖נָּה אֵלֵ֑ינוּ וְנַמְלִ֥יךְ מֶ֨לֶךְ֙ בְּתֹוכָ֔הּ אֵ֖ת בֶּן־טָֽבְאַֽל׃ ס . The motion verb is: נַעֲלֶ֤ה .
214531,The verse is: יָבִ֨יא יְהוָ֜ה עָלֶ֗יךָ וְעַֽל־עַמְּךָ֮ וְעַל־בֵּ֣ית אָבִיךָ֒ יָמִים֙ אֲשֶׁ֣ר לֹא־בָ֔אוּ לְמִיֹּ֥ום סוּר־אֶפְרַ֖יִם מֵעַ֣ל יְהוּדָ֑ה אֵ֖ת מֶ֥לֶךְ אַשּֽׁוּר׃ פ . The motion verb is: יָבִ֨יא .
214544,The verse is: יָבִ֨יא יְהוָ֜ה עָלֶ֗יךָ וְעַֽל־עַמְּךָ֮ וְעַל־בֵּ֣ית אָבִיךָ֒ יָמִים֙ אֲשֶׁ֣ר לֹא־בָ֔אוּ לְמִיֹּ֥ום סוּר־אֶפְרַ֖יִם מֵעַ֣ל יְהוּדָ֑ה אֵ֖ת מֶ֥לֶךְ אַשּֽׁוּר׃ פ . The motion verb is: בָ֔אוּ .
214548,The verse is: יָבִ֨יא יְהוָ֜ה עָלֶ֗יךָ וְעַֽל־עַמְּךָ֮ וְעַל־בֵּ֣ית אָבִיךָ֒ יָמִים֙ אֲשֶׁ֣ר לֹא־בָ֔אוּ לְמִיֹּ֥ום סוּר־אֶפְרַ֖יִם מֵעַ֣ל יְהוּדָ֑ה אֵ֖ת מֶ֥לֶךְ אַשּֽׁוּר׃ פ . The motion verb is: סוּר־.
214582,The verse is: וּבָ֨אוּ וְנָח֤וּ כֻלָּם֙ בְּנַחֲלֵ֣י הַבַּתֹּ֔ות וּבִנְקִיקֵ֖י הַסְּלָעִ֑ים וּבְכֹל֙ הַנַּ֣עֲצוּצִ֔ים וּבְכֹ֖ל הַנַּהֲלֹלִֽים׃ . The motion verb is: בָ֨אוּ .
214702,The verse is: בַּחִצִּ֥ים וּבַקֶּ֖שֶׁת יָ֣בֹוא שָׁ֑מָּה כִּי־שָׁמִ֥יר וָשַׁ֖יִת תִּֽהְיֶ֥ה כָל־הָאָֽרֶץ׃ . The motion verb is: יָ֣בֹוא .
214722,The verse is: וְכֹ֣ל הֶהָרִ֗ים אֲשֶׁ֤ר בַּמַּעְדֵּר֙ יֵעָ֣דֵר֔וּן לֹֽא־תָבֹ֣וא שָׁ֔מָּה יִרְאַ֖ת שָׁמִ֣יר וָשָׁ֑יִת וְהָיָה֙ לְמִשְׁלַ֣ח שֹׁ֔ור וּלְמִרְמַ֖ס שֶֽׂה׃ פ . The motion verb is: תָבֹ֣וא .
214741,The verse is: וַיֹּ֤אמֶר יְהוָה֙ אֵלַ֔י קַח־לְךָ֖ גִּלָּיֹ֣ון גָּדֹ֑ול וּכְתֹ֤ב עָלָיו֙ בְּחֶ֣רֶט אֱנֹ֔ושׁ לְמַהֵ֥ר שָׁלָ֖ל חָ֥שׁ בַּֽז׃ . The motion verb is: קַח־.
214768,The verse is: וָאֶקְרַב֙ אֶל־הַנְּבִיאָ֔ה וַתַּ֖הַר וַתֵּ֣לֶד בֵּ֑ן וַיֹּ֤אמֶר יְהוָה֙ אֵלַ֔י קְרָ֣א שְׁמֹ֔ו מַהֵ֥ר שָׁלָ֖ל חָ֥שׁ בַּֽז׃ . The motion verb is: אֶקְרַב֙ .
214826,The verse is: יַ֗עַן כִּ֤י מָאַס֙ הָעָ֣ם הַזֶּ֔ה אֵ֚ת מֵ֣י הַשִּׁלֹ֔חַ הַהֹלְכִ֖ים לְאַ֑ט וּמְשֹׂ֥ושׂ אֶת־רְצִ֖ין וּבֶן־רְמַלְיָֽהוּ׃ . The motion verb is: הֹלְכִ֖ים .
214840,The verse is: וְלָכֵ֡ן הִנֵּ֣ה אֲדֹנָי֩ מַעֲלֶ֨ה עֲלֵיהֶ֜ם אֶת־מֵ֣י הַנָּהָ֗ר הָעֲצוּמִים֙ וְהָ֣רַבִּ֔ים אֶת־מֶ֥לֶךְ אַשּׁ֖וּר וְאֶת־כָּל־כְּבֹודֹ֑ו וְעָלָה֙ עַל־כָּל־אֲפִיקָ֔יו וְהָלַ֖ךְ עַל־כָּל־גְּדֹותָֽיו׃ . The motion verb is: מַעֲלֶ֨ה .
214859,The verse is: וְלָכֵ֡ן הִנֵּ֣ה אֲדֹנָי֩ מַעֲלֶ֨ה עֲלֵיהֶ֜ם אֶת־מֵ֣י הַנָּהָ֗ר הָעֲצוּמִים֙ וְהָ֣רַבִּ֔ים אֶת־מֶ֥לֶךְ אַשּׁ֖וּר וְאֶת־כָּל־כְּבֹודֹ֑ו וְעָלָה֙ עַל־כָּל־אֲפִיקָ֔יו וְהָלַ֖ךְ עַל־כָּל־גְּדֹותָֽיו׃ . The motion verb is: עָלָה֙ .
214864,The verse is: וְלָכֵ֡ן הִנֵּ֣ה אֲדֹנָי֩ מַעֲלֶ֨ה עֲלֵיהֶ֜ם אֶת־מֵ֣י הַנָּהָ֗ר הָעֲצוּמִים֙ וְהָ֣רַבִּ֔ים אֶת־מֶ֥לֶךְ אַשּׁ֖וּר וְאֶת־כָּל־כְּבֹודֹ֑ו וְעָלָה֙ עַל־כָּל־אֲפִיקָ֔יו וְהָלַ֖ךְ עַל־כָּל־גְּדֹותָֽיו׃ . The motion verb is: הָלַ֖ךְ .
214874,The verse is: וְחָלַ֤ף בִּֽיהוּדָה֙ שָׁטַ֣ף וְעָבַ֔ר עַד־צַוָּ֖אר יַגִּ֑יעַ וְהָיָה֙ מֻטֹּ֣ות כְּנָפָ֔יו מְלֹ֥א רֹֽחַב־אַרְצְךָ֖ עִמָּ֥נוּ אֵֽל׃ ס . The motion verb is: עָבַ֔ר .
214926,The verse is: כִּי֩ כֹ֨ה אָמַ֧ר יְהוָ֛ה אֵלַ֖י כְּחֶזְקַ֣ת הַיָּ֑ד וְיִסְּרֵ֕נִי מִלֶּ֛כֶת בְּדֶ֥רֶךְ הָֽעָם־הַזֶּ֖ה לֵאמֹֽר׃ . The motion verb is: לֶּ֛כֶת .
214995,The verse is: וְכָ֥שְׁלוּ בָ֖ם רַבִּ֑ים וְנָפְל֣וּ וְנִשְׁבָּ֔רוּ וְנֹוקְשׁ֖וּ וְנִלְכָּֽדוּ׃ ס . The motion verb is: נָפְל֣וּ .
215093,The verse is: וְעָ֥בַר בָּ֖הּ נִקְשֶׁ֣ה וְרָעֵ֑ב וְהָיָ֨ה כִֽי־יִרְעַ֜ב וְהִתְקַצַּ֗ף וְקִלֵּ֧ל בְּמַלְכֹּ֛ו וּבֵאלֹהָ֖יו וּפָנָ֥ה לְמָֽעְלָה׃ . The motion verb is: עָ֥בַר .
215163,The verse is: הָעָם֙ הַהֹלְכִ֣ים בַּחֹ֔שֶׁךְ רָא֖וּ אֹ֣ור גָּדֹ֑ול יֹשְׁבֵי֙ בְּאֶ֣רֶץ צַלְמָ֔וֶת אֹ֖ור נָגַ֥הּ עֲלֵיהֶֽם׃ . The motion verb is: הֹלְכִ֣ים .
215292,The verse is: דָּבָ֛ר שָׁלַ֥ח אֲדֹנָ֖י בְּיַעֲקֹ֑ב וְנָפַ֖ל בְּיִשְׂרָאֵֽל׃ . The motion verb is: שָׁלַ֥ח .
