verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,dir_he_dss,sign_info,stem,tense,motion_type,comments,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7,reconstructed_verse,spatial_arg_type
310150,PNH[,MT,Malachi,3,1,PNH,HNNJ CLX ML>KJ W PNH DRK L PNJ W PT>M JBW> >L HJKLW H >DWN >CR >TM MBQCJM W ML>K H BRJT >CR >TM XPYJM HNH B> >MR JHWH YB>WT,W PNH DRK L PNJ,,no complement,no complement,,,,,,,,,,,piel,perf,,,,,,,,,,,
310156,BW>[,MT,Malachi,3,1,JBW>,HNNJ CLX ML>KJ W PNH DRK L PNJ W PT>M JBW> >L HJKLW H >DWN >CR >TM MBQCJM W ML>K H BRJT >CR >TM XPYJM HNH B> >MR JHWH YB>WT,W PT>M JBW> >L HJKLW H >DWN,H >DWN,>L HJKLW,>L HJKL/,,0.0,prep,,,det,subs,complex,,,qal,impf,,,>L,,,,,,,,
2036745,PNH[,4Q76,Malachi,3,1,PNH,L KN HNNJ CWLX ML>KJ W PNH DRK L PNJ W PT>M JB>W >L HJKLW H >DWN >CR >TM MBQCJM W ML>K H BRJT >CR >TM XPYJM HNW B> >MR JHWH YB>WT,None,None,,,,,,,,,,,0.0,0 00 0111 0000 00111 1 111 000 0 000 0 0000 0000 00 00111 1 1100 000 000 000000 0 0000 0 0111 111 100 00000 000 00 000 0000 00111,piel,perf,,,,,,,,,,L KN H[NNJ] CWLX ML[>KJ W PNH] DRK L PNJ W PT>M JB>W >L HJ[KLW H >D]WN >CR >TM MBQCJM W ML>K H B[RJT >CR >]TM XPYJM HNW B> >MR JHWH YB[>WT],
2036751,BW>[,4Q76,Malachi,3,1,JB>W,L KN HNNJ CWLX ML>KJ W PNH DRK L PNJ W PT>M JB>W >L HJKLW H >DWN >CR >TM MBQCJM W ML>K H BRJT >CR >TM XPYJM HNW B> >MR JHWH YB>WT,None,None,,,,,,,,,,,0.0,0 00 0111 0000 00111 1 111 000 0 000 0 0000 0000 00 00111 1 1100 000 000 000000 0 0000 0 0111 111 100 00000 000 00 000 0000 00111,qal,impf,,,,,,,,,,L KN H[NNJ] CWLX ML[>KJ W PNH] DRK L PNJ W PT>M JB>W >L HJ[KLW H >D]WN >CR >TM MBQCJM W ML>K H B[RJT >CR >]TM XPYJM HNW B> >MR JHWH YB[>WT],
2036767,BW>[,4Q76,Malachi,3,1,B>,L KN HNNJ CWLX ML>KJ W PNH DRK L PNJ W PT>M JB>W >L HJKLW H >DWN >CR >TM MBQCJM W ML>K H BRJT >CR >TM XPYJM HNW B> >MR JHWH YB>WT,None,None,,,,,,,,,,,0.0,0 00 0111 0000 00111 1 111 000 0 000 0 0000 0000 00 00111 1 1100 000 000 000000 0 0000 0 0111 111 100 00000 000 00 000 0000 00111,qal,ptca,,,,,,,,,,L KN H[NNJ] CWLX ML[>KJ W PNH] DRK L PNJ W PT>M JB>W >L HJ[KLW H >D]WN >CR >TM MBQCJM W ML>K H B[RJT >CR >]TM XPYJM HNW B> >MR JHWH YB[>WT],
310181,BW>[,MT,Malachi,3,2,BW>W,W MJ MKLKL >T JWM BW>W W MJ H <MD B HR>WTW KJ HW> K >C MYRP W K BRJT MKBSJM,BW>W,,no complement,no complement,,,,,,,,,,,qal,infc,,,,,,,,,,,
2036776,BW>[,4Q76,Malachi,3,2,B>W,W MJ MKLKL >WTM B>W W MJ H <WMD B HR>WTW KJ HW> K >C MYRP W K BRJT MKBSJM,None,None,,,,,,,,,,,0.0,1 00 00000 0000 000 0 00 0 0000 1 000000 00 000 0 00 0000 0 0 0000 000000,qal,infc,,,,,,,,,,[W] MJ MKLKL >WTM B>W W MJ H <WMD [B] HR>WTW KJ HW> K >C MYRP W K BRJT MKBSJM,
2036816,NGC[,4Q76,Malachi,3,3,MGJCJ,W JCB MYRP W MVHR KSP W VHR >T BNJ LWJ W ZQQ >WTM K ZHB W K KSP W HJW L JHWH MGJCJ MNXH B YDQH,None,None,,,,,,,,,,,0.0,0 000 0000 0 0010 000 0 000 00 000 000 0 000 0000 0 000 0 0 000 0 111 0 0000 00000 0000 0 0000,hif,ptca,,,,,,,,,,W JCB MYRP W MV[H]R KSP W VHR >T BNJ LWJ W ZQQ >WTM K ZHB W K KSP W [HJW] L JHWH MGJCJ MNXH B YDQH,
310242,QRB[,MT,Malachi,3,5,QRBTJ,W QRBTJ >LJKM L MCPV W HJJTJ <D MMHR B MKCPJM W B MN>PJM W B NCB<JM L CQR W B <CQJ FKR FKJR >LMNH W JTWM W MVJ GR W L> JR>WNJ >MR JHWH YB>WT,W QRBTJ >LJKM L MCPV,,>LJKM,>L,,0.0,prep,prsf,,det,prsf,simple,,,qal,perf,,,>L,,,,,,,,
2036838,QRB[,4Q76,Malachi,3,5,QRBTJ,W QRBTJ >LJKM L MCPV W HJJTJ <D MMHR B MKCPJM W B MN>PJM W B NCB<JM L CQR W B <CQJ FKR FKJR >LMNH JTWM W MVJ GR W L> JR>WNJ >MR JHWH YB>WT,None,None,,,,,,,,,,,0.0,1 11111 11111 1 1111 1 11111 11 1111 1 111111 1 1 111111 1 1 111111 1 111 1 1 1111 111 1111 00111 1111 1 111 11 1 11 111111 111 1000 00111,qal,perf,,,,,,,,,,[W QRBTJ >LJKM L MCPV W HJJTJ <D MMHR B MKCPJM W B MN>PJM W B NCB<JM L CQR W B <CQJ FKR FKJR] >L[MNH JTWM W MVJ GR W L> JR>WNJ >MR J]HWH YB[>WT],
2036845,MHR[,4Q76,Malachi,3,5,MMHR,W QRBTJ >LJKM L MCPV W HJJTJ <D MMHR B MKCPJM W B MN>PJM W B NCB<JM L CQR W B <CQJ FKR FKJR >LMNH JTWM W MVJ GR W L> JR>WNJ >MR JHWH YB>WT,None,None,,,,,,,,,,,0.0,1 11111 11111 1 1111 1 11111 11 1111 1 111111 1 1 111111 1 1 111111 1 111 1 1 1111 111 1111 00111 1111 1 111 11 1 11 111111 111 1000 00111,piel,ptca,,,,,,,,,,[W QRBTJ >LJKM L MCPV W HJJTJ <D MMHR B MKCPJM W B MN>PJM W B NCB<JM L CQR W B <CQJ FKR FKJR] >L[MNH JTWM W MVJ GR W L> JR>WNJ >MR J]HWH YB[>WT],
310303,CWB[,MT,Malachi,3,7,CWBW,L M JMJ >BTJKM SRTM M XQJ W L> CMRTM CWBW >LJ W >CWBH >LJKM >MR JHWH YB>WT W >MRTM B MH NCWB,CWBW >LJ,,>LJ,>L,,0.0,prep,prsf,,det,prsf,simple,,,qal,impv,,,>L,,,,,,,,
310306,CWB[,MT,Malachi,3,7,>CWBH,L M JMJ >BTJKM SRTM M XQJ W L> CMRTM CWBW >LJ W >CWBH >LJKM >MR JHWH YB>WT W >MRTM B MH NCWB,W >CWBH >LJKM,,>LJKM,>L,,0.0,prep,prsf,,det,prsf,simple,,,qal,impf,,,>L,,,,,,,,
310315,CWB[,MT,Malachi,3,7,NCWB,L M JMJ >BTJKM SRTM M XQJ W L> CMRTM CWBW >LJ W >CWBH >LJKM >MR JHWH YB>WT W >MRTM B MH NCWB,B MH NCWB,,B MH,B MH,,0.0,prep,,,und,,simple,,,qal,impf,,,B,,,,,,,,
2040118,SWR[,4Q78,Malachi,3,7,SRTM,K M JMJ >BTJKM SRTM M XQJ W L> CMRTM CWBW >LJ W >CWBH >LJKM >MR JHWH >LHJM YB>WT,None,None,,,,,,,,,,,0.0,0 1 111 111111 1111 1 111 1 10 00000 1111 111 1 11111 11111 111 1000 00111 11111,qal,perf,,,,,,,,,,K [M JMJ >BTJKM SRTM M XQJ W L]> CMRTM [CWBW >LJ W >CWBH >LJKM >MR J]HWH >L[HJM YB>WT],
2040124,CWB[,4Q78,Malachi,3,7,CWBW,K M JMJ >BTJKM SRTM M XQJ W L> CMRTM CWBW >LJ W >CWBH >LJKM >MR JHWH >LHJM YB>WT,None,None,,,,,,,,,,,0.0,0 1 111 111111 1111 1 111 1 10 00000 1111 111 1 11111 11111 111 1000 00111 11111,qal,impv,,,,,,,,,,K [M JMJ >BTJKM SRTM M XQJ W L]> CMRTM [CWBW >LJ W >CWBH >LJKM >MR J]HWH >L[HJM YB>WT],
2040127,CWB[,4Q78,Malachi,3,7,>CWBH,K M JMJ >BTJKM SRTM M XQJ W L> CMRTM CWBW >LJ W >CWBH >LJKM >MR JHWH >LHJM YB>WT,None,None,,,,,,,,,,,0.0,0 1 111 111111 1111 1 111 1 10 00000 1111 111 1 11111 11111 111 1000 00111 11111,qal,impf,,,,,,,,,,K [M JMJ >BTJKM SRTM M XQJ W L]> CMRTM [CWBW >LJ W >CWBH >LJKM >MR J]HWH >L[HJM YB>WT],
2036895,CWB[,4Q76,Malachi,3,7,CWBW,L M JMJ >BTJKM SRTM M XQJ W L> CMRTM CWBW >LJ W >CWBH >LJKM >MR JHWH YB>WT W >MRT B MH NCWB,None,None,,,,,,,,,,,0.0,1 1 111 111111 1111 1 111 1 11 11111 0000 000 1 11111 11111 111 1111 11111 0 0000 0 01 1111,qal,impv,,,,,,,,,,[L M JMJ >BTJKM SRTM M XQJ W L> CMRTM] CWBW >LJ [W >CWBH >LJKM >MR JHWH YB>WT] W >MRT B M[H NCWB],
2036898,CWB[,4Q76,Malachi,3,7,>CWBH,L M JMJ >BTJKM SRTM M XQJ W L> CMRTM CWBW >LJ W >CWBH >LJKM >MR JHWH YB>WT W >MRT B MH NCWB,None,None,,,,,,,,,,,0.0,1 1 111 111111 1111 1 111 1 11 11111 0000 000 1 11111 11111 111 1111 11111 0 0000 0 01 1111,qal,impf,,,,,,,,,,[L M JMJ >BTJKM SRTM M XQJ W L> CMRTM] CWBW >LJ [W >CWBH >LJKM >MR JHWH YB>WT] W >MRT B M[H NCWB],
2036907,CWB[,4Q76,Malachi,3,7,NCWB,L M JMJ >BTJKM SRTM M XQJ W L> CMRTM CWBW >LJ W >CWBH >LJKM >MR JHWH YB>WT W >MRT B MH NCWB,None,None,,,,,,,,,,,0.0,1 1 111 111111 1111 1 111 1 11 11111 0000 000 1 11111 11111 111 1111 11111 0 0000 0 01 1111,qal,impf,,,,,,,,,,[L M JMJ >BTJKM SRTM M XQJ W L> CMRTM] CWBW >LJ [W >CWBH >LJKM >MR JHWH YB>WT] W >MRT B M[H NCWB],
310346,BW>[,MT,Malachi,3,10,HBJ>W,HBJ>W >T KL H M<FR >L BJT H >WYR W JHJ VRP B BJTJ W BXNWNJ N> B Z>T >MR JHWH YB>WT >M L> >PTX LKM >T >RBWT H CMJM W HRJQTJ LKM BRKH <D BLJ DJ,HBJ>W >T KL H M<FR >L BJT H >WYR,,>L BJT H >WYR,>L BJT/ H >WYR/,,0.0,prep,,,det,subs,complex,,,hif,impv,,,>L,,,,,,,,
2036940,BW>[,4Q76,Malachi,3,10,HBJ>W,HBJ>W >T KL M<FR >L BJT H >WYR W JHJ VRP B BTJ W BXNWNJ N> B ZWT >MR JHWH YB>WT >M L> >PTX LKM >T >RBWT H CMJM W HRJQTJ LKM >T H BRKH <D BLJ DJ,None,None,,,,,,,,,,,0.0,00000 00 00 0000 00 001 1 1111 1 111 111 0 000 0 000000 00 0 000 000 1111 11111 11 11 0000 000 00 00000 0 0111 1 111111 111 00 0 0000 00 000 00,hif,impv,,,,,,,,,,HBJ>W >T KL M<FR >L BJ[T H >WYR W JHJ VRP] B BTJ W BXNWNJ N> B ZWT >MR [JHWH YB>WT >M L>] >PTX LKM >T >RBWT H C[MJM W HRJQTJ LKM] >T H BRKH <D BLJ DJ,
310445,HLK[,MT,Malachi,3,14,HLKNW,>MRTM CW> <BD >LHJM W MH BY< KJ CMRNW MCMRTW W KJ HLKNW QDRNJT M PNJ JHWH YB>WT,W KJ HLKNW QDRNJT M PNJ JHWH YB>WT,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,,,
310516,CWB[,MT,Malachi,3,18,CBTM,W CBTM W R>JTM BJN YDJQ L RC< BJN <BD >LHJM L >CR L> <BDW,W CBTM,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,,,
2037136,BW>[,4Q76,Malachi,3,19,B>,KJ HNH H JWM B> B<R K TNWR W HJW KL ZDJM W KL <FH RC<H QC W LHV >TM H JWM H B> >MR JHWH YB>WT >CR L> J<ZB LHM CRC W <NP,None,None,,,,,,,,,,,0.0,11 111 1 111 11 000 1 1111 1 111 11 1111 1 11 111 1111 11 1 111 100 0 000 0 00 001 1111 11111 100 11 0000 000 000 0 000,qal,ptca,,,,,,,,,,[KJ HNH H JWM B>] B<R [K TNWR W HJW KL ZDJM W KL <FH RC<H QC W LHV >]TM H JWM H B> >M[R JHWH YB>WT >]CR [L>] J<ZB LHM CRC W <NP,
2037155,BW>[,4Q76,Malachi,3,19,B>,KJ HNH H JWM B> B<R K TNWR W HJW KL ZDJM W KL <FH RC<H QC W LHV >TM H JWM H B> >MR JHWH YB>WT >CR L> J<ZB LHM CRC W <NP,None,None,,,,,,,,,,,0.0,11 111 1 111 11 000 1 1111 1 111 11 1111 1 11 111 1111 11 1 111 100 0 000 0 00 001 1111 11111 100 11 0000 000 000 0 000,qal,ptca,,,,,,,,,,[KJ HNH H JWM B>] B<R [K TNWR W HJW KL ZDJM W KL <FH RC<H QC W LHV >]TM H JWM H B> >M[R JHWH YB>WT >]CR [L>] J<ZB LHM CRC W <NP,
310577,JY>[,MT,Malachi,3,20,JY>TM,W ZRXH LKM JR>J CMJ CMC YDQH W MRP> B KNPJH W JY>TM W PCTM K <GLJ MRBQ,W JY>TM,,no complement,no complement,,,,,,,,,,,qal,perf,,,,,,,,,,,
310626,BW>[,MT,Malachi,3,23,BW>,HNH >NKJ CLX LKM >T >LJH H NBJ> L PNJ BW> JWM JHWH H GDWL W H NWR>,L PNJ BW> JWM JHWH H GDWL W H NWR>,JWM JHWH H GDWL W H NWR>,no complement,no complement,,,,,,,,,,,qal,infc,,,,,,,,,,,
310635,CWB[,MT,Malachi,3,24,HCJB,W HCJB LB >BWT <L BNJM W LB BNJM <L >BWTM PN >BW> W HKJTJ >T H >RY XRM,W HCJB LB >BWT <L BNJM,,<L BNJM,<L BN/,,0.0,prep,,,und,subs,simple,,,hif,perf,,,<L,,,,,,,,
310646,BW>[,MT,Malachi,3,24,>BW>,W HCJB LB >BWT <L BNJM W LB BNJM <L >BWTM PN >BW> W HKJTJ >T H >RY XRM,PN >BW>,,no complement,no complement,,,,,,,,,,,qal,impf,,,,,,,,,,,
2037240,CWB[,4Q76,Malachi,3,24,HCJB,W HCJB LB >BWT <L BNJM W LB BNJM <L >BWTM PN >BW> W HKJTJ >T H >RY XRM,W HCJB LB >BWT <L BNJM,,<L BNJM,,,0.0,,,,,,,0.0,1 1111 11 0000 11 1111 1 11 1111 11 11111 11 1111 0 00000 11 1 111 111,hif,perf,,,<L,,,,,,,[W HCJB LB] >BWT [<L BNJM W LB BNJM <L >BWTM PN >BW>] W HKJTJ [>T H >RY XRM],
