verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,sign_info,stem,tense,gcons_clause,subject,complement,cmpl_lex,cmpl_translation,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,motion_type,preposition_1,preposition_2,preposition_3,preposition_4,comments
1895388,NHR[,1Qisaa,Isaiah,2,2,NHRW,W HJH B >XRJT H JMJM NKWN JHJH HR BJT JHWH B R>C HRJM W NF> M GB<WT W NHRW <LWHJ KWL H GW>JM,0 000 0 00000 0 0000 0000 0000 00 000 0000 0 000 0000 0 000 0 00000 0 0000 000000 000 0 00000 00,qal,perf,W NHRW <LWHJ KWL H GW>JM,KWL H GW>JM,<LWHJ,<L,to it (the mountain),0,prep,prps,inanim,det,prsf,simple,factive,<L,,,,
212577,<LH[,MT,Isaiah,2,3,N<LH,W HLKW <MJM RBJM W >MRW LKW W N<LH >L HR JHWH >L BJT >LHJ J<QB W JRNW M DRKJW W NLKH B >RXTJW KJ M YJWN TY> TWRH W DBR JHWH M JRWCLM,,qal,impf,W N<LH >L HR JHWH >L BJT >LHJ J<QB,,>L HR JHWH >L BJT >LHJ J<QB,>L HR/ JHWH/ >L BJT/ >LHJM/ J<QB/,to the mountain of Yahwe to the house of the God of Jacob,0,prep,topo,inanim,det,subs subs,complex,factive,>L,>L,,,
212590,HLK[,MT,Isaiah,2,3,NLKH,W HLKW <MJM RBJM W >MRW LKW W N<LH >L HR JHWH >L BJT >LHJ J<QB W JRNW M DRKJW W NLKH B >RXTJW KJ M YJWN TY> TWRH W DBR JHWH M JRWCLM,,qal,impf,W NLKH B >RXTJW,,B >RXTJW,B >RX/,in his paths,0,prep,other,inanim,det,subs,complex,factive,B,,,,
212596,JY>[,MT,Isaiah,2,3,TY>,W HLKW <MJM RBJM W >MRW LKW W N<LH >L HR JHWH >L BJT >LHJ J<QB W JRNW M DRKJW W NLKH B >RXTJW KJ M YJWN TY> TWRH W DBR JHWH M JRWCLM,,qal,impf,KJ M YJWN TY> TWRH,TWRH,M YJWN,MN YJWN==/,from Zion,0,prep,topo,inanim,det,nmpr,simple,fictive,MN,,,,
212570,HLK[,MT,Isaiah,2,3,HLKW,W HLKW <MJM RBJM W >MRW LKW W N<LH >L HR JHWH >L BJT >LHJ J<QB W JRNW M DRKJW W NLKH B >RXTJW KJ M YJWN TY> TWRH W DBR JHWH M JRWCLM,,qal,perf,W HLKW <MJM RBJM,<MJM RBJM,no complement,no complement,,,,,,,,,,,,,,
212575,HLK[,MT,Isaiah,2,3,LKW,W HLKW <MJM RBJM W >MRW LKW W N<LH >L HR JHWH >L BJT >LHJ J<QB W JRNW M DRKJW W NLKH B >RXTJW KJ M YJWN TY> TWRH W DBR JHWH M JRWCLM,,qal,impv,LKW,,no complement,no complement,,,,,,,,,,,,,,
1895395,HLK[,1Qisaa,Isaiah,2,3,HLKW,W HLKW <MJM RBJM W >MRW LKW W N<LH >L BJT >LWHJ J<QWB W JRWNW M DRKJW W N>LKH B >WRXTJW KJ> M YJWN TY> TWRH W DBR JHWH M JRWCLJM,0 0000 0000 0000 0 0000 000 0 0000 00 000 00000 00000 0 000000 0 000000 0 00000 0 00000000 000 0 0000 000 0000 0 000 0000 0 0000000 00,qal,perf,W HLKW <MJM RBJM,,no complement,no complement,,0,,,,,,,,,,,,
1895400,HLK[,1Qisaa,Isaiah,2,3,LKW,W HLKW <MJM RBJM W >MRW LKW W N<LH >L BJT >LWHJ J<QWB W JRWNW M DRKJW W N>LKH B >WRXTJW KJ> M YJWN TY> TWRH W DBR JHWH M JRWCLJM,0 0000 0000 0000 0 0000 000 0 0000 00 000 00000 00000 0 000000 0 000000 0 00000 0 00000000 000 0 0000 000 0000 0 000 0000 0 0000000 00,qal,impv,LKW,,no complement,no complement,,0,,,,,,,,,,,,
1895402,<LH[,1Qisaa,Isaiah,2,3,N<LH,W HLKW <MJM RBJM W >MRW LKW W N<LH >L BJT >LWHJ J<QWB W JRWNW M DRKJW W N>LKH B >WRXTJW KJ> M YJWN TY> TWRH W DBR JHWH M JRWCLJM,0 0000 0000 0000 0 0000 000 0 0000 00 000 00000 00000 0 000000 0 000000 0 00000 0 00000000 000 0 0000 000 0000 0 000 0000 0 0000000 00,qal,impf,W N<LH >L BJT >LWHJ J<QWB,,>L BJT >LWHJ J<QWB,>L BJT/ >LHJM/ J<QB/,to the house of the God of Jacob,0,prep,topo,inanim,det,subs nmpr,complex,factive,>L,,,,
1895412,HLK[,1Qisaa,Isaiah,2,3,N>LKH,W HLKW <MJM RBJM W >MRW LKW W N<LH >L BJT >LWHJ J<QWB W JRWNW M DRKJW W N>LKH B >WRXTJW KJ> M YJWN TY> TWRH W DBR JHWH M JRWCLJM,0 0000 0000 0000 0 0000 000 0 0000 00 000 00000 00000 0 000000 0 000000 0 00000 0 00000000 000 0 0000 000 0000 0 000 0000 0 0000000 00,qal,impf,W N>LKH B >WRXTJW,,B >WRXTJW,B >RX/,in his paths,0,prep,other,inanim,det,subs,complex,factive,B,,,,
1895418,JY>[,1Qisaa,Isaiah,2,3,TY>,W HLKW <MJM RBJM W >MRW LKW W N<LH >L BJT >LWHJ J<QWB W JRWNW M DRKJW W N>LKH B >WRXTJW KJ> M YJWN TY> TWRH W DBR JHWH M JRWCLJM,0 0000 0000 0000 0 0000 000 0 0000 00 000 00000 00000 0 000000 0 000000 0 00000 0 00000000 000 0 0000 000 0000 0 000 0000 0 0000000 00,qal,impf,KJ> M YJWN TY> TWRH,TWRH,M YJWN,MN YJWN==/,from Zion,0,prep,topo,inanim,det,nmpr,simple,fictive,MN,,,,
212637,HLK[,MT,Isaiah,2,5,NLKH,BJT J<QB LKW W NLKH B >WR JHWH,,qal,impf,W NLKH B >WR JHWH,,B >WR JHWH,B >WR/ JHWH/,in the light of Yahwe,0,prep,abs,inanim,det,subs nmpr,complex,fictive,B,,,,
212635,HLK[,MT,Isaiah,2,5,LKW,BJT J<QB LKW W NLKH B >WR JHWH,,qal,impv,LKW,,no complement,no complement,,,,,,,,,,,,,,
1895464,HLK[,1Qisaa,Isaiah,2,5,LKW,BJT J<QWB LKW W NLKH B >WR JHWH,000 00000 000 0 0000 0 000 0000 00,qal,impv,LKW,,no complement,no complement,,0,,,,,,,,,,,,
1895466,HLK[,1Qisaa,Isaiah,2,5,NLKH,BJT J<QWB LKW W NLKH B >WR JHWH,000 00000 000 0 0000 0 000 0000 00,qal,impf,W NLKH B >WR JHWH,,B >WR JHWH,B >WR/ JHWH/,in the light of Yahwe,0,prep,abs,inanim,det,subs nmpr,complex,fictive,B,,,,
212702,BW>[,MT,Isaiah,2,10,BW>,BW> B YWR W HVMN B <PR M PNJ PXD JHWH W M HDR G>NW,,qal,impv,BW> B YWR,,B YWR,B H YWR/,in the rock,0,prep,topo,inanim,det,subs,simple,factive,B,,,,
212828,XLP[,MT,Isaiah,2,18,JXLP,W H >LJLJM KLJL JXLP,,qal,impf,W H >LJLJM KLJL JXLP,H >LJLJM,no complement,no complement,,,,,,,,,,,,,,
1895645,XLP[,1Qisaa,Isaiah,2,18,JXLWPW,W H >LJLJM KLJL JXLWPW,0 0 000000 0000 000000 00,qal,impf,W H >LJLJM KLJL JXLWPW,H >LJLJM,no complement,no complement,,,,,,,,,,,,,,
212830,BW>[,MT,Isaiah,2,19,B>W,W B>W B M<RWT YRJM W B MXLWT <PR M PNJ PXD JHWH W M HDR G>WNW B QWMW L <RY H >RY,,qal,perf,W B>W B M<RWT YRJM W B MXLWT <PR M PNJ PXD JHWH W M HDR G>WNW,,B M<RWT YRJM W B MXLWT <PR,B M<RH/ YWR/ W B MXLH==/ <PR/,in caves of rocks and in holes of dust,0,prep,topo,inanim,und,subs subs subs subs,complex,factive,B,B,,,
1895648,BW>[,1Qisaa,Isaiah,2,19,B>W,W B>W B M<RWT YWRJM W B MXLWT <PR M PNJ PXD JHWH W M HDR G>WNW B QWMW L <RWY H >RY,0 000 0 00000 00000 0 0 00000 000 0 000 000 0000 0 0 000 000000 0 00000 0 0000 0 000 00,qal,perf,W B>W B M<RWT YWRJM W B MXLWT <PR M PNJ PXD JHWH W M HDR G>WNW,,B M<RWT YWRJM W B MXLWT <PR,B M<RH/ YWR/ W B MXLH==/ <PR/,in caves of rocks and in holes of dust,0,prep,topo,inanim,und,subs subs subs subs,complex,factive,B,B,,,
212880,BW>[,MT,Isaiah,2,21,BW>,L BW> B NQRWT H YRJM W B S<PJ H SL<JM M PNJ PXD JHWH W M HDR G>WNW B QWMW L <RY H >RY,,qal,infc,L BW> B NQRWT H YRJM W B S<PJ H SL<JM M PNJ PXD JHWH W M HDR G>WNW,,B NQRWT H YRJM W B S<PJ H SL<JM,B NQRH/ H YWR/ W B S<JP/ H SL</,in the caverns of the rocks and in the clefts of the cliffs,0,prep,topo,inanim,det,subs subs subs subs,complex,factive,B,B,,,
1895697,BW>[,1Qisaa,Isaiah,2,21,BW>,L BW> B NQRWT H YWRJM W B S<PJ H SL<JM M PNJ PXD JHWH W M HDR G>WNW B QWMW L <RWY H >RY,0 000 0 00000 0 00000 0 0 0000 0 00000 0 000 000 0000 0 0 000 000000 0 00000 0 0000 0 000 00,qal,infc,L BW> B NQRWT H YWRJM W B S<PJ H SL<JM M PNJ PXD JHWH W M HDR G>WNW,,B NQRWT H YWRJM W B S<PJ H SL<JM,B NQRH/ H YWR/ W B S<JP/ H SL</,in the caverns of the rocks and in the clefts of the cliffs,0,prep,topo,inanim,det,subs subs subs subs,complex,factive,B,B,,,
212924,SWR[,MT,Isaiah,3,1,MSJR,KJ HNH H >DWN JHWH YB>WT MSJR M JRWCLM W M JHWDH MC<N W MC<NH KL MC<N LXM W KL MC<N MJM,,hif,ptca,KJ HNH H >DWN JHWH YB>WT MSJR M JRWCLM W M JHWDH MC<N W MC<NH KL MC<N LXM W KL MC<N MJM,H >DWN JHWH YB>WT,M JRWCLM W M JHWDH,MN JRWCLM/ W MN JHWDH/,from Jerusalem and from Judah,0,prep,"topo pers,gens,topo",inanim anim,det,nmpr nmpr,complex,factive,MN,MN,,,
1895743,SWR[,1Qisaa,Isaiah,3,1,MHSJR,KJ> HNH H >DWN JHWH YB>WT MHSJR M JRWCLM W M JHWDH MC<N W MC<NH KL MC<N LXM W KWL MC<N MJM,000 000 0 0000 0000 00000 00000 0 000000 0 0 00000 0000 0 00000 00 0000 000 0 000 0000 000 00,hifil,ptca,KJ> HNH H >DWN JHWH YB>WT MHSJR M JRWCLM W M JHWDH MC<N W MC<NH KL MC<N LXM W KWL MC<N MJM,H >DWN JHWH YB>WT,M JRWCLM W M JHWDH,MN JRWCLM/ W MN JHWDH/,from Jerusalem and from Judah,0,prep,"topo pers,gens,topo",inanim anim,det,nmpr nmpr,complex,factive,MN,MN,,,
213042,NPL[,MT,Isaiah,3,8,NPL,KJ KCLH JRWCLM W JHWDH NPL KJ LCWNM W M<LLJHM >L JHWH L MRWT <NJ KBWDW,,qal,perf,W JHWDH NPL,JHWDH,no complement,no complement,,,,,,,,,,,,,,
1895866,NPL[,1Qisaa,Isaiah,3,8,NPLH,KJ KCLH JRWCLJM W JHWDH NPLH KJ LCWNM W M<LLJHM <L JHWH L MRWT <JNJ KBWDW,00 0000 0000000 0 00000 0000 00 000000 0 00000000 00 0000 0 0000 0000 000000 00,qal,perf,W JHWDH NPLH,JHWDH,no complement,no complement,,0,,,,,,,,,,,,
1895915,CWB[,1Qisaa,Isaiah,3,11,JCWB,>WJ L RC< R< KJ> GMWL JDW JCWB LW>,000 0 000 00 000 0000 0000 0000 0000 00,qal,impf,KJ> GMWL JDW JCWB LW>,GMWL JDW,LW>,L,to him,0,prep,prps,anim,det,prsf,simple,factive fictive,L,,,,
213097,T<H[,MT,Isaiah,3,12,MT<JM,<MJ NGFJW M<WLL W NCJM MCLW BW <MJ M>CRJK MT<JM W DRK >RXTJK BL<W,,hif,ptca,M>CRJK MT<JM,M>CRJK,no complement,no complement,,,,,,,,,,,,,,
1895927,T<H[,1Qisaa,Isaiah,3,12,MT<JM,<MJ NGFW M<WLL W NCJM MCLW BW <MJ MCRJK MT<JM W DRKJ >WRXWTJK BL<W,0000 00000 00000 0 0000 0000 000 0000 000000 00000 0 0000 000000000 0000 00,hifil,ptca,MCRJK MT<JM,MCRJK,no complement,no complement,,,,,,,,,,,,,,
213114,BW>[,MT,Isaiah,3,14,JBW>,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TM B<RTM H KRM GZLT H <NJ B BTJKM,,qal,impf,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW,JHWH,B MCPV,B MCPV/,in judgment,0,prep,abs,inanim,und,subs,simple,fictive,B,,,,
213114,BW>[,MT,Isaiah,3,14,JBW>,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TM B<RTM H KRM GZLT H <NJ B BTJKM,,qal,impf,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW,JHWH,<M ZQNJ <MW W FRJW,<M ZQN/ <M/ W FR/,with the elder ones of his people and his princes,0,prep,gens,anim,det,subs subs,complex,factive fictive,<M,,,,
1895945,BW>[,1Qisaa,Isaiah,3,14,JBW>,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TMH B<RTM H KRM GZLT H <NJ B BTJKM,0000 0 0000 0000 00 0000 0000 0 00000 0 0000 00000 0 000 0000 0 000 0 000000 00,qal,impf,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW,JHWH,B MCPV,B MCPV/,in judgment,0,prep,abs,inanim,und,subs,simple,fictive,B,,,,
1895945,BW>[,1Qisaa,Isaiah,3,14,JBW>,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW W >TMH B<RTM H KRM GZLT H <NJ B BTJKM,0000 0 0000 0000 00 0000 0000 0 00000 0 0000 00000 0 000 0000 0 000 0 000000 00,qal,impf,JHWH B MCPV JBW> <M ZQNJ <MW W FRJW,JHWH,<M ZQNJ <MW W FRJW,<M ZQN/ <M/ W FR/,with the elder ones of his people and his princes,0,prep,gens,anim,det,subs subs,complex,factive fictive,<M,,,,
213151,HLK[,MT,Isaiah,3,16,TLKNH,W J>MR JHWH J<N KJ GBHW BNWT YJWN W TLKNH NVWWT GRWN W MFQRWT <JNJM HLWK W VPP TLKNH W B RGLJHM T<KSNH,,qal,wayq,W TLKNH NVWWT GRWN W MFQRWT <JNJM,,no complement,no complement,,,,,,,,,,,,,,
213157,HLK[,MT,Isaiah,3,16,HLWK,W J>MR JHWH J<N KJ GBHW BNWT YJWN W TLKNH NVWWT GRWN W MFQRWT <JNJM HLWK W VPP TLKNH W B RGLJHM T<KSNH,,qal,infa,HLWK W VPP TLKNH,,no complement,no complement,,,,,,,,,,,,,,
213160,HLK[,MT,Isaiah,3,16,TLKNH,W J>MR JHWH J<N KJ GBHW BNWT YJWN W TLKNH NVWWT GRWN W MFQRWT <JNJM HLWK W VPP TLKNH W B RGLJHM T<KSNH,,qal,impf,HLWK W VPP TLKNH,,no complement,no complement,,,,,,,,,,,,,,
1895984,HLK[,1Qisaa,Isaiah,3,16,TLKNH,W JW>MR JHWH J<N KJ> GBHW BNWT YJWN W TLKNH NVJWT GRWN W MFQRWT <JNJM HLWK W VWPP TLKNH W B RGLJHNH T<KSNH,0 00000 0000 000 000 0000 0000 0000 0 00000 00000 0000 0 000000 00000 0000 0 0000 00000 0 0 00000000 000000 00,qal,wayy,W TLKNH NVJWT GRWN W MFQRWT <JNJM,,no complement,no complement,,0,,,,,,,,,,,,
1895990,HLK[,1Qisaa,Isaiah,3,16,HLWK,W JW>MR JHWH J<N KJ> GBHW BNWT YJWN W TLKNH NVJWT GRWN W MFQRWT <JNJM HLWK W VWPP TLKNH W B RGLJHNH T<KSNH,0 00000 0000 000 000 0000 0000 0000 0 00000 00000 0000 0 000000 00000 0000 0 0000 00000 0 0 00000000 000000 00,qal,infa,HLWK W VWPP TLKNH,,no complement,no complement,,0,,,,,,,,,,,,
1895993,HLK[,1Qisaa,Isaiah,3,16,TLKNH,W JW>MR JHWH J<N KJ> GBHW BNWT YJWN W TLKNH NVJWT GRWN W MFQRWT <JNJM HLWK W VWPP TLKNH W B RGLJHNH T<KSNH,0 00000 0000 000 000 0000 0000 0000 0 00000 00000 0000 0 000000 00000 0000 0 0000 00000 0 0 00000000 000000 00,qal,impf,HLWK W VWPP TLKNH,,no complement,no complement,,0,,,,,,,,,,,,
213180,SWR[,MT,Isaiah,3,18,JSJR,B JWM H HW> JSJR >DNJ >T TP>RT H <KSJM W H CBJSJM W H FHRNJM,,hif,impf,B JWM H HW> JSJR >DNJ >T TP>RT H <KSJM W H CBJSJM W H FHRNJM,>DNJ,no complement,no complement,,,,,,,,,,,,,,
1896015,SWR[,1Qisaa,Isaiah,3,18,JSJR,B JWM H HW> JSJR >DWNJ JHWH >T TP>RT H <KJSJM W H CBJCJM W H FHRNJM,0 000 0 000 0000 00000 0000 00 00000 0 000000 0 0 000000 0 0 000000 00,hifil,impf,B JWM H HW> JSJR >DWNJ JHWH >T TP>RT H <KJSJM W H CBJCJM W H FHRNJM,,no complement,no complement,,0,,,,,,,,,,,,
213271,NPL[,MT,Isaiah,3,25,JPLW,MTJK B XRB JPLW W GBWRTK B MLXMH,,qal,impf,MTJK B XRB JPLW,MTJK,no complement,no complement,,,,,,,,,,,,,,
1896114,NPL[,1Qisaa,Isaiah,3,25,JPWLW,MTJK B XRB JPWLW W GBWRWTJK B MLXMH,00000 0 000 00000 0 000000000 0 00000 00,qal,impf,MTJK B XRB JPWLW,,no complement,no complement,,0,,,,,,,,,,,,
213508,SWR[,MT,Isaiah,5,5,HSR,W <TH >WDJ<H N> >TKM >T >CR >NJ <FH L KRMJ HSR MFWKTW W HJH L B<R PRY GDRW W HJH L MRMS,,hif,infa,HSR MFWKTW,,no complement,no complement,,,,,,,,,,,,,,
1896341,SWR[,1Qisaa,Isaiah,5,5,>SJR,W >TH >WDJ< N> >TKMH >T >CR >NJ <WF> L KRMJ >SJR MSWKTW W JHJH B<R PRY GDRW W JHJH L MRMS,0 000 00000 00 000000 00 000 000 0000 0 00000 0000 0000000 0 0000 000 000 00000 0 0000 0 0000 00,hifil,impf,>SJR MSWKTW,,no complement,no complement,,0,,,,,,,,,,,,
213529,<LH[,MT,Isaiah,5,6,<LH,W >CJTHW BTH L> JZMR W L> J<DR W <LH CMJR W CJT W <L H <BJM >YWH M HMVJR <LJW MVR,,qal,perf,W <LH CMJR W CJT,CMJR W CJT,no complement,no complement,,,,,,,,,,,,,,
1896363,<LH[,1Qisaa,Isaiah,5,6,<LH,W >CJTHW BTH W LW> JZMR W LW> J<DR W <LH CMJR W CJT W <L H <BJM >YWH M HMVJR <LJW MVR,0 0000000 000 0 000 0000 0 000 0000 0 000 0000 0 000 0 00 0 0000 0000 0 00000 00000 000 00,qal,perf,W <LH CMJR W CJT,CMJR W CJT,no complement,no complement,,0,,,,,,,,,,,,
213573,QRB[,MT,Isaiah,5,8,JQRJBW,HWJ MGJ<J BJT B BJT FDH B FDH JQRJBW <D >PS MQWM W HWCBTM L BDKM B QRB H >RY,,hif,impf,FDH B FDH JQRJBW <D >PS MQWM,,B FDH,B FDH/,in (with) field,0,prep,topo,inanim,und,subs,simple,factive fictive,B,,,,
1896409,QRB[,1Qisaa,Isaiah,5,8,JQRJBW,HWJ MGJ<J BJT BJT FDH B FDH JQRJBW <D >PS MQWM W JCTM L BDKM B QRB H >RY,000 00000 000 000 000 0 000 000000 00 000 0000 0 0000 0 00000 0 000 0 000 00,hifil,impf,FDH B FDH JQRJBW <D >PS MQWM,,B FDH,B FDH/,in (with) field,0,prep,topo,inanim,und,subs,simple,factive fictive,B,,,,
213650,GLH[,MT,Isaiah,5,13,GLH,LKN GLH <MJ M BLJ D<T W KBWDW MTJ R<B W HMWNW YXH YM>,,qal,perf,LKN GLH <MJ M BLJ D<T,<MJ,no complement,no complement,,,,,,,,,,,,,,
1896489,GLH[,1Qisaa,Isaiah,5,13,GLH,L KN GLH <MJ M BLJ D<T W KBWDJ MTJ R<B W HMWNW YXH YM>,0 00 000 0000 0 000 000 0 000000 000 000 0 000000 000 000 00,qal,perf,L KN GLH <MJ M BLJ D<T,<MJ,no complement,no complement,,0,,,,,,,,,,,,
213674,JRD[,MT,Isaiah,5,14,JRD,LKN HRXJBH C>WL NPCH W P<RH PJH L BLJ XQ W JRD HDRH W HMWNH W C>WNH W <LZ BH,,qal,perf,W JRD HDRH W HMWNH W C>WNH W <LZ BH,HDRH W HMWNH W C>WNH W <LZ BH,no complement,no complement,,,,,,,,,,,,,,
1896515,JRD[,1Qisaa,Isaiah,5,14,JRD,L KN HRXJBH C>WL NPCH W P<RH PJH L BLJ XWQ W JRD HDRH W HMWNH W C>WNH W <LZ BH,0 00 000000 0000 00000 0 0000 0000 0 000 000 0 000 00000 0 000000 0 000000 0 000 000 00,qal,perf,W JRD HDRH W HMWNH W C>WNH W <LZ BH,HDRH W HMWNH W C>WNH W <LZ BH,no complement,no complement,,0,,,,,,,,,,,,
213734,MHR[,MT,Isaiah,5,19,JMHR,H >MRJM JMHR JXJCH M<FHW LM<N NR>H W TQRB W TBW>H <YT QDWC JFR>L W ND<H,,piel,impf,JMHR,,no complement,no complement,,,,,,,,,,,,,,
213735,XWC[,MT,Isaiah,5,19,JXJCH,H >MRJM JMHR JXJCH M<FHW LM<N NR>H W TQRB W TBW>H <YT QDWC JFR>L W ND<H,,hif,impf,JXJCH M<FHW,,no complement,no complement,,,,,,,,,,,,,,
