verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,dir_he,cmpl_constr,cmpl_nt,cmpl_anim,cmpl_det,cmpl_indiv,cmpl_complex,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7
393344,BW>[,MT,1_Chronicles,4,38,B>JM,>LH H B>JM B CMWT NFJ>JM B MCPXWTM W BJT >BWTJHM PRYW L RWB,H B>JM B CMWT,,B CMWT,B CM/,0.0,prep,,,det,subs,simple,,,qal,ptca,B,,,,,,
393357,HLK[,MT,1_Chronicles,4,39,JLKW,W JLKW L MBW> GDR <D L MZRX H GJ> L BQC MR<H L Y>NM,W JLKW L MBW> GDR <D L MZRX H GJ>,,L MBW> GDR,L MBW>/ GDR==/,0.0,prep,topo,inanim,det,subs,complex,,,qal,wayq,L,,,,,,
393395,BW>[,MT,1_Chronicles,4,41,JB>W,W JB>W >LH H KTWBJM B CMWT B JMJ JXZQJHW MLK JHWDH W JKW >T >HLJHM W >T H M<JNJM >CR NMY>W CMH W JXRJMM <D H JWM H ZH W JCBW TXTJHM KJ MR<H L Y>NM CM,W JB>W >LH,>LH,no complement,no complement,,,,,,,,,,qal,wayq,,,,,,,
393437,HLK[,MT,1_Chronicles,4,42,HLKW,W MHM MN BNJ CM<WN HLKW L HR F<JR >NCJM XMC M>WT W PLVJH W N<RJH W RPJH W <ZJ>L BNJ JC<J B R>CM,W MHM MN BNJ CM<WN HLKW L HR F<JR >NCJM XMC M>WT,MHM MN BNJ CM<WN,L HR F<JR,L HR/ F<JR====/,0.0,prep,topo,inanim,det,subs,complex,,,qal,perf,L,,,,,,
393541,GLH[,MT,1_Chronicles,5,6,HGLH,B>RH BNW >CR HGLH TLGT_PLN>SR MLK >CR HW> NFJ> L R>WBNJ,>CR HGLH TLGT_PLN>SR MLK >CR,TLGT_PLN>SR MLK >CR,no complement,no complement,,,,,,,,,,hif,perf,,,,,,,
393587,BW>[,MT,1_Chronicles,5,9,BW>,W L MZRX JCB <D L BW> MDBRH L MN H NHR PRT KJ MQNJHM RBW B >RY GL<D,<D L BW> MDBRH L MN H NHR PRT,,MDBRH,MDBR/,1.0,dir-he,,,det,subs,simple,,,qal,infc,,,,,,,
393610,NPL[,MT,1_Chronicles,5,10,JPLW,W B JMJ C>WL <FW MLXMH <M H HGR>JM W JPLW B JDM W JCBW B >HLJHM <L KL PNJ MZRX L GL<D,W JPLW B JDM,,B JDM,B JD/,0.0,prep,,,det,subs,simple,,,qal,wayq,B,,,,,,
393757,JY>[,MT,1_Chronicles,5,18,JY>J,BNJ R>WBN W GDJ W XYJ CBV MNCH MN BNJ XJL >NCJM NF>J MGN W XRB W DRKJ QCT W LMWDJ MLXMH >RB<JM W >RB<H >LP W CB< M>WT W CCJM JY>J YB>,JY>J YB>,,no complement,no complement,,,,,,,,,,qal,ptca,,,,,,,
393820,NPL[,MT,1_Chronicles,5,22,NPLW,KJ XLLJM RBJM NPLW KJ M H >LHJM H MLXMH W JCBW TXTJHM <D H GLH,KJ XLLJM RBJM NPLW,XLLJM RBJM,no complement,no complement,,,,,,,,,,qal,perf,,,,,,,
393914,GLH[,MT,1_Chronicles,5,26,JGLM,W J<R >LHJ JFR>L >T RWX PWL MLK >CWR W >T RWX TLGT_PLNSR MLK >CWR W JGLM L R>WBNJ W L GDJ W L XYJ CBV MNCH W JBJ>M L XLX W XBWR W HR> W NHR GWZN <D H JWM H ZH,W JGLM L R>WBNJ W L GDJ W L XYJ CBV MNCH,,no complement,no complement,,,,,,,,,,hif,wayq,,,,,,,
393928,BW>[,MT,1_Chronicles,5,26,JBJ>M,W J<R >LHJ JFR>L >T RWX PWL MLK >CWR W >T RWX TLGT_PLNSR MLK >CWR W JGLM L R>WBNJ W L GDJ W L XYJ CBV MNCH W JBJ>M L XLX W XBWR W HR> W NHR GWZN <D H JWM H ZH,W JBJ>M L XLX W XBWR W HR> W NHR GWZN <D H JWM H ZH,,L XLX W XBWR W HR> W NHR GWZN,L XLX/ W XBWR/ W HR>/ W NHR/ GWZN/,0.0,prep,topo topo topo topo,inanim inanim inanim inanim,det,nmpr,complex,,,hif,wayq,L,,,,,,
394090,HLK[,MT,1_Chronicles,5,41,HLK,W JHWYDQ HLK B HGLWT JHWH >T JHWDH W JRWCLM B JD NBKDN>YR,W JHWYDQ HLK,JHWYDQ,no complement,no complement,,,,,,,,,,qal,perf,,,,,,,
394092,GLH[,MT,1_Chronicles,5,41,HGLWT,W JHWYDQ HLK B HGLWT JHWH >T JHWDH W JRWCLM B JD NBKDN>YR,B HGLWT JHWH >T JHWDH W JRWCLM B JD NBKDN>YR,JHWH,no complement,no complement,,,,,,,,,,hif,infc,,,,,,,
395160,JY>[,MT,1_Chronicles,7,11,JY>J,KL >LH BNJ JDJ<>L L R>CJ H >BWT GBWRJ XJLJM CB<H <FR >LP W M>TJM JY>J YB> L MLXMH,JY>J YB> L MLXMH,,L MLXMH,L H MLXMH/,0.0,prep,,,det,subs,simple,,,qal,ptca,L,,,,,,
395311,JRD[,MT,1_Chronicles,7,21,JRDW,W ZBD BNW W CWTLX BNW W <ZR W >L<D W HRGWM >NCJ GT H NWLDJM B >RY KJ JRDW L QXT >T MQNJHM,KJ JRDW,,no complement,no complement,,,,,,,,,,qal,perf,,,,,,,
395323,BW>[,MT,1_Chronicles,7,22,JB>W,W JT>BL >PRJM >BJHM JMJM RBJM W JB>W >XJW L NXMW,W JB>W >XJW,>XJW,no complement,no complement,,,,,,,,,,qal,wayq,,,,,,,
395328,BW>[,MT,1_Chronicles,7,23,JB>,W JB> >L >CTW W THR W TLD BN W JQR> >T CMW BRJ<H KJ B R<H HJTH B BJTW,W JB> >L >CTW,,>L >CTW,>L >CH/,0.0,prep,,,det,subs,simple,,,qal,wayq,>L,,,,,,
395623,GLH[,MT,1_Chronicles,8,6,JGLWM,W >LH BNJ >XWD >LH HM R>CJ >BWT L JWCBJ GB< W JGLWM >L MNXT,W JGLWM >L MNXT,,>L MNXT,>L MNXT=/,0.0,prep,topo,inanim,det,nmpr,simple,,,hif,wayq,>L,,,,,,
395633,GLH[,MT,1_Chronicles,8,7,HGLM,W N<MN W >XJH W GR> HW> HGLM W HWLJD >T <Z> W >T >XJXD,HW> HGLM,HW>,no complement,no complement,,,,,,,,,,hif,perf,,,,,,,
395722,BRX[,MT,1_Chronicles,8,13,HBRJXW,W BR<H W CM< HMH R>CJ H >BWT L JWCBJ >JLWN HMH HBRJXW >T JWCBJ GT,HMH HBRJXW >T JWCBJ GT,HMH,no complement,no complement,,,,,,,,,,hif,perf,,,,,,,
396019,GLH[,MT,1_Chronicles,9,1,HGLW,W KL JFR>L HTJXFW W HNM KTWBJM <L SPR MLKJ JFR>L W JHWDH HGLW L BBL B M<LM,HGLW L BBL B M<LM,,L BBL,L BBL/,0.0,prep,topo,inanim,det,nmpr,simple,,,hof,perf,L,,,,,,
396390,BW>[,MT,1_Chronicles,9,25,BW>,W >XJHM B XYRJHM L BW> L CB<T H JMJM M <T >L <T <M >LH,L BW> L CB<T H JMJM M <T >L <T <M >LH,,no complement,no complement,,,,,,,,,,qal,infc,,,,,,,
396454,BW>[,MT,1_Chronicles,9,28,JBJ>WM,W MHM <L KLJ H <BWDH KJ B MSPR JBJ>WM W B MSPR JWYJ>WM,KJ B MSPR JBJ>WM,,no complement,no complement,,,,,,,,,,hif,impf,,,,,,,
396458,JY>[,MT,1_Chronicles,9,28,JWYJ>WM,W MHM <L KLJ H <BWDH KJ B MSPR JBJ>WM W B MSPR JWYJ>WM,W B MSPR JWYJ>WM,,no complement,no complement,,,,,,,,,,hif,impf,,,,,,,
396716,NWS[,MT,1_Chronicles,10,1,JNS,W PLCTJM NLXMW B JFR>L W JNS >JC JFR>L M PNJ PLCTJM W JPLW XLLJM B HR GLB<,W JNS >JC JFR>L M PNJ PLCTJM,>JC JFR>L,M PNJ PLCTJM,MN PNH/ PLCTJ/,0.0,prep,,,det,subs,complex,,,qal,wayq,MN,,,,,,
396723,NPL[,MT,1_Chronicles,10,1,JPLW,W PLCTJM NLXMW B JFR>L W JNS >JC JFR>L M PNJ PLCTJM W JPLW XLLJM B HR GLB<,W JPLW XLLJM B HR GLB<,,no complement,no complement,,,,,,,,,,qal,wayq,,,,,,,
396779,BW>[,MT,1_Chronicles,10,4,JB>W,W J>MR C>WL >L NF> KLJW CLP XRBK W DQRNJ BH PN JB>W H <RLJM H >LH W HT<LLW BJ W L> >BH NF> KLJW KJ JR> M>D W JQX C>WL >T H XRB W JPL <LJH,PN JB>W H <RLJM H >LH,H <RLJM H >LH,no complement,no complement,,,,,,,,,,qal,impf,,,,,,,
396802,NPL[,MT,1_Chronicles,10,4,JPL,W J>MR C>WL >L NF> KLJW CLP XRBK W DQRNJ BH PN JB>W H <RLJM H >LH W HT<LLW BJ W L> >BH NF> KLJW KJ JR> M>D W JQX C>WL >T H XRB W JPL <LJH,W JPL <LJH,,<LJH,<L,0.0,prep,,,det,,simple,,,qal,wayq,<L,,,,,,
396812,NPL[,MT,1_Chronicles,10,5,JPL,W JR> NF> KLJW KJ MT C>WL W JPL GM HW> <L H XRB W JMT,W JPL GM HW> <L H XRB,GM HW>,<L H XRB,<L H XRB/,0.0,prep,,,det,subs,simple,,,qal,wayq,<L,,,,,,
396841,NWS[,MT,1_Chronicles,10,7,NSW,W JR>W KL >JC JFR>L >CR B <MQ KJ NSW W KJ MTW C>WL W BNJW W J<ZBW <RJHM W JNSW W JB>W PLCTJM W JCBW BHM,KJ NSW,,no complement,no complement,,,,,,,,,,qal,perf,,,,,,,
396852,NWS[,MT,1_Chronicles,10,7,JNSW,W JR>W KL >JC JFR>L >CR B <MQ KJ NSW W KJ MTW C>WL W BNJW W J<ZBW <RJHM W JNSW W JB>W PLCTJM W JCBW BHM,W JNSW,,no complement,no complement,,,,,,,,,,qal,wayq,,,,,,,
396854,BW>[,MT,1_Chronicles,10,7,JB>W,W JR>W KL >JC JFR>L >CR B <MQ KJ NSW W KJ MTW C>WL W BNJW W J<ZBW <RJHM W JNSW W JB>W PLCTJM W JCBW BHM,W JB>W PLCTJM,PLCTJM,no complement,no complement,,,,,,,,,,qal,wayq,,,,,,,
396864,BW>[,MT,1_Chronicles,10,8,JB>W,W JHJ M MXRT W JB>W PLCTJM L PCV >T H XLLJM W JMY>W >T C>WL W >T BNJW NPLJM B HR GLB<,W JB>W PLCTJM,PLCTJM,no complement,no complement,,,,,,,,,,qal,wayq,,,,,,,
396878,NPL[,MT,1_Chronicles,10,8,NPLJM,W JHJ M MXRT W JB>W PLCTJM L PCV >T H XLLJM W JMY>W >T C>WL W >T BNJW NPLJM B HR GLB<,NPLJM B HR GLB<,,no complement,no complement,,,,,,,,,,qal,ptca,,,,,,,
396944,BW>[,MT,1_Chronicles,10,12,JBJ>WM,W JQWMW KL >JC XJL W JF>W >T GWPT C>WL W >T GWPT BNJW W JBJ>WM JBJCH W JQBRW >T <YMWTJHM TXT H >LH B JBC W JYWMW CB<T JMJM,W JBJ>WM JBJCH,,JBJCH,JBJC=/,1.0,dir-he,topo,inanim,det,nmpr,simple,,,hif,wayq,,,,,,,
396991,SBB[,MT,1_Chronicles,10,14,JSB,W L> DRC B JHWH W JMJTHW W JSB >T H MLWKH L DWJD BN JCJ,W JSB >T H MLWKH L DWJD BN JCJ,,L DWJD BN JCJ,L DWD==/ BN/ JCJ/,0.0,prep,pers pers,anim anim,det,nmpr,complex,,,hif,wayq,L,,,,,,
397024,JY>[,MT,1_Chronicles,11,2,MWYJ>,GM TMWL GM CLCWM GM B HJWT C>WL MLK >TH H MWYJ> W H MBJ> >T JFR>L W J>MR JHWH >LHJK LK >TH TR<H >T <MJ >T JFR>L W >TH THJH NGJD <L <MJ JFR>L,H MWYJ>,,no complement,no complement,,,,,,,,,,hif,ptca,,,,,,,
397027,BW>[,MT,1_Chronicles,11,2,MBJ>,GM TMWL GM CLCWM GM B HJWT C>WL MLK >TH H MWYJ> W H MBJ> >T JFR>L W J>MR JHWH >LHJK LK >TH TR<H >T <MJ >T JFR>L W >TH THJH NGJD <L <MJ JFR>L,W H MBJ> >T JFR>L,,no complement,no complement,,,,,,,,,,hif,ptca,,,,,,,
397049,BW>[,MT,1_Chronicles,11,3,JB>W,W JB>W KL ZQNJ JFR>L >L H MLK XBRWNH W JKRT LHM DWJD BRJT B XBRWN L PNJ JHWH W JMCXW >T DWJD L MLK <L JFR>L K DBR JHWH B JD CMW>L,W JB>W KL ZQNJ JFR>L >L H MLK XBRWNH,KL ZQNJ JFR>L,>L H MLK,>L H MLK/,0.0,prep,,,det,subs,simple,,,qal,wayq,>L,,,,,,
397049,BW>[,MT,1_Chronicles,11,3,JB>W,W JB>W KL ZQNJ JFR>L >L H MLK XBRWNH W JKRT LHM DWJD BRJT B XBRWN L PNJ JHWH W JMCXW >T DWJD L MLK <L JFR>L K DBR JHWH B JD CMW>L,W JB>W KL ZQNJ JFR>L >L H MLK XBRWNH,KL ZQNJ JFR>L,XBRWNH,XBRWN=/,1.0,dir-he,topo,inanim,det,nmpr,simple,,,qal,wayq,,,,,,,
397082,HLK[,MT,1_Chronicles,11,4,JLK,W JLK DWJD W KL JFR>L JRWCLM HJ> JBWS W CM H JBWSJ JCBJ H >RY,W JLK DWJD W KL JFR>L JRWCLM,DWJD W KL JFR>L,JRWCLM,JRWCLM/,0.0,vc,topo,inanim,det,nmpr,simple,,,qal,wayq,,,,,,,
397104,BW>[,MT,1_Chronicles,11,5,TBW>,W J>MRW JCBJ JBWS L DWJD L> TBW> HNH W JLKD DWJD >T MYDT YJWN HJ> <JR DWJD,L> TBW> HNH,,HNH,HNH==,0.0,vc,,,det,,simple,,,qal,impf,,,,,,,
397131,<LH[,MT,1_Chronicles,11,6,J<L,W J>MR DWJD KL MKH JBWSJ B R>CWNH JHJH L R>C W L FR W J<L B R>CWNH JW>B BN YRWJH W JHJ L R>C,W J<L B R>CWNH JW>B BN YRWJH,JW>B BN YRWJH,no complement,no complement,,,,,,,,,,qal,wayq,,,,,,,
397175,HLK[,MT,1_Chronicles,11,9,JLK,W JLK DWJD HLWK W GDWL W JHWH YB>WT <MW,W JLK DWJD HLWK W GDWL,DWJD,no complement,no complement,,,,,,,,,,qal,wayq,,,,,,,
397177,HLK[,MT,1_Chronicles,11,9,HLWK,W JLK DWJD HLWK W GDWL W JHWH YB>WT <MW,W JLK DWJD HLWK W GDWL,DWJD,no complement,no complement,,,,,,,,,,qal,infa,,,,,,,
397269,NWS[,MT,1_Chronicles,11,13,NSW,HW> HJH <M DWJD B PS_DMJM W H PLCTJM N>SPW CM L MLXMH W THJ XLQT H FDH ML>H F<WRJM W H <M NSW M PNJ PLCTJM,W H <M NSW M PNJ PLCTJM,H <M,M PNJ PLCTJM,MN PNH/ PLCTJ/,0.0,prep,,,det,subs,complex,,,qal,perf,MN,,,,,,
397291,JRD[,MT,1_Chronicles,11,15,JRDW,W JRDW CLWCH MN H CLWCJM R>C <L H YR >L DWJD >L M<RT <DLM W MXNH PLCTJM XNH B <MQ RP>JM,W JRDW CLWCH MN H CLWCJM R>C <L H YR >L DWJD >L M<RT <DLM,CLWCH MN H CLWCJM R>C,<L H YR,<L H YWR/,0.0,prep,,,det,subs,simple,,,qal,wayq,<L,,,,,,
397291,JRD[,MT,1_Chronicles,11,15,JRDW,W JRDW CLWCH MN H CLWCJM R>C <L H YR >L DWJD >L M<RT <DLM W MXNH PLCTJM XNH B <MQ RP>JM,W JRDW CLWCH MN H CLWCJM R>C <L H YR >L DWJD >L M<RT <DLM,CLWCH MN H CLWCJM R>C,>L DWJD,>L DWD==/,0.0,prep,pers,anim,det,nmpr,simple,,,qal,wayq,>L,,,,,,
397291,JRD[,MT,1_Chronicles,11,15,JRDW,W JRDW CLWCH MN H CLWCJM R>C <L H YR >L DWJD >L M<RT <DLM W MXNH PLCTJM XNH B <MQ RP>JM,W JRDW CLWCH MN H CLWCJM R>C <L H YR >L DWJD >L M<RT <DLM,CLWCH MN H CLWCJM R>C,>L M<RT <DLM,>L M<RH/ <DLM/,0.0,prep,topo,inanim,det,subs,complex,,,qal,wayq,>L,,,,,,
397359,BW>[,MT,1_Chronicles,11,18,JB>W,W JBQ<W H CLCH B MXNH PLCTJM W JC>BW MJM M BWR BJT_LXM >CR B C<R W JF>W W JB>W >L DWJD W L> >BH DWJD L CTWTM W JNSK >TM L JHWH,W JB>W >L DWJD,,>L DWJD,>L DWD==/,0.0,prep,pers,anim,det,nmpr,simple,,,hif,wayq,>L,,,,,,
397394,BW>[,MT,1_Chronicles,11,19,HBJ>WM,W J>MR XLJLH LJ M >LHJ M <FWT Z>T H DM H >NCJM H >LH >CTH B NPCWTM KJ B NPCWTM HBJ>WM W L> >BH L CTWTM >LH <FW CLCT H GBWRJM,KJ B NPCWTM HBJ>WM,,no complement,no complement,,,,,,,,,,hif,perf,,,,,,,
397446,BW>[,MT,1_Chronicles,11,21,B>,MN H CLWCH B CNJM NKBD W JHJ LHM L FR W <D H CLWCH L> B>,W <D H CLWCH L> B>,,<D H CLWCH,<D H CLC/,0.0,prep,,,det,subs,simple,,,qal,perf,<D,,,,,,
397465,JRD[,MT,1_Chronicles,11,22,JRD,BNJH BN JHWJD< BN >JC XJL RB P<LJM MN QBY>L HW> HKH >T CNJ >RJ>L MW>B W HW> JRD W HKH >T H >RJ B TWK H BWR B JWM H CLG,W HW> JRD,HW>,no complement,no complement,,,,,,,,,,qal,perf,,,,,,,
397503,JRD[,MT,1_Chronicles,11,23,JRD,W HW> HKH >T H >JC H MYRJ >JC MDH XMC B >MH W B JD H MYRJ XNJT K MNWR >RGJM W JRD >LJW B CBV W JGZL >T H XNJT M JD H MYRJ W JHRGHW B XNJTW,W JRD >LJW B CBV,,>LJW,>L,0.0,prep,,,det,,simple,,,qal,wayq,>L,,,,,,
397544,BW>[,MT,1_Chronicles,11,25,B>,MN H CLWCJM HNW NKBD HW> W >L H CLWCH L> B> W JFJMHW DWJD <L MCM<TW,W >L H CLWCH L> B>,,>L H CLWCH,>L H CLC/,0.0,prep,,,det,subs,simple,,,qal,perf,>L,,,,,,
397731,BW>[,MT,1_Chronicles,12,1,B>JM,W >LH H B>JM >L DWJD L YJQLG <WD <YWR M PNJ C>WL BN QJC W HMH B GBWRJM <ZRJ H MLXMH,H B>JM >L DWJD L YJQLG,,>L DWJD,>L DWD==/,0.0,prep,pers,anim,det,nmpr,simple,,,qal,ptca,>L,,,,,,
397731,BW>[,MT,1_Chronicles,12,1,B>JM,W >LH H B>JM >L DWJD L YJQLG <WD <YWR M PNJ C>WL BN QJC W HMH B GBWRJM <ZRJ H MLXMH,H B>JM >L DWJD L YJQLG,,L YJQLG,L YQLG/,0.0,prep,topo,inanim,det,nmpr,simple,,,qal,ptca,L,,,,,,
397880,MHR[,MT,1_Chronicles,12,9,MHR,W MN H GDJ NBDLW >L DWJD L MYD MDBRH GBRJ H XJL >NCJ YB> L MLXMH <RKJ YNH W RMX W PNJ >RJH PNJHM W K YB>JM <L H HRJM L MHR,L MHR,,no complement,no complement,,,,,,,,,,piel,infc,,,,,,,
397934,<BR[,MT,1_Chronicles,12,16,<BRW,>LH HM >CR <BRW >T H JRDN B XDC H R>CWN W HW> MML> <L KL GDJTJW W JBRJXW >T KL H <MQJM L MZRX W L M<RB,>CR <BRW >T H JRDN B XDC H R>CWN,,no complement,no complement,,,,,,,,,,qal,perf,,,,,,,
397950,BRX[,MT,1_Chronicles,12,16,JBRJXW,>LH HM >CR <BRW >T H JRDN B XDC H R>CWN W HW> MML> <L KL GDJTJW W JBRJXW >T KL H <MQJM L MZRX W L M<RB,W JBRJXW >T KL H <MQJM L MZRX W L M<RB,,L MZRX W L M<RB,L H MZRX/ W L H M<RB/,0.0,prep + prep,,,det,subs,complex,,,hif,wayq,L,L,,,,,
397963,BW>[,MT,1_Chronicles,12,17,JB>W,W JB>W MN BNJ BNJMN W JHWDH <D L MYD L DWJD,W JB>W MN BNJ BNJMN W JHWDH <D L MYD L DWJD,MN BNJ BNJMN W JHWDH,<D L MYD,<D L H MYD/,0.0,prep + prep,,,det,subs,simple,,,qal,wayq,<D,L,,,,,
397963,BW>[,MT,1_Chronicles,12,17,JB>W,W JB>W MN BNJ BNJMN W JHWDH <D L MYD L DWJD,W JB>W MN BNJ BNJMN W JHWDH <D L MYD L DWJD,MN BNJ BNJMN W JHWDH,L DWJD,L DWD==/,0.0,prep,pers,anim,det,nmpr,simple,,,qal,wayq,L,,,,,,
397976,JY>[,MT,1_Chronicles,12,18,JY>,W JY> DWJD L PNJHM W J<N W J>MR LHM >M L CLWM B>TM >LJ L <ZRNJ JHJH LJ <LJKM LBB L JXD W >M L RMWTNJ L YRJ B L> XMS B KPJ JR> >LHJ >BWTJNW W JWKX,W JY> DWJD L PNJHM,DWJD,L PNJHM,L PNH/,0.0,prep,,,det,subs,simple,,,qal,wayq,L,,,,,,
397988,BW>[,MT,1_Chronicles,12,18,B>TM,W JY> DWJD L PNJHM W J<N W J>MR LHM >M L CLWM B>TM >LJ L <ZRNJ JHJH LJ <LJKM LBB L JXD W >M L RMWTNJ L YRJ B L> XMS B KPJ JR> >LHJ >BWTJNW W JWKX,>M L CLWM B>TM >LJ,,>LJ,>L,0.0,prep,,,det,,simple,,,qal,perf,>L,,,,,,
398050,NPL[,MT,1_Chronicles,12,20,NPLW,W M MNCH NPLW <L DWJD B B>W <M PLCTJM <L C>WL L MLXMH W L> <ZRM KJ B <YH CLXHW SRNJ PLCTJM L >MR B R>CJNW JPWL >L >DNJW C>WL,W M MNCH NPLW <L DWJD,M MNCH,<L DWJD,<L DWD==/,0.0,prep,pers,anim,det,nmpr,simple,,,qal,perf,<L,,,,,,
398054,BW>[,MT,1_Chronicles,12,20,B>W,W M MNCH NPLW <L DWJD B B>W <M PLCTJM <L C>WL L MLXMH W L> <ZRM KJ B <YH CLXHW SRNJ PLCTJM L >MR B R>CJNW JPWL >L >DNJW C>WL,B B>W <M PLCTJM <L C>WL L MLXMH,,<L C>WL,<L C>WL=/,0.0,prep,pers,anim,det,nmpr,simple,,,qal,infc,<L,,,,,,
398054,BW>[,MT,1_Chronicles,12,20,B>W,W M MNCH NPLW <L DWJD B B>W <M PLCTJM <L C>WL L MLXMH W L> <ZRM KJ B <YH CLXHW SRNJ PLCTJM L >MR B R>CJNW JPWL >L >DNJW C>WL,B B>W <M PLCTJM <L C>WL L MLXMH,,L MLXMH,L H MLXMH/,0.0,prep,,,det,subs,simple,,,qal,infc,L,,,,,,
