verb_id,lex,scroll,book,chapter,verse_num,gcons_verb,gcons_verse,gcons_clause,subject,complement,cmpl_lex,dir_he,dir_he_dss,sign_info,stem,tense,preposition_1,preposition_2,preposition_3,preposition_4,preposition_5,preposition_6,preposition_7
1890400,<LH[,1Q2,Exodus,19,24,<LT,W >HRN <MK W H KHNJM W H <M >L JHRSW L <LT >L JHWH PN JPRY BM,None,None,,,,0,0 0000 000 0 0 00000 0 0 00 00 00000 0 000 00 0000 00 0000 00,qal,infc,,,,,,,
1890408,JRD[,1Q2,Exodus,19,25,JRD,W JRD MCH >L H <M W J>MR >LHM,W JRD MCH >L H <M,MCH,>L H <M,,0,0,0 000 000 00 0 00 0 0000 0000,qal,wayq,>L,,,,,,
1890480,<LH[,1Q2,Exodus,20,26,T<LH,W L> T<LH B M<LWT <L MZBXJ >CR L> TGLH <RWTK <LJW,W L> T<LH B M<LWT <L MZBXJ,,<L MZBXJ,,0,0,0 00 0000 0 00000 00 00000 000 00 0000 00000 0000,qal,impf,<L,,,,,,
1890487,GLH[,1Q2,Exodus,20,26,TGLH,W L> T<LH B M<LWT <L MZBXJ >CR L> TGLH <RWTK <LJW,>CR L> TGLH <RWTK <LJW,<RWTK,<LJW,,0,0,0 00 0000 0 00000 00 00000 000 00 0000 00000 0000,nif,impf,<LJW,,,,,,
1890518,JY>[,1Q2,Exodus,21,4,JY>,BNWT H >CH W JLDJH THJH L >DNJH W HW> JY> B GPW,None,None,,,,0,0000 0 000 0 00000 0000 0 00000 0 000 000 0 000,qal,impf,,,,,,,
1890537,JY>[,1Q2,Exodus,21,5,>Y>,W >M >MR J>MR H <BD >HBTJ >T >DNJ >T >CTJ W >T BNJ L> >Y> XPCJ,None,None,,,,0,0 00 000 0000 0 000 00000 00 0000 00 0000 0 00 000 00 000 0000  1,qal,impf,,,,,,,
1890631,PNH[,1Q3,Leviticus,19,31,TPNW,>L TPNW >L H >BT W >L H JD<WNJM >L TBQCW L VM>H BHM >NJ JHWH >LHJKM,>L TPNW >L H >BT,,>L H >BT,,0,0,00 0000 00 0 000 0 00 0 0000000 00 00000 0 0000 000 000 0000 000000,qal,impf,>L,,,,,,
1890730,BW>[,1Q3,Leviticus,20,22,MBJ>,W CMRTM >T KL XQTJ W >T KL MCPVJ W <FJTM >TM W L> TQJ> >TKM H >RY >CR >NJ MBJ> >TKM CMH L CBT BH,>CR >NJ MBJ> >TKM CMH,>NJ,CMH,,1,1,0 00000 00 00 0000 0 00 00 00000 0 00000 000 0 00 0000 0000 0 000 000 000 0000 0000 000 0 000 00,hif,ptca,,,,,,,
1890740,HLK[,1Q3,Leviticus,20,23,TLKW,W L> TLKW B XQWT H GWJ >CR >NJ MCLX M PNJKM KJ >T KL >LH <FW W >QY BM,None,None,,,,0,0 00 1111 0000 0 0000 0 000 000 000 0000 0 00000 00 00 00 000 000 0 000 00,qal,impf,,,,,,,
1890842,QRB[,1Q3,Leviticus,22,3,JQRB,>MR >LHM L DRTJKM KL >JC >CR JQRB M KL ZR<KM >L H QDCJM >CR JQDJCW BNJ JFR>L L JHWH W VM>TW <LJW W NKRTH H NPC H HW> M L PNJ >NJ JHWH,>CR JQRB M KL ZR<KM >L H QDCJM,,>L H QDCJM,,0,0,000 0000 0 000000 00 000 000 0000 0 00 00000 00 0 00000 000 000000 000 00000 0 0000 0 00000 0000 0 00000 0 000 0 000 0 0 000 000 0000,qal,impf,>L,,,,,,
1890897,JY>[,1Q3,Leviticus,22,4,TY>,>JC >JC M ZR< >HRN W HW> YRW< >W ZB B QDCJM L> J>KL <D >CR JVHR W H NG< B KL VM> NPC >W >JC >CR TY> MMNW CKBT ZR<,None,None,,,,0,000 000 0 000 0000 0 000 0000 00 00 0 00000 00 0000 00 000 0000 0 0 000 0 00 000 000 00 000 000 000 0000 0000 000,qal,impf,,,,,,,
1890990,QRB[,1Q3,Leviticus,23,8,HQRBTM,W HQRBTM >CH L JHWH CB<T JMJM B JWM H CBJ<J MQR> QDC KL ML>KT <BDH,None,None,,,,0,0 000000 000 0 0000 0000 0000 0 000 0 00000 0000 000 00 00000 0000 1,hif,perf,,,,,,,
1891048,SBB[,1Q3,Numbers,36,7,TSB,W L> TSB NXLH L BNJ JFR>L M MVH >L MVH KJ >JC B NXLT MVH >BWTJW JDBQW BNJ JFR>L,None,None,,,,0,1 0 00 000 0000 0 000 00000 0 000 00 000 00 000 0 0000 000 000000 00000 000 00000,qal,impf,,,,,,,
1891179,<LH[,1Q4,Deuteronomy,1,22,N<LH,DBR >T H DRK >CR N<LH BH W >T H <RJM >CR NB> >LJHN,None,None,,,,0,000 00 0 000 000 0000 00 0 00 0 0000 000 000 00000,qal,impf,,,,,,,
1891186,BW>[,1Q4,Deuteronomy,1,22,NB>,DBR >T H DRK >CR N<LH BH W >T H <RJM >CR NB> >LJHN,None,None,,,,0,000 00 0 000 000 0000 00 0 00 0 0000 000 000 00000,qal,impf,,,,,,,
1891207,PNH[,1Q4,Deuteronomy,1,24,JPNW,W JPNW W J<LW H HRH W JB>W <D NXL >CKL W JRGLW H >RY,None,None,,,,1,0 0000 0 0000 0 000 0 0000 00 000 0000 0 00000 0 000,qal,wayq,,,,,,,
1891209,<LH[,1Q4,Deuteronomy,1,24,J<LW,W JPNW W J<LW H HRH W JB>W <D NXL >CKL W JRGLW H >RY,None,None,,,,1,0 0000 0 0000 0 000 0 0000 00 000 0000 0 00000 0 000,qal,wayq,,,,,,,
1891213,BW>[,1Q4,Deuteronomy,1,24,JB>W,W JPNW W J<LW H HRH W JB>W <D NXL >CKL W JRGLW H >RY,None,None,,,,1,0 0000 0 0000 0 000 0 0000 00 000 0000 0 00000 0 000,qal,wayq,,,,,,,
1891333,HLK[,1Q4,Deuteronomy,8,19,HLKTH,W HJH >M CKX TCKX >T JHWH >LHJK W HLKTH >XRJ >LHJM >XRJM W <BDTM W HCTXWJT LHM H<DTJ BKM H JWM KJ> >BD T>BDWN,W HLKTH >XRJ >LHJM >XRJM,,>XRJ >LHJM >XRJM,,0,0,0 000 00 000 0000 00 0000 00000 0 00000 0000 00000 00000 0 00000 0 0000000 000 00000 000 0 000 000 000 000000,qal,perf,,,,,,,
1891361,PNH[,1Q4,Deuteronomy,9,27,TPN,ZKR L <BDJK L >BRHM L JYXQ W L J<QWB >L TPN >L QCJ H <M H ZH W >L RC<W W >L XV>TW,>L TPN >L QCJ H <M H ZH W >L RC<W W >L XV>TW,,>L QCJ H <M H ZH W >L RC<W W >L XV>TW,,0,0,000 0 00000 0 00000 0 0000 0 0 00000 00 000 00 000 0 00 0 00 0 00 0000 0 00 00000,qal,impf,>L,>L,>L,,,,
1891380,JY>[,1Q4,Deuteronomy,9,28,JWY>NW,PN J>MRW H >RY >CR JWY>NW M CM M BLJ JKLT JHWH L HBJ>M,None,None,,,,0,00 00000 0 000 000 000000 0 00 0 000 0000 0000 0 00000,hif,impf,,,,,,,
1891388,BW>[,1Q4,Deuteronomy,9,28,HBJ>M,PN J>MRW H >RY >CR JWY>NW M CM M BLJ JKLT JHWH L HBJ>M,None,None,,,,0,00 00000 0 000 000 000000 0 00 0 000 0000 0000 0 00000,hif,infc,,,,,,,
1891432,SWR[,1Q4,Deuteronomy,11,28,SRTM,W H QLLH >M L> TCM<W >L MYWT JHWH >LHJKM W SRTM MN H DRK >CR >NWKJ MYWH >TKM H JWM L LKT >XRJ >LHJM >XRJM >CR L> JD<TM,W SRTM MN H DRK,,MN H DRK,,0,0,0 0 0000 00 00 00000 00 0000 0000 000000 0 0000 00 0 000 000 00000 0000 0000 0 000 0 000 0000 00000 00000 000 00 00000,qal,perf,MN,,,,,,
1891443,HLK[,1Q4,Deuteronomy,11,28,LKT,W H QLLH >M L> TCM<W >L MYWT JHWH >LHJKM W SRTM MN H DRK >CR >NWKJ MYWH >TKM H JWM L LKT >XRJ >LHJM >XRJM >CR L> JD<TM,L LKT >XRJ >LHJM >XRJM,,>XRJ >LHJM >XRJM,,0,0,0 0 0000 00 00 00000 00 0000 0000 000000 0 0000 00 0 000 000 00000 0000 0000 0 000 0 000 0000 00000 00000 000 00 00000,qal,infc,,,,,,,
1891454,BW>[,1Q4,Deuteronomy,11,29,JBJ>K,W HJH KJ JBJ>K JHWH >LHJK >L H >RY >CR >TH B> CMH L RCTH W NTTH >T H BRKH <L HR GRJZJM W >T H QLLH <L HR <JBL,None,None,,,,1,0 000 00 00000 0000 00000 00 0 000 000 000 00 000 0 0000 0 0000 00 0 0000 00 00 000000 0 00 0 0000 00 00 0000,hif,impf,,,,,,,
1891462,BW>[,1Q4,Deuteronomy,11,29,B>,W HJH KJ JBJ>K JHWH >LHJK >L H >RY >CR >TH B> CMH L RCTH W NTTH >T H BRKH <L HR GRJZJM W >T H QLLH <L HR <JBL,None,None,,,,1,0 000 00 00000 0000 00000 00 0 000 000 000 00 000 0 0000 0 0000 00 0 0000 00 00 000000 0 00 0 0000 00 00 0000,qal,ptca,,,,,,,
1891568,HLK[,1Q4,Deuteronomy,13,3,NLKH,W B> H >WT W H MWPT >CR DBR >LJK L >MR NLKH >XRJ >LHJM >XRJM >CR L> JD<TM W N<BDM,NLKH >XRJ >LHJM >XRJM,,>XRJ >LHJM >XRJM,,0,0,0 00 0 000 0 0 0000 000 000 0000 0 000 0000 0000 00000 00000 000 00 00000 0 00000,qal,impf,,,,,,,
1891617,HLK[,1Q4,Deuteronomy,13,5,TLKWN,>XRJ JHWH >LWHJKMH TLKWN W >WTW T<BDW TCMR,None,None,,,,0,0000 0000 00000000 00000 0 0000 00000 1 1 0000,qal,impf,,,,,,,
1891645,JY>[,1Q4,Deuteronomy,13,6,MWYJ>,W H NBJ H HW>H >W H LM H XLWM H HW> JWMT KJ DBR SRH <L JHWH >LHJKM H MWYJ> >TKM M >RY MYRJM W H PWDKH M BJT <BDJM L HDJXK MN H DRK >CR YWK JHWH >LHJK L LKT BH W B<RT H R< M QRBKH,None,None,,,,0,0 0 000 0 0000 00 0 100 0 0000 0 000 0000 00 000 000 00 0000 000000 0 00000 0000 0 000 00000 0 0 00000 0 000 00000 0 00000 00 0 000 000 000 0000 00000 0 000 00 0 0000 0 00 0 00000,hif,ptca,,,,,,,
1891666,HLK[,1Q4,Deuteronomy,13,6,LKT,W H NBJ H HW>H >W H LM H XLWM H HW> JWMT KJ DBR SRH <L JHWH >LHJKM H MWYJ> >TKM M >RY MYRJM W H PWDKH M BJT <BDJM L HDJXK MN H DRK >CR YWK JHWH >LHJK L LKT BH W B<RT H R< M QRBKH,None,None,,,,0,0 0 000 0 0000 00 0 100 0 0000 0 000 0000 00 000 000 00 0000 000000 0 00000 0000 0 000 00000 0 0 00000 0 000 00000 0 00000 00 0 000 000 000 0000 00000 0 000 00 0 0000 0 00 0 00000,qal,infc,,,,,,,
1891707,JY>[,1Q4,Deuteronomy,13,14,JY>W,JY>W >NCJM BNJ BLJ<L M QRBK W JDJXW >T JCBJ <JRMH L >MWR NLKH W N<BDH >LHJM >XRJM >CR L> JD<TM,JY>W >NCJM BNJ BLJ<L M QRBK,>NCJM BNJ BLJ<L,M QRBK,,0,0,0000 00000 000 00000 0 0000 0 00000 00 0000 00000 0 0000 0000 0 00000 00000 00000 000 00 00000,qal,perf,M,,,,,,
1891802,HLK[,1Q4,Deuteronomy,14,25,HLKT,W NTTH B KSP W YRT H KSP B JDK W HLKT >L H MQWM >CR JBXR JHWH >LWHJKH BW,None,None,,,,0,0 0000 0 000 0 000 0 000 0 000 0 0000 00 0 0000 000 0000 0000 0000000 00,qal,perf,,,,,,,
1891865,BW>[,1Q4,Deuteronomy,16,6,BW>,KJ >M >L H MQWM >CR JBXR JHWH >LWHJKH BW L CKN CMW CM TZBX >T H PSX B <RB K BW> H CMC MW<D Y>TK M MYRJM,None,None,,,,0,00 00 00 0 0000 000 0000 0000 0000000 00 0 000 000 00 0000 00 0 000 0 000 0 000 0 000 0000 0000 0 00000,qal,infc,,,,,,,
1891869,JY>[,1Q4,Deuteronomy,16,6,Y>TK,KJ >M >L H MQWM >CR JBXR JHWH >LWHJKH BW L CKN CMW CM TZBX >T H PSX B <RB K BW> H CMC MW<D Y>TK M MYRJM,None,None,,,,0,00 00 00 0 0000 000 0000 0000 0000000 00 0 000 000 00 0000 00 0 000 0 000 0 000 0 000 0000 0000 0 00000,qal,infc,,,,,,,
1891885,PNH[,1Q4,Deuteronomy,16,7,PNJT,W BCLTH W >KLT B MQWM >CR JBXR JHWH >LHJK BW W PNJT,None,None,,,,0,0 00000 0 0000 0 0000 000 0000 0000 00000 00 0 0000,qal,perf,,,,,,,
1891887,PNH[,1Q4,1Q4,f16,1,no_g_cons,,None,None,,,,0,1 010 0 000 1,NA,NA,,,,,,,
1891951,BW>[,1Q4,1Q4,f25,1,no_g_cons,,None,None,,,,0,1 1 0 000 1,qal,infc,,,,,,,
1891952,BW>[,1Q4,1Q4,f25,1,no_g_cons,,None,None,,,,0,1 1 0 000 1,NA,NA,,,,,,,
1891953,BW>[,1Q4,1Q4,f25,2,no_g_cons,,None,None,,,,0,1 10 1 1,NA,NA,,,,,,,
1891954,BW>[,1Q4,1Q4,f25,2,no_g_cons,,None,None,,,,0,1 10 1 1,NA,NA,,,,,,,
1891955,BW>[,1Q4,1Q4,f25,2,no_g_cons,,None,None,,,,0,1 10 1 1,NA,NA,,,,,,,
1891956,BW>[,1Q4,1Q4,f25,2,no_g_cons,,None,None,,,,0,1 10 1 1,NA,NA,,,,,,,
1891958,BW>[,1Q4,1Q4,f27,1,no_g_cons,,None,None,,,,0,1 1 0 00 1,NA,NA,,,,,,,
1891959,BW>[,1Q4,1Q4,f27,1,no_g_cons,,None,None,,,,0,1 1 0 00 1,NA,NA,,,,,,,
1892290,<BR[,1Q5,Deuteronomy,11,31,<BRJM,KJ >TM <BRJM >T H JRDN L B> L RCT >T H >RY >CR JHWH >LHJKM NTN LKM,None,None,,,,0,00 000 00000 00 0 0000 0 00 0 000 00 0 000 000 0000 000000 000 000,qal,ptca,,,,,,,
1892295,BW>[,1Q5,Deuteronomy,11,31,B>,KJ >TM <BRJM >T H JRDN L B> L RCT >T H >RY >CR JHWH >LHJKM NTN LKM,None,None,,,,0,00 000 00000 00 0 0000 0 00 0 000 00 0 000 000 0000 000000 000 000,qal,infc,,,,,,,
1892363,CWB[,1Q5,Deuteronomy,17,16,CWB,>T H <M MYRJMH LM<N HRBWT SWS W JHWH >MR LKM L> TSPWN L CWB B DRK H ZH <WD,None,None,,,,1,00 0 00 000000 0000 00000 000 0 0000 000 000 00 00000 0 000 0 000 0 00 000,qal,infc,,,,,,,
1892430,JY>[,1Q5,Deuteronomy,24,5,JY>,KJ JQX >JC >CH XDCH L> JY> B YB> W L> J<BR <LJW L KL DBR,None,None,,,,0,00 000 000 000 0000 00 000 0 000 0 00 0000 0000 0 00 000 1,qal,impf,,,,,,,
1892435,<BR[,1Q5,Deuteronomy,24,5,J<BR,KJ JQX >JC >CH XDCH L> JY> B YB> W L> J<BR <LJW L KL DBR,None,None,,,,0,00 000 000 000 0000 00 000 0 000 0 00 0000 0000 0 00 000 1,qal,impf,,,,,,,
1892445,BW>[,1Q5,Deuteronomy,24,10,TB>,MC>T M>WMH L> TB> >L BJTW L <BV <BVW,None,None,,,,0,0000 00000 00 000 00 0000 0 000 0000,qal,impf,,,,,,,
1892462,JY>[,1Q5,Deuteronomy,24,11,JWY>,B XWY T<MD W H >JC >CR >TH NCH BW JWY> >LJK >T H <BWV H XWYH,None,None,,,,1,0 000 0000 0 0 000 000 000 000 00 0000 0000 00 0 0000 0 0000,hif,impf,,,,,,,
1892480,CWB[,1Q5,Deuteronomy,24,13,HCB,HCB TCJB LW >T H <BV K BW> H CMC W CKB B FLMTW W BRKK W LK THJH YDQH L PNJ JHWH >LHJK,None,None,,,,0,000 0000 00 00 0 000 0 000 0 000 0 000 0 00000 0 0000 0 00 0000 0000 0 000 0000 00000,hif,infa,,,,,,,
1892481,CWB[,1Q5,Deuteronomy,24,13,TCJB,HCB TCJB LW >T H <BV K BW> H CMC W CKB B FLMTW W BRKK W LK THJH YDQH L PNJ JHWH >LHJK,None,None,,,,0,000 0000 00 00 0 000 0 000 0 000 0 000 0 00000 0 0000 0 00 0000 0000 0 000 0000 00000,hif,impf,,,,,,,
1892528,BW>[,1Q5,Deuteronomy,24,15,TBW>,B JWMW TTN FKRW W L> TBW> <LJW H CMC KJ <NJ HW> W >LJW HW> NF> >T NPCW W L> JQR> <LJK >L JHWH W HJH BK XV>,W L> TBW> <LJW H CMC,H CMC,<LJW,,0,0,0 0000 000 0000 0 00 0000 0000 0 000 00 000 000 0 0000 000 000 00 0000 0 00 0000 0000 00 0000 0 000 00 000,qal,impf,<LJW,,,,,,
1892636,JY>[,1Q5,Deuteronomy,25,17,Y>TKM,ZKWR >T >CR <FH LK <MLQ B DRK B Y>TKM M MYRJM,None,None,,,,0,0000 00 000 000 00 0000 0 000 0 00000 0 00000,qal,infc,,,,,,,
1892678,BW>[,1Q5,Deuteronomy,28,45,B>W,W B>W <LJK KL H QLLWT H >LH W RDPWK W HFJGWK <D HCMDK KJ L> CM<T B QWL JHWH >LHJK L CMR MYWTJW W XQTJW >CR YWK,W B>W <LJK KL H QLLWT H >LH,KL H QLLWT H >LH,<LJK,,0,0,0 000 0000 00 0 00000 0 000 0 00000 0 000000 00 00000 00 00 0000 0 000 0000 00000 0 000 000000 0 00000 000 000,qal,perf,<LJK,,,,,,
1892803,<BR[,1Q5,Deuteronomy,29,11,<BRK,L <BRK B BRJT JHWH >LHJK W B >LTW >CR JHWH >LHJK KRT <MK H JWM,L <BRK B BRJT JHWH >LHJK W B >LTW,,B BRJT JHWH >LHJK W B >LTW,,0,0,0 0000 0 0000 0000 00000 0 0 0000 000 0000 00000 000 000 0 000,qal,infc,B,B,,,,,
1892887,<BR[,1Q5,Deuteronomy,29,15,<BRNW,KJ >TM JD<TM >T >CR JCBNW B >RY MYRJM W >T >CR <BRNW B QRB H GWJM >CR <BRTM,None,None,,,,0,00 000 00000 00 000 00000 0 000 00000 0 00 000 00000 0 000 0 0000 000 00000,qal,perf,,,,,,,
1892893,<BR[,1Q5,Deuteronomy,29,15,<BRTM,KJ >TM JD<TM >T >CR JCBNW B >RY MYRJM W >T >CR <BRNW B QRB H GWJM >CR <BRTM,None,None,,,,0,00 000 00000 00 000 00000 0 000 00000 0 00 000 00000 0 000 0 0000 000 00000,qal,perf,,,,,,,
1892923,PNH[,1Q5,Deuteronomy,29,17,PNH,PN JC BKM >JC >W >CH >W MCPXH >W CBV >CR LBBW PNH H JWM M <M JHWH >LHJNW L LKT L <BD >T >LHJ H GWJM H HM PN JC BKM CRC PRH R>C W L<NH,>CR LBBW PNH H JWM M <M JHWH >LHJNW,LBBW,M <M JHWH >LHJNW,,0,0,00 00 000 000 00 000 00 00000 00 000 000 0000 000 0 000 0 00 0000 000000 0 000 0 000 00 0000 0 0000 0 00 00 00 000 000 000 000 0 0000,qal,ptca,M,<M,,,,,
1892972,HLK[,1Q5,Deuteronomy,29,18,>LK,W HJH B CM<W >T DBRJ H >LH H Z>T W HTBRK B LBBW L >MR CLWM JHJH LJ KJ B CRRWT LBJ >LK LM<N >T H YM>H,None,None,,,,0,0 000 0 0000 00 0000 0 000 0 000 0 00000 0 0000 0 000 0000 0000 00 00 0 00000 000 000 0000 1 11 1 00 0 0000,qal,impf,,,,,,,
1893141,<BR[,1Q5,Deuteronomy,31,3,<WBR,JHWH >LHJK HW> <WBR L PNJK HW> JCMJD >T H GWJM H >LH M L PNJK W JRCTM JHWC< HW> <BR L PNJK K >CR DBR JHWH,None,None,,,,0,0000 00000 000 0000 0 0000 000 00000 00 0 0000 0 000 0 0 0000 0 00000 00000 000 000 0 0000 0 000 000 0000,qal,ptca,,,,,,,
1893158,<BR[,1Q5,Deuteronomy,31,3,<BR,JHWH >LHJK HW> <WBR L PNJK HW> JCMJD >T H GWJM H >LH M L PNJK W JRCTM JHWC< HW> <BR L PNJK K >CR DBR JHWH,None,None,,,,0,0000 00000 000 0000 0 0000 000 00000 00 0 0000 0 000 0 0 0000 0 00000 00000 000 000 0 0000 0 000 000 0000,qal,ptca,,,,,,,
1893219,HLK[,1Q5,Deuteronomy,31,6,HLK,XZQW W >MYW >L TJR>W W >L T<RYW M PNJHM KJ JHWH >LHJK HW> H HLK <MK L> JRPK W L> J<ZBK,H HLK <MK,,<MK,,0,0,0000 0 0000 00 00000 0 00 00000 0 00000 00 0000 00000 000 0 000 000 00 0000 0 00 00000,qal,ptca,<MK,,,,,,
1893227,BW>[,1Q5,Deuteronomy,31,7,TBW>,TBW> >T H <M H ZH >L H >RY >CR NCB< JHWH L >BTM L TT LHM W >TH TNXJLNH >WTM,None,None,,,,0,0000 00 0 00 0 00 00 0 000 000 0000 0000 0 0000 0 00 000 0 000 0000000 0000,qal,impf,,,,,,,
1893253,HLK[,1Q5,Deuteronomy,31,8,HLK,W JHWH HW> H HLK L PNJK HW> JHJH <MK L> JRPK W L> J<ZBK L> TJR> W L> TXT,H HLK L PNJK,,L PNJK,,0,0,0 0000 000 0 000 0 0000 000 0000 000 00 0000 0 00 00000 00 0000 0 00 000,qal,ptca,L,,,,,,
1893318,QHL[,1Q5,Deuteronomy,31,12,HQHL,HQHL >T H <M H >NCJM W H NCJM W H VP W GRK >CR B C<RJK LM<N JCM<W W LM<N JLMDW W JR>W >T JHWH >LHJKM W CMRW L <FWT >T KL DBRJ H TWRH H Z>T,None,None,,,,0,1 0000 00 0 00 0 00000 0 0 0000 0 0 00 0 000 000 0 00000 0000 00000 0 0000 00000 0 0000 00 0000 000000 0 0000 0 0000 00 00 0000 0 0000 0 000,hif,impv,,,,,,,
1893381,<BR[,1Q5,Deuteronomy,31,13,<BRJM,W BNJHM >CR L> JD<W JCM<W W LMDW L JR>H >T JHWH >LHJKM KL H JMJM >CR >TM XJJM <L H >DMH >CR >TM <BRJM,None,None,,,,0,0 00000 000 00 0000 00000 0 0000 0 0000 00 0000 000000 00 0 0000 000 000 0000 00 0 0000 000 000 00000,qal,ptca,,,,,,,
1893598,BW>[,1Q5,Deuteronomy,33,16,TBW>TH,W M MGD >RY W ML>H W RYWN CKNJ SNH TBW>TH L R>C JWSP W L QDQD NZJR >XJW,TBW>TH L R>C JWSP W L QDQD NZJR >XJW,,L R>C JWSP W L QDQD NZJR >XJW,,0,0,0 0 000 000 0 0000 0 0000 0000 000 000000 0 000 0000 0 0 0000 0000 0000,qal,impf,L,L,,,,,
1893629,JY>[,1Q5,Deuteronomy,33,18,Y>TK,W L ZBLWN >MR FMX ZBWLN B Y>TK W JFFKR B >HLJK,None,None,,,,0,1 0 0 00000 000 000 00000 0 0000 0 00000 0 00000,qal,infc,,,,,,,
1893785,BW>[,1Q5,1Q5,f37,1,no_g_cons,,None,None,,,,0,1 000 1 1,qal,infc,,,,,,,
1893786,BW>[,1Q5,1Q5,f37,1,no_g_cons,,None,None,,,,0,1 000 1 1,NA,NA,,,,,,,
1893787,BW>[,1Q5,1Q5,f37,1,no_g_cons,,None,None,,,,0,1 000 1 1,NA,NA,,,,,,,
1893788,BW>[,1Q5,1Q5,f37,2,no_g_cons,,None,None,,,,0,1 0 0 1,NA,NA,,,,,,,
1893887,NWX[,1Q6,Judges,6,20,HNX,QX >T H BFR W >T H MYWT W HNX >L H SL< HLZ W >T H MRQ CPWK W J<F KN,None,None,,,,0,1 11 1 1 00 00 0 000 0 00 0 0000 0 000 00 0 000 000 0 00 0 000 0000 0 000 00,hif,impv,,,,,,,
1893920,<LH[,1Q6,Judges,6,21,T<L,W JCLX ML>K JHWH >T QYH H MC<NT >CR B JDW W JG< B BFR W B MYWT W T<L H >C MN H YWR W T>KL >T H BFR W >T H MYWT W ML>K JHWH HLK M <JNJW,None,None,,,,0,0 0000 0000 0000 00 000 0 00000 000 0 000 0 000 0 000 0 0 0000 0 000 0 00 00 0 000 0 0000 00 0 000 0 00 0 0000 0 0000 0000 000 0 00000,qal,wayq,,,,,,,
1893938,HLK[,1Q6,Judges,6,21,HLK,W JCLX ML>K JHWH >T QYH H MC<NT >CR B JDW W JG< B BFR W B MYWT W T<L H >C MN H YWR W T>KL >T H BFR W >T H MYWT W ML>K JHWH HLK M <JNJW,None,None,,,,0,0 0000 0000 0000 00 000 0 00000 000 0 000 0 000 0 000 0 0 0000 0 000 0 00 00 0 000 0 0000 00 0 000 0 00 0 0000 0 0000 0000 000 0 00000,qal,perf,,,,,,,
1894075,HLK[,1Q6,Judges,9,4,JLKW,W JTNW LW CB<JM KSP M BJT B<L BRJT W JFKR BHM >BJMLK >NCJM RJQJM W PXZJM W JLKW >XRJW,None,None,,,,0,0 0000 00 00000 000 0 000 000 0000 0 0000 000 000000 00000 00000 0 00000 0 0000 00000,qal,wayq,,,,,,,
